palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-0XVTTI2X,400,Thon en Morceaux à l'Huile,3003,2025-12-04 14:02:41,production-day-2025-12-04.xlsx
PAL-WJ97ZAO4,1/5,Thon Emietté à l'Huile,3003,2025-12-04 10:50:42,production-day-2025-12-04.xlsx
PAL-TC4ZLAUH,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-04 14:12:14,production-day-2025-12-04.xlsx
PAL-U0MX6RUY,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-04 16:24:16,production-day-2025-12-04.xlsx
PAL-7XHDQYA0,5/2 [2],Thon Entier à l'Huile,3002,2025-12-04 18:03:27,production-day-2025-12-04.xlsx
PAL-54EXU7S7,400,Thon Entier à l'Huile,3001,2025-12-04 15:16:28,production-day-2025-12-04.xlsx
PAL-RKE2WYCU,Manuel,Thon Emietté à la Tomate,3001,2025-12-04 13:12:26,production-day-2025-12-04.xlsx
PAL-FNDP9LQ7,400,Thon en Morceaux à l'Huile,3002,2025-12-04 18:07:55,production-day-2025-12-04.xlsx
PAL-7GNCKKC4,1/5,Thon Entier à l'Huile,3003,2025-12-04 17:04:33,production-day-2025-12-04.xlsx
PAL-X9R6HUET,5/2 [2],Thon Entier au Naturel,3003,2025-12-04 11:42:16,production-day-2025-12-04.xlsx
PAL-IBN56Y2B,5/2 [2],Thon Entier au Naturel,3001,2025-12-04 09:35:09,production-day-2025-12-04.xlsx
PAL-14PLRWZS,Manuel,Thon Emietté à la Tomate,3002,2025-12-04 14:08:52,production-day-2025-12-04.xlsx
PAL-YDYAN1H3,5/2 [1],Thon Emietté à l'Huile,3001,2025-12-04 19:20:21,production-day-2025-12-04.xlsx
PAL-1WCOH6GY,1/5,Thon en Morceaux à l'Huile,3003,2025-12-04 13:47:50,production-day-2025-12-04.xlsx
PAL-V5ILV1R4,400,Thon en Morceaux au Naturel,3002,2025-12-04 12:00:41,production-day-2025-12-04.xlsx
PAL-LHZNVCHS,400,Thon Entier à l'Huile,3001,2025-12-04 12:49:11,production-day-2025-12-04.xlsx
PAL-P97U20L7,5/2 [1],Thon Entier à l'Huile,3001,2025-12-04 14:17:49,production-day-2025-12-04.xlsx
PAL-EH1VV8J9,5/2 [1],Thon Emietté à la Tomate,3002,2025-12-04 14:46:03,production-day-2025-12-04.xlsx
PAL-IWQ901RP,Manuel,Thon en Morceaux à l'Huile,3002,2025-12-04 12:24:14,production-day-2025-12-04.xlsx
PAL-68D5C72F,400,Thon Emietté à la Tomate,3002,2025-12-04 11:40:52,production-day-2025-12-04.xlsx
PAL-Z1HZMMN4,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-04 16:07:41,production-day-2025-12-04.xlsx
PAL-ZIG9TP3A,Manuel,Thon Emietté à la Tomate,3001,2025-12-04 12:28:04,production-day-2025-12-04.xlsx
PAL-KYRH2LD4,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-04 13:46:38,production-day-2025-12-04.xlsx
PAL-EZEZJ1ZR,5/2 [2],Thon Entier à l'Huile,3002,2025-12-04 12:33:27,production-day-2025-12-04.xlsx
