palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-2JOV4ID9,5/2 [2],Thon Entier au Naturel,3002,2026-01-20 14:47:00,production-day-2026-01-20.xlsx
PAL-OJGR3WM5,5/2 [1],Thon Entier à l'Huile,3001,2026-01-20 17:52:01,production-day-2026-01-20.xlsx
PAL-PUPDIQPG,400,Thon en Morceaux au Naturel,3001,2026-01-20 19:46:36,production-day-2026-01-20.xlsx
PAL-KD9K6QQE,400,Thon Emietté à la Tomate,3001,2026-01-20 11:09:23,production-day-2026-01-20.xlsx
PAL-191IEO8Q,5/2 [2],Thon Entier à l'Huile,3002,2026-01-20 15:53:25,production-day-2026-01-20.xlsx
PAL-C8VL0V9Z,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-20 15:43:00,production-day-2026-01-20.xlsx
PAL-MWAKNDPZ,400,Thon Emietté à l'Huile,3003,2026-01-20 12:45:09,production-day-2026-01-20.xlsx
PAL-PTMIG0NP,1/5,Thon Emietté à l'Huile,3003,2026-01-20 12:19:56,production-day-2026-01-20.xlsx
PAL-0NVUJ4AT,Manuel,Thon Emietté à la Tomate,3002,2026-01-20 12:10:06,production-day-2026-01-20.xlsx
PAL-W3NHFAG4,5/2 [1],Thon Entier à l'Huile,3002,2026-01-20 15:54:53,production-day-2026-01-20.xlsx
PAL-ASUW2HOP,400,Thon Entier à l'Huile,3003,2026-01-20 09:29:15,production-day-2026-01-20.xlsx
PAL-OQDLFZCH,5/2 [1],Thon Entier au Naturel,3001,2026-01-20 13:49:35,production-day-2026-01-20.xlsx
PAL-9BZT6O71,400,Thon Emietté à la Tomate,3003,2026-01-20 16:56:49,production-day-2026-01-20.xlsx
PAL-7CYACRMP,5/2 [2],Thon en Morceaux au Naturel,3001,2026-01-20 19:33:23,production-day-2026-01-20.xlsx
PAL-SL8TXE9N,5/2 [2],Thon en Morceaux au Naturel,3003,2026-01-20 18:29:55,production-day-2026-01-20.xlsx
PAL-CNO986Y4,Manuel,Thon Emietté à l'Huile,3001,2026-01-20 12:18:18,production-day-2026-01-20.xlsx
PAL-O5GMWXWV,1/5,Thon Emietté à la Tomate,3003,2026-01-20 16:01:39,production-day-2026-01-20.xlsx
PAL-HMXERAW8,5/2 [1],Thon en Morceaux au Naturel,3003,2026-01-20 09:57:38,production-day-2026-01-20.xlsx
PAL-X58OUA7Q,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-01-20 11:59:09,production-day-2026-01-20.xlsx
PAL-S2P7VERD,400,Thon Entier à l'Huile,3002,2026-01-20 16:07:13,production-day-2026-01-20.xlsx
PAL-XCK3E597,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-20 15:05:53,production-day-2026-01-20.xlsx
PAL-8G4GUNU9,5/2 [2],Thon Entier au Naturel,3002,2026-01-20 15:02:02,production-day-2026-01-20.xlsx
PAL-K4FN7EK1,5/2 [1],Thon Entier à l'Huile,3003,2026-01-20 11:01:32,production-day-2026-01-20.xlsx
PAL-UYY2KDQM,5/2 [2],Thon en Morceaux au Naturel,3003,2026-01-20 16:34:31,production-day-2026-01-20.xlsx
PAL-WKGHCTQN,1/5,Thon Emietté à la Tomate,3001,2026-01-20 14:46:08,production-day-2026-01-20.xlsx
PAL-C3LPRJCE,400,Thon en Morceaux au Naturel,3003,2026-01-20 10:16:52,production-day-2026-01-20.xlsx
PAL-37PXP3VH,5/2 [1],Thon Entier à l'Huile,3002,2026-01-20 16:08:17,production-day-2026-01-20.xlsx
PAL-OXWPWRRD,5/2 [2],Thon Entier au Naturel,3001,2026-01-20 15:51:25,production-day-2026-01-20.xlsx
PAL-N3MVVUI0,5/2 [1],Thon Entier à l'Huile,3001,2026-01-20 13:50:30,production-day-2026-01-20.xlsx
PAL-6TI5BN48,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-20 17:14:55,production-day-2026-01-20.xlsx
PAL-9YDDABZO,1/5,Thon Entier à l'Huile,3002,2026-01-20 12:21:33,production-day-2026-01-20.xlsx
PAL-UEUPWWCW,1/5,Thon Emietté à l'Huile,3002,2026-01-20 15:01:12,production-day-2026-01-20.xlsx
PAL-IJL163LW,1/5,Thon Emietté à l'Huile,3002,2026-01-20 15:25:43,production-day-2026-01-20.xlsx
