palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-K30YP5FK,5/2 [2],Thon Entier à l'Huile,3001,2026-01-09 10:22:57,production-day-2026-01-09.xlsx
PAL-DRNE8K8K,5/2 [1],Thon Emietté à la Tomate,3003,2026-01-09 13:05:10,production-day-2026-01-09.xlsx
PAL-G7H5ZUZ2,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-09 17:17:20,production-day-2026-01-09.xlsx
PAL-OQM99PNB,400,Thon Entier au Naturel,3002,2026-01-09 13:20:11,production-day-2026-01-09.xlsx
PAL-B8EP1FX7,5/2 [1],Thon Entier au Naturel,3003,2026-01-09 17:03:29,production-day-2026-01-09.xlsx
PAL-HWUBCSEN,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-01-09 14:07:30,production-day-2026-01-09.xlsx
PAL-71LK90NA,1/5,Thon Entier à l'Huile,3002,2026-01-09 08:51:45,production-day-2026-01-09.xlsx
PAL-322J4F2Y,1/5,Thon Entier au Naturel,3001,2026-01-09 12:31:03,production-day-2026-01-09.xlsx
PAL-YQ8SWA6E,5/2 [1],Thon Emietté à la Tomate,3003,2026-01-09 11:38:31,production-day-2026-01-09.xlsx
PAL-L3L167PT,1/5,Thon Emietté à l'Huile,3003,2026-01-09 09:37:22,production-day-2026-01-09.xlsx
PAL-VQCSJXAO,Manuel,Thon Entier à l'Huile,3001,2026-01-09 10:25:19,production-day-2026-01-09.xlsx
PAL-P7O60USS,5/2 [2],Thon Emietté à l'Huile,3002,2026-01-09 19:23:09,production-day-2026-01-09.xlsx
PAL-QMKKKB4P,5/2 [1],Thon Entier à l'Huile,3003,2026-01-09 16:46:13,production-day-2026-01-09.xlsx
PAL-1ZRZGIVH,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-09 16:00:09,production-day-2026-01-09.xlsx
PAL-1SX4GFX6,Manuel,Thon Emietté à la Tomate,3001,2026-01-09 12:45:36,production-day-2026-01-09.xlsx
PAL-BB925K83,5/2 [2],Thon Entier au Naturel,3002,2026-01-09 16:59:38,production-day-2026-01-09.xlsx
PAL-6IFXTAB7,5/2 [1],Thon Emietté à l'Huile,3003,2026-01-09 12:57:06,production-day-2026-01-09.xlsx
PAL-WXMENIOP,400,Thon Emietté à l'Huile,3002,2026-01-09 15:32:06,production-day-2026-01-09.xlsx
PAL-4CWW5S48,5/2 [1],Thon Emietté à la Tomate,3002,2026-01-09 11:28:24,production-day-2026-01-09.xlsx
PAL-YT7504UU,5/2 [1],Thon Emietté à l'Huile,3001,2026-01-09 14:22:31,production-day-2026-01-09.xlsx
PAL-HLJR5Q2H,5/2 [2],Thon en Morceaux au Naturel,3003,2026-01-09 12:41:25,production-day-2026-01-09.xlsx
PAL-E225344E,Manuel,Thon en Morceaux au Naturel,3001,2026-01-09 11:42:35,production-day-2026-01-09.xlsx
PAL-YFEAG4B3,Manuel,Thon Entier au Naturel,3001,2026-01-09 10:31:14,production-day-2026-01-09.xlsx
