parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-792,1,CB Simple parage,297.17,F,2,2026-01-05 07:13:05,2026-01-05 15:39:30,SENT_TO_LIGNE,1002,2004,2001,2005,2001,production-day-2026-01-05.xlsx
PRG-502,2,Miette,215.01,I,9,2026-01-05 09:27:19,2026-01-05 15:30:26,SENT_TO_LIGNE,1003,2002,2003,2004,2001,production-day-2026-01-05.xlsx
PRG-224,3,Morcelé,366.09,A,29,2026-01-05 09:04:50,2026-01-05 14:44:44,SENT_TO_LIGNE,1003,2001,2004,2004,2005,production-day-2026-01-05.xlsx
PRG-769,4,Morcelé,417.49,F,26,2026-01-05 09:57:15,2026-01-05 17:23:42,SENT_TO_LIGNE,1003,2004,2004,2001,2002,production-day-2026-01-05.xlsx
PRG-805,5,Miette,225.44,C,14,2026-01-05 08:17:46,2026-01-05 15:07:31,SENT_TO_LIGNE,1002,2002,2003,2004,2003,production-day-2026-01-05.xlsx
PRG-749,6,CB Simple parage,234.45,D,27,2026-01-05 07:40:31,2026-01-05 13:25:28,SENT_TO_LIGNE,1001,2003,2001,2002,2004,production-day-2026-01-05.xlsx
PRG-371,7,CB Simple parage,181.09,E,1,2026-01-05 07:40:12,2026-01-05 12:24:41,SENT_TO_LIGNE,1003,2002,2004,2004,2004,production-day-2026-01-05.xlsx
PRG-708,8,Miette,310.33,C,14,2026-01-05 07:51:14,2026-01-05 12:31:41,SENT_TO_LIGNE,1001,2002,2005,2001,2003,production-day-2026-01-05.xlsx
PRG-725,9,Miette,447.4,I,12,2026-01-05 09:29:32,2026-01-05 13:27:40,SENT_TO_LIGNE,1002,2001,2001,2002,2004,production-day-2026-01-05.xlsx
PRG-689,10,Longe précuit,330.93,A,6,2026-01-05 07:25:52,2026-01-05 16:10:44,SENT_TO_LIGNE,1003,2004,2005,2001,2004,production-day-2026-01-05.xlsx
PRG-618,11,CB Simple parage,332.47,D,7,2026-01-05 07:18:42,2026-01-05 15:21:38,SENT_TO_LIGNE,1001,2003,2003,2005,2002,production-day-2026-01-05.xlsx
PRG-985,12,CB Double parage,301.46,I,9,2026-01-05 06:11:06,2026-01-05 10:26:19,SENT_TO_LIGNE,1003,2005,2004,2001,2002,production-day-2026-01-05.xlsx
PRG-943,13,Morcelé,224.79,G,36,2026-01-05 07:30:09,2026-01-05 15:40:57,SENT_TO_LIGNE,1002,2003,2004,2001,2003,production-day-2026-01-05.xlsx
PRG-481,14,CB Simple parage,257.48,H,18,2026-01-05 09:51:53,2026-01-05 17:18:49,SENT_TO_LIGNE,1001,2003,2002,2002,2002,production-day-2026-01-05.xlsx
PRG-804,15,Longe précuit,275.99,D,17,2026-01-05 09:02:09,2026-01-05 15:06:33,SENT_TO_LIGNE,1002,2003,2004,2005,2005,production-day-2026-01-05.xlsx
PRG-560,16,CB Simple parage,219.97,F,22,2026-01-05 08:00:16,2026-01-05 14:06:07,SENT_TO_LIGNE,1002,2001,2001,2003,2001,production-day-2026-01-05.xlsx
