palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-V33R8IQF,5/2 [1],Thon Emietté à l'Huile,3001,2026-03-06 16:34:01,production-day-2026-03-06.xlsx
PAL-C49ACIC1,5/2 [1],Thon Entier au Naturel,3002,2026-03-06 09:49:53,production-day-2026-03-06.xlsx
PAL-TGQ09PE9,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-03-06 16:30:42,production-day-2026-03-06.xlsx
PAL-JZKEYI4Q,Manuel,Thon Entier à l'Huile,3001,2026-03-06 10:41:48,production-day-2026-03-06.xlsx
PAL-N9ETOU1B,5/2 [1],Thon Entier au Naturel,3003,2026-03-06 10:43:14,production-day-2026-03-06.xlsx
PAL-UKW17TWU,5/2 [1],Thon Entier à l'Huile,3003,2026-03-06 15:12:42,production-day-2026-03-06.xlsx
PAL-8RHTLQN2,5/2 [1],Thon en Morceaux au Naturel,3001,2026-03-06 11:13:46,production-day-2026-03-06.xlsx
PAL-XY01DHVX,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-03-06 15:10:34,production-day-2026-03-06.xlsx
PAL-LAGFJJ51,400,Thon Emietté à l'Huile,3002,2026-03-06 15:33:47,production-day-2026-03-06.xlsx
PAL-VI4RSJ7P,5/2 [2],Thon en Morceaux au Naturel,3001,2026-03-06 14:30:52,production-day-2026-03-06.xlsx
PAL-6XR9RNIF,5/2 [1],Thon Entier au Naturel,3002,2026-03-06 15:30:50,production-day-2026-03-06.xlsx
PAL-YVRRJXMO,Manuel,Thon Entier au Naturel,3001,2026-03-06 18:16:59,production-day-2026-03-06.xlsx
PAL-BMPVFBHT,400,Thon en Morceaux à l'Huile,3003,2026-03-06 18:02:53,production-day-2026-03-06.xlsx
PAL-VWOBGS8T,5/2 [1],Thon Entier à l'Huile,3002,2026-03-06 13:21:03,production-day-2026-03-06.xlsx
PAL-QV9AUPFV,1/5,Thon en Morceaux à l'Huile,3001,2026-03-06 14:59:50,production-day-2026-03-06.xlsx
PAL-R61MCZA9,400,Thon Emietté à la Tomate,3001,2026-03-06 16:08:07,production-day-2026-03-06.xlsx
PAL-O79WG9U1,400,Thon en Morceaux au Naturel,3003,2026-03-06 14:38:06,production-day-2026-03-06.xlsx
PAL-OZRXOHYC,400,Thon Emietté à la Tomate,3001,2026-03-06 08:45:08,production-day-2026-03-06.xlsx
PAL-XRVFJN5H,400,Thon en Morceaux au Naturel,3002,2026-03-06 12:56:19,production-day-2026-03-06.xlsx
PAL-E0NZCQ47,5/2 [1],Thon Entier à l'Huile,3001,2026-03-06 17:19:42,production-day-2026-03-06.xlsx
