palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-HYYGVF1X,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-23 10:37:16,production-day-2026-02-23.xlsx
PAL-FIIO93E4,5/2 [2],Thon Emietté à l'Huile,3003,2026-02-23 17:51:31,production-day-2026-02-23.xlsx
PAL-N6D941GO,5/2 [2],Thon Entier au Naturel,3001,2026-02-23 14:33:31,production-day-2026-02-23.xlsx
PAL-TWWBM6YA,5/2 [1],Thon Entier au Naturel,3003,2026-02-23 12:17:41,production-day-2026-02-23.xlsx
PAL-QWHE80GZ,400,Thon en Morceaux au Naturel,3003,2026-02-23 12:13:48,production-day-2026-02-23.xlsx
PAL-NG4IG41N,5/2 [1],Thon Emietté à la Tomate,3001,2026-02-23 11:51:14,production-day-2026-02-23.xlsx
PAL-OYA6FKEM,5/2 [2],Thon Entier au Naturel,3003,2026-02-23 13:08:25,production-day-2026-02-23.xlsx
PAL-HH9SSG0F,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-23 13:15:18,production-day-2026-02-23.xlsx
PAL-1SG6IVYQ,400,Thon Emietté à l'Huile,3002,2026-02-23 17:07:46,production-day-2026-02-23.xlsx
PAL-K9GJCVUC,1/5,Thon en Morceaux au Naturel,3001,2026-02-23 14:47:02,production-day-2026-02-23.xlsx
PAL-TEL517HL,400,Thon Emietté à l'Huile,3001,2026-02-23 19:07:11,production-day-2026-02-23.xlsx
PAL-4575MO45,1/5,Thon en Morceaux à l'Huile,3003,2026-02-23 14:03:36,production-day-2026-02-23.xlsx
PAL-LQ6CTLUG,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-02-23 16:38:02,production-day-2026-02-23.xlsx
PAL-IZQGHTWJ,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-23 16:43:52,production-day-2026-02-23.xlsx
PAL-GS1ZSSMH,Manuel,Thon Emietté à la Tomate,3003,2026-02-23 18:54:10,production-day-2026-02-23.xlsx
PAL-PNEDXPIC,5/2 [2],Thon Entier à l'Huile,3003,2026-02-23 16:33:12,production-day-2026-02-23.xlsx
PAL-OIDOFXTA,400,Thon Entier au Naturel,3001,2026-02-23 19:40:21,production-day-2026-02-23.xlsx
PAL-M22L4Q5T,5/2 [2],Thon Entier à l'Huile,3003,2026-02-23 16:09:21,production-day-2026-02-23.xlsx
PAL-J177YHRX,Manuel,Thon Entier au Naturel,3001,2026-02-23 15:31:30,production-day-2026-02-23.xlsx
