palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-R2T9S5IP,5/2 [1],Thon en Morceaux au Naturel,3003,2025-11-28 19:27:21,production-day-2025-11-28.xlsx
PAL-O7JPVAWI,1/5,Thon en Morceaux au Naturel,3002,2025-11-28 13:28:33,production-day-2025-11-28.xlsx
PAL-F30PFXXR,400,Thon en Morceaux au Naturel,3002,2025-11-28 15:03:16,production-day-2025-11-28.xlsx
PAL-ED3K2I0A,5/2 [2],Thon Emietté à l'Huile,3001,2025-11-28 13:53:03,production-day-2025-11-28.xlsx
PAL-U2JJIR23,5/2 [2],Thon en Morceaux au Naturel,3001,2025-11-28 14:14:21,production-day-2025-11-28.xlsx
PAL-ZYVIONRZ,1/5,Thon Emietté à l'Huile,3003,2025-11-28 16:19:37,production-day-2025-11-28.xlsx
PAL-CI9TLUT0,5/2 [2],Thon Emietté à l'Huile,3002,2025-11-28 11:50:41,production-day-2025-11-28.xlsx
PAL-1QF28TIW,5/2 [1],Thon en Morceaux au Naturel,3001,2025-11-28 13:56:23,production-day-2025-11-28.xlsx
PAL-UKNXSPJN,5/2 [2],Thon Emietté à l'Huile,3003,2025-11-28 16:53:00,production-day-2025-11-28.xlsx
PAL-2DM1Y4FK,Manuel,Thon Entier à l'Huile,3001,2025-11-28 11:03:04,production-day-2025-11-28.xlsx
PAL-LQ2AQ0PZ,Manuel,Thon Emietté à l'Huile,3003,2025-11-28 13:22:03,production-day-2025-11-28.xlsx
PAL-U8M0CH1W,5/2 [2],Thon en Morceaux au Naturel,3002,2025-11-28 15:50:03,production-day-2025-11-28.xlsx
PAL-KOUDPWJX,5/2 [2],Thon Entier à l'Huile,3003,2025-11-28 12:25:01,production-day-2025-11-28.xlsx
PAL-4LH4NX4K,400,Thon en Morceaux à l'Huile,3002,2025-11-28 16:49:01,production-day-2025-11-28.xlsx
PAL-8SN343X1,5/2 [2],Thon Entier au Naturel,3002,2025-11-28 17:47:37,production-day-2025-11-28.xlsx
PAL-V7WKMF33,5/2 [2],Thon en Morceaux au Naturel,3003,2025-11-28 15:34:14,production-day-2025-11-28.xlsx
PAL-HJ8E0PVN,400,Thon Entier à l'Huile,3002,2025-11-28 14:00:26,production-day-2025-11-28.xlsx
PAL-QCL0LV2W,1/5,Thon en Morceaux au Naturel,3001,2025-11-28 15:43:20,production-day-2025-11-28.xlsx
PAL-P8XWMUWD,1/5,Thon Emietté à la Tomate,3001,2025-11-28 12:42:32,production-day-2025-11-28.xlsx
PAL-TFRP3K2M,5/2 [2],Thon Entier à l'Huile,3003,2025-11-28 15:35:36,production-day-2025-11-28.xlsx
PAL-6Q4PJRCO,5/2 [2],Thon Emietté à l'Huile,3001,2025-11-28 17:27:29,production-day-2025-11-28.xlsx
PAL-YO0UYJNM,1/5,Thon en Morceaux au Naturel,3002,2025-11-28 14:52:57,production-day-2025-11-28.xlsx
PAL-K14HQXLC,5/2 [2],Thon Entier au Naturel,3001,2025-11-28 14:44:52,production-day-2025-11-28.xlsx
