palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-R5T34UK4,5/2 [1],Thon Entier au Naturel,3003,2026-01-12 13:19:52,production-day-2026-01-12.xlsx
PAL-PEMHLLGF,1/5,Thon Emietté à l'Huile,3001,2026-01-12 12:42:28,production-day-2026-01-12.xlsx
PAL-9KVJFAC3,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-12 09:26:35,production-day-2026-01-12.xlsx
PAL-DMH0GAK7,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-01-12 16:18:33,production-day-2026-01-12.xlsx
PAL-FTACGZOY,1/5,Thon Entier à l'Huile,3003,2026-01-12 11:52:01,production-day-2026-01-12.xlsx
PAL-MYAFLKCJ,1/5,Thon Emietté à la Tomate,3003,2026-01-12 13:57:42,production-day-2026-01-12.xlsx
PAL-ZHLU4ZKE,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-01-12 15:22:50,production-day-2026-01-12.xlsx
PAL-2RZXLUJE,5/2 [1],Thon Entier au Naturel,3002,2026-01-12 16:00:26,production-day-2026-01-12.xlsx
PAL-VR4QZVLX,5/2 [2],Thon Entier à l'Huile,3001,2026-01-12 12:50:04,production-day-2026-01-12.xlsx
PAL-M2285EFN,5/2 [2],Thon Entier au Naturel,3003,2026-01-12 14:58:22,production-day-2026-01-12.xlsx
PAL-5WLNB0BG,5/2 [1],Thon Emietté à l'Huile,3001,2026-01-12 13:23:24,production-day-2026-01-12.xlsx
PAL-4YPAZY6Z,5/2 [2],Thon Emietté à l'Huile,3001,2026-01-12 14:36:53,production-day-2026-01-12.xlsx
PAL-CI1LRT2D,5/2 [1],Thon en Morceaux au Naturel,3001,2026-01-12 13:42:21,production-day-2026-01-12.xlsx
PAL-FNF3AM99,400,Thon en Morceaux à l'Huile,3003,2026-01-12 15:08:28,production-day-2026-01-12.xlsx
PAL-9DEN12PU,Manuel,Thon Emietté à l'Huile,3001,2026-01-12 11:42:30,production-day-2026-01-12.xlsx
PAL-ZDYHQ0RB,5/2 [1],Thon en Morceaux au Naturel,3001,2026-01-12 16:08:00,production-day-2026-01-12.xlsx
PAL-VEHNDBBU,5/2 [2],Thon Emietté à l'Huile,3003,2026-01-12 16:49:24,production-day-2026-01-12.xlsx
PAL-HUR127UG,5/2 [2],Thon Emietté à l'Huile,3002,2026-01-12 13:19:20,production-day-2026-01-12.xlsx
PAL-B90FG577,5/2 [2],Thon Emietté à l'Huile,3001,2026-01-12 13:41:16,production-day-2026-01-12.xlsx
PAL-FXTY0OJJ,1/5,Thon en Morceaux au Naturel,3003,2026-01-12 13:37:09,production-day-2026-01-12.xlsx
PAL-V17F6STQ,5/2 [1],Thon Entier à l'Huile,3003,2026-01-12 13:00:41,production-day-2026-01-12.xlsx
PAL-6XFGJTCN,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-12 10:03:46,production-day-2026-01-12.xlsx
PAL-8VY1ITN9,5/2 [1],Thon Entier à l'Huile,3001,2026-01-12 12:31:39,production-day-2026-01-12.xlsx
