parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-623,1,CB Double parage,325.21,C,36,2025-11-18 08:44:29,2025-11-18 17:53:03,SENT_TO_LIGNE,1001,2003,2005,2001,2002,production-day-2025-11-18.xlsx
PRG-310,2,Miette,343.83,H,20,2025-11-18 07:32:20,2025-11-18 10:50:39,SENT_TO_LIGNE,1003,2005,2001,2004,2001,production-day-2025-11-18.xlsx
PRG-812,3,CT simple parage,320.91,I,13,2025-11-18 08:28:39,2025-11-18 12:10:05,SENT_TO_LIGNE,1001,2005,2002,2003,2002,production-day-2025-11-18.xlsx
PRG-311,4,Morcelé,229.86,C,10,2025-11-18 08:51:11,2025-11-18 13:22:18,SENT_TO_LIGNE,1002,2001,2003,2003,2004,production-day-2025-11-18.xlsx
PRG-899,5,Miette,382.91,F,3,2025-11-18 06:40:50,2025-11-18 08:52:08,SENT_TO_LIGNE,1002,2002,2001,2003,2002,production-day-2025-11-18.xlsx
PRG-778,6,CT simple parage,260.35,I,14,2025-11-18 08:29:21,2025-11-18 18:01:21,SENT_TO_LIGNE,1003,2004,2001,2004,2001,production-day-2025-11-18.xlsx
PRG-598,7,CB Simple parage,257.84,H,22,2025-11-18 09:22:23,2025-11-18 13:49:29,SENT_TO_LIGNE,1003,2005,2005,2001,2004,production-day-2025-11-18.xlsx
PRG-973,8,CB Simple parage,228.06,H,33,2025-11-18 06:41:59,2025-11-18 15:34:21,SENT_TO_LIGNE,1001,2004,2004,2005,2003,production-day-2025-11-18.xlsx
PRG-185,9,CB Double parage,239.38,H,11,2025-11-18 08:07:10,2025-11-18 11:22:46,SENT_TO_LIGNE,1001,2004,2002,2001,2003,production-day-2025-11-18.xlsx
PRG-201,10,CB Simple parage,209.98,F,25,2025-11-18 08:26:31,2025-11-18 10:33:04,SENT_TO_LIGNE,1003,2002,2002,2003,2002,production-day-2025-11-18.xlsx
PRG-336,11,CB Double parage,431.36,C,19,2025-11-18 07:43:29,2025-11-18 11:07:17,SENT_TO_LIGNE,1002,2003,2002,2005,2003,production-day-2025-11-18.xlsx
PRG-790,12,CB Simple parage,400.59,G,2,2025-11-18 07:36:03,2025-11-18 15:28:05,SENT_TO_LIGNE,1001,2003,2002,2004,2002,production-day-2025-11-18.xlsx
PRG-907,13,Longe précuit,248.86,A,9,2025-11-18 06:07:21,2025-11-18 15:53:55,SENT_TO_LIGNE,1001,2003,2005,2003,2005,production-day-2025-11-18.xlsx
PRG-994,14,Longe précuit,382.82,D,9,2025-11-18 09:23:47,2025-11-18 12:34:31,SENT_TO_LIGNE,1003,2005,2002,2001,2003,production-day-2025-11-18.xlsx
PRG-478,15,Longe précuit,352.6,E,7,2025-11-18 06:09:54,2025-11-18 14:47:42,SENT_TO_LIGNE,1001,2003,2004,2002,2002,production-day-2025-11-18.xlsx
