parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-184,1,CB Simple parage,299.89,D,7,2025-12-23 07:31:59,2025-12-23 12:47:49,SENT_TO_LIGNE,1002,2001,2001,2002,2001,production-day-2025-12-23.xlsx
PRG-534,2,CB Simple parage,192.93,C,17,2025-12-23 06:44:31,2025-12-23 12:39:05,SENT_TO_LIGNE,1001,2002,2003,2005,2005,production-day-2025-12-23.xlsx
PRG-234,3,CT simple parage,366.9,G,11,2025-12-23 09:13:17,2025-12-23 17:09:38,SENT_TO_LIGNE,1003,2003,2005,2002,2001,production-day-2025-12-23.xlsx
PRG-969,4,Miette,295.96,E,23,2025-12-23 09:59:21,2025-12-23 18:24:38,SENT_TO_LIGNE,1002,2005,2001,2005,2004,production-day-2025-12-23.xlsx
PRG-569,5,CB Double parage,249.41,A,29,2025-12-23 07:19:05,2025-12-23 16:10:36,SENT_TO_LIGNE,1001,2005,2005,2001,2005,production-day-2025-12-23.xlsx
PRG-437,6,Longe précuit,229.65,D,30,2025-12-23 07:18:27,2025-12-23 17:10:46,SENT_TO_LIGNE,1003,2003,2003,2005,2002,production-day-2025-12-23.xlsx
PRG-231,7,Morcelé,405.18,B,6,2025-12-23 08:55:57,2025-12-23 12:43:26,SENT_TO_LIGNE,1002,2003,2003,2004,2004,production-day-2025-12-23.xlsx
PRG-750,8,Morcelé,211.08,C,4,2025-12-23 06:47:19,2025-12-23 11:20:31,SENT_TO_LIGNE,1003,2004,2002,2004,2003,production-day-2025-12-23.xlsx
PRG-638,9,CB Simple parage,356.21,F,24,2025-12-23 07:33:23,2025-12-23 11:43:36,SENT_TO_LIGNE,1002,2005,2004,2001,2001,production-day-2025-12-23.xlsx
PRG-258,10,Longe précuit,357.02,A,4,2025-12-23 08:41:42,2025-12-23 13:02:52,SENT_TO_LIGNE,1003,2001,2003,2001,2001,production-day-2025-12-23.xlsx
PRG-505,11,CT simple parage,186.98,E,8,2025-12-23 06:41:29,2025-12-23 10:50:46,SENT_TO_LIGNE,1001,2001,2003,2001,2001,production-day-2025-12-23.xlsx
PRG-567,12,Morcelé,351.27,G,17,2025-12-23 07:06:11,2025-12-23 09:35:20,SENT_TO_LIGNE,1002,2001,2001,2001,2001,production-day-2025-12-23.xlsx
PRG-827,13,CB Double parage,388.63,E,5,2025-12-23 07:11:12,2025-12-23 12:00:11,SENT_TO_LIGNE,1001,2004,2002,2003,2003,production-day-2025-12-23.xlsx
PRG-317,14,CB Simple parage,443.01,H,10,2025-12-23 08:53:47,2025-12-23 16:44:15,SENT_TO_LIGNE,1003,2003,2002,2003,2002,production-day-2025-12-23.xlsx
PRG-341,15,Morcelé,303.73,H,1,2025-12-23 07:47:48,2025-12-23 13:14:44,SENT_TO_LIGNE,1002,2005,2003,2001,2003,production-day-2025-12-23.xlsx
PRG-368,16,CB Simple parage,237.41,E,19,2025-12-23 06:22:42,2025-12-23 15:59:57,SENT_TO_LIGNE,1003,2004,2002,2002,2004,production-day-2025-12-23.xlsx
PRG-558,17,CB Simple parage,284.72,C,7,2025-12-23 09:39:10,2025-12-23 15:14:29,SENT_TO_LIGNE,1002,2001,2001,2004,2003,production-day-2025-12-23.xlsx
PRG-691,18,CT simple parage,289.55,B,23,2025-12-23 09:26:04,2025-12-23 17:41:40,SENT_TO_LIGNE,1003,2001,2005,2005,2003,production-day-2025-12-23.xlsx
PRG-194,19,CB Simple parage,200.05,H,3,2025-12-23 06:17:30,2025-12-23 09:59:14,SENT_TO_LIGNE,1001,2004,2002,2005,2005,production-day-2025-12-23.xlsx
PRG-360,20,CB Simple parage,251.17,D,6,2025-12-23 09:24:59,2025-12-23 18:49:52,SENT_TO_LIGNE,1001,2002,2002,2001,2004,production-day-2025-12-23.xlsx
PRG-938,21,CB Simple parage,248.32,B,19,2025-12-23 06:32:05,2025-12-23 13:44:05,SENT_TO_LIGNE,1002,2001,2003,2005,2003,production-day-2025-12-23.xlsx
PRG-306,22,Longe précuit,240.58,D,20,2025-12-23 06:07:09,2025-12-23 08:18:31,SENT_TO_LIGNE,1001,2002,2004,2005,2002,production-day-2025-12-23.xlsx
PRG-591,23,CB Simple parage,403.3,A,1,2025-12-23 09:03:35,2025-12-23 15:45:10,SENT_TO_LIGNE,1003,2003,2002,2004,2001,production-day-2025-12-23.xlsx
PRG-417,24,CB Simple parage,355.94,F,36,2025-12-23 09:12:48,2025-12-23 18:15:39,SENT_TO_LIGNE,1003,2004,2003,2002,2004,production-day-2025-12-23.xlsx
PRG-132,25,CB Simple parage,357.21,C,26,2025-12-23 08:33:47,2025-12-23 17:02:08,SENT_TO_LIGNE,1003,2001,2001,2005,2003,production-day-2025-12-23.xlsx
PRG-535,26,Longe précuit,252.98,E,14,2025-12-23 09:39:14,2025-12-23 18:14:46,SENT_TO_LIGNE,1002,2002,2002,2001,2002,production-day-2025-12-23.xlsx
PRG-164,27,CB Simple parage,335.42,D,20,2025-12-23 08:18:34,2025-12-23 11:27:25,SENT_TO_LIGNE,1003,2003,2003,2001,2003,production-day-2025-12-23.xlsx
PRG-461,28,Morcelé,281.17,D,14,2025-12-23 09:56:06,2025-12-23 17:31:08,SENT_TO_LIGNE,1001,2003,2002,2001,2001,production-day-2025-12-23.xlsx
PRG-490,29,CB Simple parage,252.45,A,2,2025-12-23 09:36:11,2025-12-23 13:20:21,SENT_TO_LIGNE,1002,2001,2002,2005,2001,production-day-2025-12-23.xlsx
PRG-213,30,CB Simple parage,438.48,C,29,2025-12-23 08:12:10,2025-12-23 11:38:03,SENT_TO_LIGNE,1002,2001,2005,2004,2002,production-day-2025-12-23.xlsx
PRG-153,31,CB Simple parage,447.13,A,34,2025-12-23 07:41:47,2025-12-23 10:21:17,SENT_TO_LIGNE,1003,2002,2002,2002,2005,production-day-2025-12-23.xlsx
PRG-354,32,Miette,321.16,E,27,2025-12-23 09:22:09,2025-12-23 14:06:47,SENT_TO_LIGNE,1003,2004,2001,2001,2001,production-day-2025-12-23.xlsx
PRG-937,33,CB Simple parage,385.19,D,21,2025-12-23 07:33:47,2025-12-23 16:40:20,SENT_TO_LIGNE,1003,2003,2004,2005,2001,production-day-2025-12-23.xlsx
PRG-616,34,Longe précuit,283.12,F,27,2025-12-23 09:50:18,2025-12-23 12:48:42,SENT_TO_LIGNE,1003,2004,2003,2002,2004,production-day-2025-12-23.xlsx
PRG-174,35,CB Simple parage,203.59,D,5,2025-12-23 08:11:15,2025-12-23 14:53:20,SENT_TO_LIGNE,1003,2003,2005,2004,2002,production-day-2025-12-23.xlsx
