parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-726,1,Longe précuit,436.07,B,31,2026-02-02 07:57:46,2026-02-02 16:12:20,SENT_TO_LIGNE,1001,2003,2001,2004,2003,production-day-2026-02-02.xlsx
PRG-990,2,CT simple parage,221.47,D,20,2026-02-02 09:49:27,2026-02-02 16:53:29,SENT_TO_LIGNE,1003,2004,2003,2003,2002,production-day-2026-02-02.xlsx
PRG-615,3,Miette,362.09,D,22,2026-02-02 07:48:51,2026-02-02 14:51:20,SENT_TO_LIGNE,1002,2004,2004,2001,2005,production-day-2026-02-02.xlsx
PRG-987,4,CT simple parage,329.4,G,33,2026-02-02 08:14:21,2026-02-02 14:36:15,SENT_TO_LIGNE,1003,2005,2005,2003,2002,production-day-2026-02-02.xlsx
PRG-249,5,CB Simple parage,364.17,B,15,2026-02-02 07:52:49,2026-02-02 12:04:56,SENT_TO_LIGNE,1003,2004,2005,2004,2002,production-day-2026-02-02.xlsx
PRG-825,6,CB Double parage,287.51,B,5,2026-02-02 07:53:07,2026-02-02 13:47:59,SENT_TO_LIGNE,1003,2005,2003,2001,2002,production-day-2026-02-02.xlsx
PRG-674,7,CB Simple parage,361.89,E,31,2026-02-02 07:53:17,2026-02-02 16:35:34,SENT_TO_LIGNE,1001,2004,2002,2005,2005,production-day-2026-02-02.xlsx
PRG-420,8,Miette,233.25,B,18,2026-02-02 08:41:07,2026-02-02 17:06:00,SENT_TO_LIGNE,1002,2005,2003,2004,2005,production-day-2026-02-02.xlsx
PRG-710,9,CB Simple parage,415.15,F,16,2026-02-02 09:04:51,2026-02-02 18:13:48,SENT_TO_LIGNE,1002,2004,2002,2005,2004,production-day-2026-02-02.xlsx
PRG-607,10,CT simple parage,246.01,C,21,2026-02-02 08:13:29,2026-02-02 13:10:45,SENT_TO_LIGNE,1001,2005,2002,2002,2003,production-day-2026-02-02.xlsx
PRG-610,11,CB Simple parage,276.25,I,9,2026-02-02 09:37:49,2026-02-02 14:47:29,SENT_TO_LIGNE,1002,2005,2003,2003,2004,production-day-2026-02-02.xlsx
PRG-727,12,CB Simple parage,302.78,E,8,2026-02-02 09:33:16,2026-02-02 11:59:32,SENT_TO_LIGNE,1002,2002,2001,2001,2001,production-day-2026-02-02.xlsx
PRG-763,13,CB Simple parage,373.57,C,12,2026-02-02 06:43:42,2026-02-02 13:42:52,SENT_TO_LIGNE,1002,2005,2001,2004,2002,production-day-2026-02-02.xlsx
PRG-326,14,CB Simple parage,289.97,D,26,2026-02-02 06:43:32,2026-02-02 13:42:00,SENT_TO_LIGNE,1002,2001,2002,2005,2002,production-day-2026-02-02.xlsx
PRG-796,15,CB Simple parage,208.26,E,30,2026-02-02 09:49:30,2026-02-02 13:12:54,SENT_TO_LIGNE,1001,2005,2005,2002,2002,production-day-2026-02-02.xlsx
PRG-426,16,Longe précuit,296.06,H,18,2026-02-02 06:43:06,2026-02-02 15:23:49,SENT_TO_LIGNE,1002,2004,2003,2002,2004,production-day-2026-02-02.xlsx
PRG-731,17,CB Simple parage,265.14,I,27,2026-02-02 07:01:03,2026-02-02 12:40:18,SENT_TO_LIGNE,1001,2001,2001,2003,2004,production-day-2026-02-02.xlsx
PRG-217,18,CB Simple parage,433.82,I,26,2026-02-02 09:04:40,2026-02-02 18:59:43,SENT_TO_LIGNE,1001,2001,2005,2004,2002,production-day-2026-02-02.xlsx
PRG-253,19,CB Simple parage,294.95,D,27,2026-02-02 07:56:27,2026-02-02 17:43:05,SENT_TO_LIGNE,1003,2004,2004,2002,2003,production-day-2026-02-02.xlsx
PRG-162,20,Miette,379.0,I,19,2026-02-02 08:32:59,2026-02-02 12:10:04,SENT_TO_LIGNE,1002,2003,2001,2005,2004,production-day-2026-02-02.xlsx
PRG-829,21,CB Simple parage,436.37,I,29,2026-02-02 07:14:45,2026-02-02 17:02:57,SENT_TO_LIGNE,1003,2004,2003,2004,2002,production-day-2026-02-02.xlsx
PRG-846,22,CB Simple parage,225.23,H,10,2026-02-02 06:56:04,2026-02-02 10:43:29,SENT_TO_LIGNE,1002,2003,2003,2001,2003,production-day-2026-02-02.xlsx
PRG-290,23,Longe précuit,318.07,H,28,2026-02-02 09:33:15,2026-02-02 13:34:45,SENT_TO_LIGNE,1001,2005,2003,2001,2005,production-day-2026-02-02.xlsx
PRG-765,24,Miette,412.44,A,1,2026-02-02 07:20:06,2026-02-02 09:57:49,SENT_TO_LIGNE,1003,2003,2002,2005,2003,production-day-2026-02-02.xlsx
PRG-308,25,CT simple parage,422.53,E,32,2026-02-02 08:22:29,2026-02-02 16:37:00,SENT_TO_LIGNE,1002,2004,2001,2001,2005,production-day-2026-02-02.xlsx
PRG-849,26,CB Double parage,238.53,F,6,2026-02-02 09:04:06,2026-02-02 17:57:18,SENT_TO_LIGNE,1002,2005,2003,2003,2004,production-day-2026-02-02.xlsx
PRG-255,27,CB Double parage,378.57,G,17,2026-02-02 06:48:07,2026-02-02 13:02:45,SENT_TO_LIGNE,1001,2004,2004,2001,2003,production-day-2026-02-02.xlsx
PRG-589,28,Longe précuit,317.91,I,19,2026-02-02 07:28:58,2026-02-02 13:01:11,SENT_TO_LIGNE,1003,2003,2005,2003,2002,production-day-2026-02-02.xlsx
PRG-703,29,CT simple parage,415.98,F,29,2026-02-02 06:32:52,2026-02-02 16:30:43,SENT_TO_LIGNE,1002,2003,2001,2004,2001,production-day-2026-02-02.xlsx
PRG-351,30,CT simple parage,224.28,A,10,2026-02-02 08:41:23,2026-02-02 17:08:08,SENT_TO_LIGNE,1003,2005,2001,2004,2002,production-day-2026-02-02.xlsx
PRG-256,31,Morcelé,372.87,E,24,2026-02-02 07:12:48,2026-02-02 16:36:04,SENT_TO_LIGNE,1001,2003,2005,2002,2001,production-day-2026-02-02.xlsx
PRG-870,32,Morcelé,332.13,A,8,2026-02-02 07:53:49,2026-02-02 12:53:25,SENT_TO_LIGNE,1003,2003,2002,2004,2002,production-day-2026-02-02.xlsx
PRG-559,33,CB Simple parage,252.25,B,34,2026-02-02 06:53:53,2026-02-02 11:13:21,SENT_TO_LIGNE,1003,2004,2002,2004,2002,production-day-2026-02-02.xlsx
PRG-519,34,CB Double parage,384.71,F,14,2026-02-02 07:34:56,2026-02-02 11:11:51,SENT_TO_LIGNE,1001,2005,2005,2002,2004,production-day-2026-02-02.xlsx
PRG-172,35,Miette,279.28,H,30,2026-02-02 09:45:28,2026-02-02 12:54:44,SENT_TO_LIGNE,1001,2002,2004,2002,2001,production-day-2026-02-02.xlsx
PRG-761,36,CB Simple parage,190.66,I,3,2026-02-02 08:08:13,2026-02-02 11:11:25,SENT_TO_LIGNE,1001,2002,2001,2004,2004,production-day-2026-02-02.xlsx
PRG-102,37,Morcelé,305.45,I,19,2026-02-02 06:31:18,2026-02-02 15:39:01,SENT_TO_LIGNE,1001,2002,2003,2004,2005,production-day-2026-02-02.xlsx
PRG-113,38,CT simple parage,317.11,F,25,2026-02-02 09:51:31,2026-02-02 18:35:46,SENT_TO_LIGNE,1001,2003,2001,2001,2001,production-day-2026-02-02.xlsx
PRG-494,39,CB Simple parage,314.7,A,14,2026-02-02 07:16:55,2026-02-02 12:05:01,SENT_TO_LIGNE,1001,2005,2002,2004,2002,production-day-2026-02-02.xlsx
PRG-477,40,Morcelé,215.88,G,19,2026-02-02 08:12:24,2026-02-02 16:01:02,SENT_TO_LIGNE,1001,2003,2005,2002,2005,production-day-2026-02-02.xlsx
