parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-791,1,Longe précuit,283.36,C,16,2026-01-06 09:17:43,2026-01-06 11:48:07,SENT_TO_LIGNE,1001,2003,2001,2003,2001,production-day-2026-01-06.xlsx
PRG-883,2,CB Double parage,357.42,A,20,2026-01-06 07:39:16,2026-01-06 16:42:04,SENT_TO_LIGNE,1001,2004,2001,2003,2001,production-day-2026-01-06.xlsx
PRG-363,3,Longe précuit,406.51,G,13,2026-01-06 06:29:04,2026-01-06 08:36:32,SENT_TO_LIGNE,1003,2002,2004,2002,2004,production-day-2026-01-06.xlsx
PRG-222,4,CB Simple parage,388.19,F,28,2026-01-06 06:04:30,2026-01-06 08:41:34,SENT_TO_LIGNE,1001,2002,2003,2005,2005,production-day-2026-01-06.xlsx
PRG-464,5,CB Simple parage,438.98,A,20,2026-01-06 06:10:16,2026-01-06 10:18:14,SENT_TO_LIGNE,1002,2001,2005,2002,2001,production-day-2026-01-06.xlsx
PRG-803,6,CB Double parage,258.1,E,32,2026-01-06 07:36:28,2026-01-06 10:18:25,SENT_TO_LIGNE,1001,2004,2002,2001,2001,production-day-2026-01-06.xlsx
PRG-799,7,Longe précuit,239.22,H,14,2026-01-06 07:13:26,2026-01-06 17:02:29,SENT_TO_LIGNE,1003,2002,2003,2001,2004,production-day-2026-01-06.xlsx
PRG-240,8,CB Simple parage,261.39,C,28,2026-01-06 06:16:33,2026-01-06 11:17:30,SENT_TO_LIGNE,1002,2002,2001,2001,2004,production-day-2026-01-06.xlsx
PRG-842,9,CB Simple parage,365.79,G,10,2026-01-06 07:43:24,2026-01-06 11:20:16,SENT_TO_LIGNE,1002,2002,2005,2001,2003,production-day-2026-01-06.xlsx
PRG-199,10,CB Simple parage,398.52,I,16,2026-01-06 07:48:45,2026-01-06 14:45:16,SENT_TO_LIGNE,1003,2004,2002,2001,2005,production-day-2026-01-06.xlsx
PRG-966,11,CB Simple parage,192.76,D,30,2026-01-06 07:34:34,2026-01-06 17:18:47,SENT_TO_LIGNE,1003,2004,2005,2003,2003,production-day-2026-01-06.xlsx
PRG-126,12,CT simple parage,357.69,C,28,2026-01-06 08:19:43,2026-01-06 10:37:27,SENT_TO_LIGNE,1001,2004,2001,2005,2004,production-day-2026-01-06.xlsx
PRG-783,13,CB Double parage,249.78,F,27,2026-01-06 07:43:42,2026-01-06 12:13:47,SENT_TO_LIGNE,1003,2002,2002,2001,2005,production-day-2026-01-06.xlsx
PRG-943,14,Miette,426.94,B,7,2026-01-06 07:40:20,2026-01-06 16:16:07,SENT_TO_LIGNE,1003,2004,2003,2002,2001,production-day-2026-01-06.xlsx
PRG-145,15,CB Simple parage,368.74,B,32,2026-01-06 09:49:39,2026-01-06 16:13:19,SENT_TO_LIGNE,1002,2003,2002,2004,2003,production-day-2026-01-06.xlsx
PRG-481,16,CB Simple parage,363.94,B,28,2026-01-06 06:19:47,2026-01-06 10:03:45,SENT_TO_LIGNE,1001,2005,2005,2005,2002,production-day-2026-01-06.xlsx
PRG-493,17,Miette,282.5,C,36,2026-01-06 08:42:51,2026-01-06 15:25:47,SENT_TO_LIGNE,1003,2002,2004,2004,2002,production-day-2026-01-06.xlsx
PRG-722,18,CB Simple parage,184.13,C,25,2026-01-06 09:44:13,2026-01-06 16:04:13,SENT_TO_LIGNE,1001,2005,2005,2001,2001,production-day-2026-01-06.xlsx
PRG-711,19,CB Simple parage,218.51,B,9,2026-01-06 06:17:08,2026-01-06 14:12:41,SENT_TO_LIGNE,1002,2004,2005,2002,2004,production-day-2026-01-06.xlsx
PRG-653,20,CB Simple parage,271.85,I,25,2026-01-06 07:26:22,2026-01-06 16:27:57,SENT_TO_LIGNE,1002,2003,2003,2001,2004,production-day-2026-01-06.xlsx
PRG-965,21,CB Simple parage,232.7,A,13,2026-01-06 09:27:01,2026-01-06 11:40:03,SENT_TO_LIGNE,1002,2004,2003,2004,2005,production-day-2026-01-06.xlsx
PRG-851,22,Miette,367.18,D,3,2026-01-06 09:06:11,2026-01-06 17:53:14,SENT_TO_LIGNE,1003,2005,2002,2001,2003,production-day-2026-01-06.xlsx
PRG-397,23,CB Simple parage,318.42,C,3,2026-01-06 09:50:37,2026-01-06 12:45:35,SENT_TO_LIGNE,1001,2002,2001,2001,2001,production-day-2026-01-06.xlsx
PRG-824,24,Longe précuit,367.05,C,8,2026-01-06 08:47:49,2026-01-06 11:47:15,SENT_TO_LIGNE,1002,2002,2003,2003,2004,production-day-2026-01-06.xlsx
PRG-280,25,CB Double parage,334.84,I,22,2026-01-06 08:10:13,2026-01-06 15:44:53,SENT_TO_LIGNE,1003,2004,2004,2005,2003,production-day-2026-01-06.xlsx
PRG-128,26,CB Double parage,409.52,C,8,2026-01-06 09:43:18,2026-01-06 14:13:43,SENT_TO_LIGNE,1001,2004,2004,2003,2005,production-day-2026-01-06.xlsx
PRG-223,27,CB Simple parage,345.97,H,1,2026-01-06 07:01:38,2026-01-06 15:44:38,SENT_TO_LIGNE,1003,2003,2004,2005,2002,production-day-2026-01-06.xlsx
PRG-401,28,CB Simple parage,234.69,C,27,2026-01-06 09:22:53,2026-01-06 16:45:58,SENT_TO_LIGNE,1003,2005,2005,2005,2004,production-day-2026-01-06.xlsx
PRG-908,29,Morcelé,403.67,I,34,2026-01-06 09:34:32,2026-01-06 18:48:46,SENT_TO_LIGNE,1001,2004,2001,2001,2002,production-day-2026-01-06.xlsx
PRG-687,30,CB Simple parage,291.15,D,29,2026-01-06 09:00:49,2026-01-06 13:23:58,SENT_TO_LIGNE,1001,2001,2003,2002,2004,production-day-2026-01-06.xlsx
