palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-D3Y1Q9XI,5/2 [1],Thon Entier à l'Huile,3002,2026-01-16 15:51:16,production-day-2026-01-16.xlsx
PAL-BSYM301A,Manuel,Thon Entier au Naturel,3003,2026-01-16 14:02:50,production-day-2026-01-16.xlsx
PAL-OZSHNOFT,400,Thon en Morceaux à l'Huile,3001,2026-01-16 14:00:30,production-day-2026-01-16.xlsx
PAL-7LLM2QLA,5/2 [2],Thon Emietté à l'Huile,3003,2026-01-16 12:16:38,production-day-2026-01-16.xlsx
PAL-K7QY2CAZ,Manuel,Thon Entier au Naturel,3003,2026-01-16 11:56:43,production-day-2026-01-16.xlsx
PAL-VT62J9UI,5/2 [1],Thon Emietté à la Tomate,3003,2026-01-16 12:03:39,production-day-2026-01-16.xlsx
PAL-KLHJHEJZ,1/5,Thon Emietté à la Tomate,3001,2026-01-16 14:25:00,production-day-2026-01-16.xlsx
PAL-J94IGHXO,5/2 [2],Thon Emietté à l'Huile,3002,2026-01-16 16:42:26,production-day-2026-01-16.xlsx
PAL-33LXQH3H,Manuel,Thon Entier au Naturel,3003,2026-01-16 12:26:06,production-day-2026-01-16.xlsx
PAL-IZ4ZE8FL,1/5,Thon Emietté à la Tomate,3003,2026-01-16 13:33:21,production-day-2026-01-16.xlsx
PAL-OS3N94MG,Manuel,Thon Entier à l'Huile,3001,2026-01-16 16:27:39,production-day-2026-01-16.xlsx
PAL-T58JYPTZ,5/2 [1],Thon Entier au Naturel,3002,2026-01-16 12:09:10,production-day-2026-01-16.xlsx
PAL-0UDH66FJ,400,Thon Emietté à l'Huile,3003,2026-01-16 13:13:17,production-day-2026-01-16.xlsx
PAL-9S9YSY5G,400,Thon Emietté à la Tomate,3001,2026-01-16 15:10:29,production-day-2026-01-16.xlsx
PAL-TPLLJFWA,5/2 [1],Thon Entier au Naturel,3002,2026-01-16 13:00:58,production-day-2026-01-16.xlsx
PAL-NFS2L7SK,5/2 [1],Thon Entier au Naturel,3003,2026-01-16 14:38:27,production-day-2026-01-16.xlsx
PAL-3Z0DSSK1,5/2 [1],Thon Entier à l'Huile,3003,2026-01-16 16:01:04,production-day-2026-01-16.xlsx
PAL-KMUETJQY,5/2 [2],Thon en Morceaux au Naturel,3003,2026-01-16 17:47:06,production-day-2026-01-16.xlsx
PAL-QGXYA6E7,5/2 [1],Thon Emietté à l'Huile,3002,2026-01-16 12:05:54,production-day-2026-01-16.xlsx
PAL-NR63N3DS,5/2 [2],Thon Emietté à la Tomate,3002,2026-01-16 14:41:14,production-day-2026-01-16.xlsx
PAL-HMCBCWZ5,5/2 [2],Thon en Morceaux au Naturel,3001,2026-01-16 14:12:02,production-day-2026-01-16.xlsx
PAL-JRV2EHZJ,400,Thon Entier au Naturel,3002,2026-01-16 12:44:04,production-day-2026-01-16.xlsx
PAL-DS3DINST,5/2 [2],Thon en Morceaux au Naturel,3003,2026-01-16 13:05:01,production-day-2026-01-16.xlsx
