parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-951,1,CB Simple parage,388.87,D,4,2025-11-19 07:02:02,2025-11-19 11:02:16,SENT_TO_LIGNE,1001,2004,2005,2004,2004,production-day-2025-11-19.xlsx
PRG-773,2,CB Simple parage,320.62,G,4,2025-11-19 08:20:02,2025-11-19 13:19:51,SENT_TO_LIGNE,1001,2004,2001,2003,2001,production-day-2025-11-19.xlsx
PRG-930,3,CB Simple parage,421.51,B,24,2025-11-19 07:06:06,2025-11-19 13:49:44,SENT_TO_LIGNE,1001,2005,2002,2002,2005,production-day-2025-11-19.xlsx
PRG-202,4,Miette,300.34,I,15,2025-11-19 07:47:12,2025-11-19 17:22:15,SENT_TO_LIGNE,1002,2005,2003,2002,2005,production-day-2025-11-19.xlsx
PRG-874,5,CB Simple parage,328.69,A,35,2025-11-19 07:01:08,2025-11-19 10:49:34,SENT_TO_LIGNE,1003,2004,2003,2003,2005,production-day-2025-11-19.xlsx
PRG-578,6,CB Simple parage,346.48,H,33,2025-11-19 08:35:10,2025-11-19 18:23:00,SENT_TO_LIGNE,1001,2004,2005,2005,2001,production-day-2025-11-19.xlsx
PRG-521,7,CB Double parage,217.53,G,7,2025-11-19 06:37:34,2025-11-19 10:01:04,SENT_TO_LIGNE,1002,2004,2005,2001,2003,production-day-2025-11-19.xlsx
PRG-656,8,Longe précuit,335.92,E,33,2025-11-19 09:49:56,2025-11-19 13:54:34,SENT_TO_LIGNE,1001,2001,2005,2005,2005,production-day-2025-11-19.xlsx
PRG-853,9,CB Simple parage,192.63,E,27,2025-11-19 06:06:30,2025-11-19 11:37:20,SENT_TO_LIGNE,1003,2005,2001,2004,2003,production-day-2025-11-19.xlsx
PRG-507,10,CB Simple parage,269.87,A,30,2025-11-19 06:13:27,2025-11-19 08:15:05,SENT_TO_LIGNE,1001,2001,2001,2005,2001,production-day-2025-11-19.xlsx
PRG-154,11,Morcelé,219.79,F,13,2025-11-19 07:25:13,2025-11-19 16:37:44,SENT_TO_LIGNE,1002,2003,2003,2003,2001,production-day-2025-11-19.xlsx
PRG-202,12,CB Double parage,336.3,I,22,2025-11-19 06:25:57,2025-11-19 09:09:17,SENT_TO_LIGNE,1003,2002,2002,2001,2002,production-day-2025-11-19.xlsx
PRG-112,13,CB Simple parage,371.15,C,22,2025-11-19 08:30:32,2025-11-19 13:16:45,SENT_TO_LIGNE,1003,2004,2001,2002,2003,production-day-2025-11-19.xlsx
PRG-858,14,CB Simple parage,308.78,G,3,2025-11-19 07:16:34,2025-11-19 13:31:55,SENT_TO_LIGNE,1003,2003,2001,2005,2005,production-day-2025-11-19.xlsx
PRG-368,15,CB Simple parage,183.51,D,4,2025-11-19 09:58:28,2025-11-19 13:17:41,SENT_TO_LIGNE,1001,2004,2001,2002,2002,production-day-2025-11-19.xlsx
PRG-177,16,CB Simple parage,266.76,D,19,2025-11-19 06:49:10,2025-11-19 09:14:33,SENT_TO_LIGNE,1003,2005,2004,2002,2005,production-day-2025-11-19.xlsx
PRG-306,17,Morcelé,235.63,E,1,2025-11-19 08:05:31,2025-11-19 16:08:27,SENT_TO_LIGNE,1002,2003,2004,2003,2001,production-day-2025-11-19.xlsx
PRG-675,18,Longe précuit,382.73,H,35,2025-11-19 09:14:45,2025-11-19 14:18:54,SENT_TO_LIGNE,1001,2003,2005,2003,2005,production-day-2025-11-19.xlsx
PRG-123,19,Morcelé,300.06,B,17,2025-11-19 08:51:17,2025-11-19 18:43:19,SENT_TO_LIGNE,1003,2002,2003,2004,2004,production-day-2025-11-19.xlsx
PRG-913,20,Miette,326.77,D,4,2025-11-19 06:03:35,2025-11-19 14:34:59,SENT_TO_LIGNE,1002,2005,2001,2002,2002,production-day-2025-11-19.xlsx
PRG-520,21,CB Double parage,363.97,H,28,2025-11-19 07:16:21,2025-11-19 16:42:58,SENT_TO_LIGNE,1002,2004,2002,2001,2005,production-day-2025-11-19.xlsx
PRG-629,22,CB Double parage,394.77,B,20,2025-11-19 06:51:06,2025-11-19 10:14:19,SENT_TO_LIGNE,1003,2002,2004,2003,2002,production-day-2025-11-19.xlsx
PRG-530,23,CB Double parage,355.46,F,23,2025-11-19 09:01:13,2025-11-19 14:09:50,SENT_TO_LIGNE,1003,2001,2005,2002,2005,production-day-2025-11-19.xlsx
PRG-614,24,CT simple parage,374.81,G,3,2025-11-19 09:27:07,2025-11-19 18:40:04,SENT_TO_LIGNE,1003,2003,2003,2003,2002,production-day-2025-11-19.xlsx
PRG-883,25,CB Simple parage,254.88,G,9,2025-11-19 06:48:15,2025-11-19 16:34:32,SENT_TO_LIGNE,1002,2005,2003,2002,2002,production-day-2025-11-19.xlsx
PRG-237,26,CB Double parage,255.53,I,28,2025-11-19 07:15:58,2025-11-19 14:08:57,SENT_TO_LIGNE,1001,2002,2001,2003,2001,production-day-2025-11-19.xlsx
PRG-147,27,CB Simple parage,446.63,D,31,2025-11-19 06:32:27,2025-11-19 11:02:20,SENT_TO_LIGNE,1003,2001,2002,2005,2005,production-day-2025-11-19.xlsx
PRG-138,28,CB Simple parage,426.34,E,4,2025-11-19 09:42:30,2025-11-19 17:09:29,SENT_TO_LIGNE,1002,2003,2005,2003,2004,production-day-2025-11-19.xlsx
