palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-2WTYOBFY,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-07 15:23:47,production-day-2026-01-07.xlsx
PAL-0871GUYQ,1/5,Thon Emietté à la Tomate,3003,2026-01-07 17:13:00,production-day-2026-01-07.xlsx
PAL-76NXDPRV,1/5,Thon en Morceaux à l'Huile,3002,2026-01-07 15:17:27,production-day-2026-01-07.xlsx
PAL-Z5BDJCDC,400,Thon Entier à l'Huile,3002,2026-01-07 19:02:05,production-day-2026-01-07.xlsx
PAL-SS6Z4S1M,1/5,Thon en Morceaux à l'Huile,3003,2026-01-07 09:04:37,production-day-2026-01-07.xlsx
PAL-XQNMH9IA,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-01-07 15:20:04,production-day-2026-01-07.xlsx
PAL-LLHLS2T9,1/5,Thon Emietté à la Tomate,3002,2026-01-07 11:54:32,production-day-2026-01-07.xlsx
PAL-HG75Q271,5/2 [2],Thon Entier à l'Huile,3002,2026-01-07 12:47:24,production-day-2026-01-07.xlsx
PAL-GRNC2OOG,400,Thon Emietté à la Tomate,3001,2026-01-07 14:08:54,production-day-2026-01-07.xlsx
PAL-SJJKFYAW,5/2 [1],Thon Emietté à l'Huile,3002,2026-01-07 17:49:10,production-day-2026-01-07.xlsx
PAL-RZMK9KGW,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-01-07 17:21:47,production-day-2026-01-07.xlsx
PAL-YVHYN4M5,400,Thon Entier à l'Huile,3002,2026-01-07 12:24:16,production-day-2026-01-07.xlsx
PAL-2ENILHNF,Manuel,Thon en Morceaux à l'Huile,3002,2026-01-07 11:09:30,production-day-2026-01-07.xlsx
PAL-4T6RQG6A,5/2 [1],Thon Entier à l'Huile,3003,2026-01-07 09:26:56,production-day-2026-01-07.xlsx
PAL-5LYG3S9R,5/2 [1],Thon Entier à l'Huile,3002,2026-01-07 16:54:20,production-day-2026-01-07.xlsx
PAL-UNUH9JK8,5/2 [1],Thon Emietté à la Tomate,3001,2026-01-07 13:38:57,production-day-2026-01-07.xlsx
PAL-HIL93473,5/2 [2],Thon Emietté à l'Huile,3003,2026-01-07 17:40:28,production-day-2026-01-07.xlsx
PAL-C4II32TE,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-07 13:48:21,production-day-2026-01-07.xlsx
PAL-LT7R318L,5/2 [2],Thon Entier à l'Huile,3003,2026-01-07 11:43:19,production-day-2026-01-07.xlsx
PAL-0NJCPC3Q,5/2 [2],Thon Emietté à la Tomate,3001,2026-01-07 13:38:32,production-day-2026-01-07.xlsx
PAL-QX2URJ43,400,Thon en Morceaux au Naturel,3001,2026-01-07 13:45:45,production-day-2026-01-07.xlsx
PAL-VYCTGTAF,5/2 [2],Thon Entier au Naturel,3002,2026-01-07 10:16:53,production-day-2026-01-07.xlsx
PAL-A3N92D2V,5/2 [1],Thon Entier au Naturel,3003,2026-01-07 19:38:04,production-day-2026-01-07.xlsx
PAL-C6ZOU4L3,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-01-07 12:29:06,production-day-2026-01-07.xlsx
PAL-VXOFL7ZD,5/2 [1],Thon Entier au Naturel,3001,2026-01-07 15:33:42,production-day-2026-01-07.xlsx
PAL-9GA3NYN5,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-01-07 15:51:49,production-day-2026-01-07.xlsx
PAL-RA4RHMGH,1/5,Thon Emietté à la Tomate,3003,2026-01-07 09:47:31,production-day-2026-01-07.xlsx
PAL-VV47SZZA,Manuel,Thon Entier au Naturel,3003,2026-01-07 16:29:52,production-day-2026-01-07.xlsx
PAL-SBA8SGZ2,5/2 [1],Thon Emietté à la Tomate,3002,2026-01-07 17:38:36,production-day-2026-01-07.xlsx
PAL-DRQYHLXX,5/2 [2],Thon Emietté à l'Huile,3003,2026-01-07 14:13:48,production-day-2026-01-07.xlsx
PAL-FUKML738,5/2 [2],Thon Emietté à la Tomate,3002,2026-01-07 11:50:44,production-day-2026-01-07.xlsx
PAL-I7QPXG78,400,Thon Emietté à la Tomate,3002,2026-01-07 16:27:04,production-day-2026-01-07.xlsx
PAL-AME9B909,5/2 [2],Thon Entier à l'Huile,3001,2026-01-07 11:42:52,production-day-2026-01-07.xlsx
