parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-808,1,Longe précuit,215.96,I,12,2025-12-31 09:31:29,2025-12-31 18:57:46,SENT_TO_LIGNE,1002,2001,2001,2004,2005,production-day-2025-12-31.xlsx
PRG-621,2,Miette,265.1,B,22,2025-12-31 09:17:01,2025-12-31 13:51:53,SENT_TO_LIGNE,1002,2001,2001,2004,2005,production-day-2025-12-31.xlsx
PRG-470,3,CB Simple parage,295.11,F,31,2025-12-31 09:16:25,2025-12-31 17:37:50,SENT_TO_LIGNE,1002,2004,2003,2002,2004,production-day-2025-12-31.xlsx
PRG-539,4,Morcelé,445.57,E,35,2025-12-31 09:48:18,2025-12-31 17:22:28,SENT_TO_LIGNE,1001,2003,2003,2003,2001,production-day-2025-12-31.xlsx
PRG-243,5,Longe précuit,223.12,F,16,2025-12-31 08:13:11,2025-12-31 12:17:57,SENT_TO_LIGNE,1002,2005,2002,2001,2005,production-day-2025-12-31.xlsx
PRG-946,6,Longe précuit,316.6,E,2,2025-12-31 06:32:08,2025-12-31 12:27:31,SENT_TO_LIGNE,1001,2003,2005,2001,2002,production-day-2025-12-31.xlsx
PRG-390,7,Miette,280.98,E,32,2025-12-31 07:19:58,2025-12-31 09:45:46,SENT_TO_LIGNE,1003,2001,2002,2001,2005,production-day-2025-12-31.xlsx
PRG-750,8,CT simple parage,267.77,G,16,2025-12-31 09:53:48,2025-12-31 15:28:26,SENT_TO_LIGNE,1002,2004,2001,2001,2004,production-day-2025-12-31.xlsx
PRG-293,9,Longe précuit,324.05,C,17,2025-12-31 09:12:25,2025-12-31 12:08:08,SENT_TO_LIGNE,1003,2002,2004,2005,2005,production-day-2025-12-31.xlsx
PRG-989,10,CT simple parage,199.54,G,26,2025-12-31 08:24:25,2025-12-31 13:45:40,SENT_TO_LIGNE,1003,2005,2001,2002,2005,production-day-2025-12-31.xlsx
PRG-818,11,CB Simple parage,306.83,A,18,2025-12-31 07:02:20,2025-12-31 13:20:33,SENT_TO_LIGNE,1002,2002,2004,2004,2003,production-day-2025-12-31.xlsx
PRG-411,12,Morcelé,389.41,C,36,2025-12-31 08:53:52,2025-12-31 15:57:38,SENT_TO_LIGNE,1003,2005,2001,2001,2002,production-day-2025-12-31.xlsx
PRG-559,13,Morcelé,353.07,C,33,2025-12-31 06:53:26,2025-12-31 09:29:01,SENT_TO_LIGNE,1003,2004,2003,2005,2001,production-day-2025-12-31.xlsx
PRG-622,14,CB Simple parage,299.66,F,3,2025-12-31 08:50:10,2025-12-31 16:26:41,SENT_TO_LIGNE,1001,2003,2002,2005,2002,production-day-2025-12-31.xlsx
PRG-499,15,CB Simple parage,444.47,I,34,2025-12-31 09:48:06,2025-12-31 17:18:20,SENT_TO_LIGNE,1003,2005,2004,2003,2003,production-day-2025-12-31.xlsx
PRG-778,16,Morcelé,357.91,H,15,2025-12-31 08:45:11,2025-12-31 10:47:10,SENT_TO_LIGNE,1002,2002,2003,2004,2003,production-day-2025-12-31.xlsx
PRG-840,17,Longe précuit,213.2,B,15,2025-12-31 08:53:02,2025-12-31 14:55:58,SENT_TO_LIGNE,1001,2001,2003,2001,2005,production-day-2025-12-31.xlsx
PRG-687,18,Morcelé,363.71,B,2,2025-12-31 08:38:35,2025-12-31 13:56:55,SENT_TO_LIGNE,1001,2001,2002,2001,2001,production-day-2025-12-31.xlsx
PRG-894,19,CB Simple parage,388.91,F,8,2025-12-31 07:21:09,2025-12-31 09:46:59,SENT_TO_LIGNE,1003,2003,2003,2003,2005,production-day-2025-12-31.xlsx
PRG-112,20,Longe précuit,371.06,I,9,2025-12-31 09:33:21,2025-12-31 15:56:22,SENT_TO_LIGNE,1001,2001,2003,2002,2001,production-day-2025-12-31.xlsx
PRG-758,21,CB Double parage,413.29,G,33,2025-12-31 07:46:38,2025-12-31 15:54:13,SENT_TO_LIGNE,1001,2004,2004,2001,2001,production-day-2025-12-31.xlsx
PRG-939,22,Longe précuit,180.48,A,31,2025-12-31 09:09:28,2025-12-31 12:12:44,SENT_TO_LIGNE,1001,2005,2005,2002,2002,production-day-2025-12-31.xlsx
PRG-326,23,CB Simple parage,437.15,F,9,2025-12-31 06:51:02,2025-12-31 13:05:43,SENT_TO_LIGNE,1001,2005,2003,2002,2001,production-day-2025-12-31.xlsx
PRG-588,24,CB Simple parage,185.16,C,8,2025-12-31 07:41:46,2025-12-31 12:37:57,SENT_TO_LIGNE,1003,2001,2002,2002,2002,production-day-2025-12-31.xlsx
PRG-575,25,Longe précuit,349.35,A,12,2025-12-31 08:10:38,2025-12-31 15:08:40,SENT_TO_LIGNE,1003,2001,2002,2002,2005,production-day-2025-12-31.xlsx
PRG-992,26,CT simple parage,350.51,B,13,2025-12-31 08:23:01,2025-12-31 11:04:19,SENT_TO_LIGNE,1001,2002,2003,2002,2001,production-day-2025-12-31.xlsx
PRG-678,27,CB Simple parage,308.81,E,36,2025-12-31 06:26:31,2025-12-31 13:40:13,SENT_TO_LIGNE,1003,2003,2005,2001,2002,production-day-2025-12-31.xlsx
PRG-675,28,Miette,385.37,D,8,2025-12-31 08:12:21,2025-12-31 17:39:46,SENT_TO_LIGNE,1001,2005,2001,2005,2005,production-day-2025-12-31.xlsx
