palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-E18KLN54,5/2 [2],Thon Emietté à la Tomate,3003,2026-02-17 16:44:03,production-day-2026-02-17.xlsx
PAL-I61ZRBQH,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-17 11:56:34,production-day-2026-02-17.xlsx
PAL-9K0DMWO9,400,Thon en Morceaux au Naturel,3002,2026-02-17 15:32:43,production-day-2026-02-17.xlsx
PAL-00WNI59U,400,Thon Emietté à la Tomate,3001,2026-02-17 19:01:02,production-day-2026-02-17.xlsx
PAL-P17JJ3XR,5/2 [2],Thon en Morceaux au Naturel,3002,2026-02-17 14:39:02,production-day-2026-02-17.xlsx
PAL-HK2RZ4KY,400,Thon en Morceaux à l'Huile,3003,2026-02-17 14:32:55,production-day-2026-02-17.xlsx
PAL-2S76V874,400,Thon Emietté à la Tomate,3003,2026-02-17 13:30:25,production-day-2026-02-17.xlsx
PAL-9NDIXRP9,5/2 [1],Thon Entier au Naturel,3002,2026-02-17 11:47:09,production-day-2026-02-17.xlsx
PAL-KBBJFAUB,5/2 [2],Thon Emietté à l'Huile,3002,2026-02-17 14:16:15,production-day-2026-02-17.xlsx
PAL-Z0YLTH16,1/5,Thon en Morceaux au Naturel,3002,2026-02-17 16:52:56,production-day-2026-02-17.xlsx
PAL-6H0BKI2A,1/5,Thon Emietté à la Tomate,3001,2026-02-17 14:57:32,production-day-2026-02-17.xlsx
PAL-VGEFHHDV,Manuel,Thon en Morceaux au Naturel,3001,2026-02-17 16:46:20,production-day-2026-02-17.xlsx
PAL-TT6IAK99,5/2 [2],Thon Entier à l'Huile,3002,2026-02-17 15:22:36,production-day-2026-02-17.xlsx
PAL-G3MQYK4M,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-17 17:18:31,production-day-2026-02-17.xlsx
PAL-BMOY8HRF,5/2 [2],Thon Entier à l'Huile,3002,2026-02-17 17:52:00,production-day-2026-02-17.xlsx
PAL-8KJHWFMD,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-17 12:01:03,production-day-2026-02-17.xlsx
PAL-6R001F83,400,Thon en Morceaux à l'Huile,3002,2026-02-17 16:44:00,production-day-2026-02-17.xlsx
PAL-3RIH0NUJ,Manuel,Thon Entier au Naturel,3001,2026-02-17 13:41:15,production-day-2026-02-17.xlsx
PAL-PR77FX08,400,Thon en Morceaux au Naturel,3003,2026-02-17 11:37:08,production-day-2026-02-17.xlsx
PAL-HUGCMJ6I,Manuel,Thon Emietté à l'Huile,3001,2026-02-17 14:21:27,production-day-2026-02-17.xlsx
PAL-6AZDM8P3,1/5,Thon en Morceaux à l'Huile,3002,2026-02-17 13:23:08,production-day-2026-02-17.xlsx
PAL-AVW2OBU7,5/2 [2],Thon Entier au Naturel,3003,2026-02-17 11:42:37,production-day-2026-02-17.xlsx
PAL-G1PXKP0E,5/2 [1],Thon Entier au Naturel,3003,2026-02-17 13:59:09,production-day-2026-02-17.xlsx
PAL-ADKLNQSR,5/2 [2],Thon Entier à l'Huile,3001,2026-02-17 08:48:59,production-day-2026-02-17.xlsx
PAL-U5N55BA3,Manuel,Thon Emietté à l'Huile,3001,2026-02-17 14:25:43,production-day-2026-02-17.xlsx
PAL-RL9AQD6W,5/2 [1],Thon Entier au Naturel,3002,2026-02-17 13:19:36,production-day-2026-02-17.xlsx
PAL-8GT0XH27,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-17 12:54:00,production-day-2026-02-17.xlsx
PAL-DCIX5ZTR,1/5,Thon en Morceaux au Naturel,3002,2026-02-17 14:34:11,production-day-2026-02-17.xlsx
PAL-4TIBM4FM,1/5,Thon Entier à l'Huile,3001,2026-02-17 17:01:45,production-day-2026-02-17.xlsx
PAL-MWLBCOCG,5/2 [1],Thon Entier à l'Huile,3001,2026-02-17 15:26:23,production-day-2026-02-17.xlsx
PAL-SQY1R1NR,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-17 15:21:30,production-day-2026-02-17.xlsx
PAL-55P0EE6D,5/2 [2],Thon Emietté à la Tomate,3002,2026-02-17 15:34:30,production-day-2026-02-17.xlsx
PAL-MBD0JIAJ,5/2 [2],Thon en Morceaux au Naturel,3002,2026-02-17 16:49:04,production-day-2026-02-17.xlsx
PAL-URMJLIH5,5/2 [2],Thon Entier à l'Huile,3001,2026-02-17 16:25:21,production-day-2026-02-17.xlsx
PAL-FNWF8Y2H,5/2 [2],Thon Emietté à l'Huile,3002,2026-02-17 18:15:06,production-day-2026-02-17.xlsx
PAL-9N0129ER,5/2 [2],Thon Emietté à la Tomate,3002,2026-02-17 13:11:58,production-day-2026-02-17.xlsx
PAL-RHB4ONIL,Manuel,Thon Emietté à la Tomate,3002,2026-02-17 15:37:51,production-day-2026-02-17.xlsx
PAL-N1ER1IXH,Manuel,Thon Emietté à la Tomate,3002,2026-02-17 11:14:34,production-day-2026-02-17.xlsx
