palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-3OUTE292,5/2 [2],Thon Entier à l'Huile,3001,2025-12-23 13:05:49,production-day-2025-12-23.xlsx
PAL-JUEBOHCJ,5/2 [1],Thon Emietté à l'Huile,3001,2025-12-23 13:06:05,production-day-2025-12-23.xlsx
PAL-0O0MALV3,5/2 [2],Thon Emietté à l'Huile,3002,2025-12-23 17:41:38,production-day-2025-12-23.xlsx
PAL-PNH9XJNX,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-23 18:50:38,production-day-2025-12-23.xlsx
PAL-WBA4KXZG,5/2 [1],Thon Entier au Naturel,3001,2025-12-23 16:41:36,production-day-2025-12-23.xlsx
PAL-0TUKMKS3,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-23 17:39:46,production-day-2025-12-23.xlsx
PAL-OGSEFFR8,Manuel,Thon en Morceaux au Naturel,3001,2025-12-23 13:16:26,production-day-2025-12-23.xlsx
PAL-51CJ002K,400,Thon Emietté à l'Huile,3001,2025-12-23 11:49:31,production-day-2025-12-23.xlsx
PAL-T61J6VZN,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-23 12:17:36,production-day-2025-12-23.xlsx
PAL-RPUI9457,5/2 [2],Thon en Morceaux au Naturel,3003,2025-12-23 13:30:52,production-day-2025-12-23.xlsx
PAL-5ZC2MJQ2,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-23 11:08:46,production-day-2025-12-23.xlsx
PAL-55EJLZFV,5/2 [2],Thon Emietté à la Tomate,3001,2025-12-23 09:55:20,production-day-2025-12-23.xlsx
PAL-BKUX6JG0,5/2 [2],Thon Entier au Naturel,3002,2025-12-23 12:20:11,production-day-2025-12-23.xlsx
PAL-846ZRQDV,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-23 16:55:15,production-day-2025-12-23.xlsx
PAL-5OJ13K4K,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-23 13:43:44,production-day-2025-12-23.xlsx
PAL-6HUW76EI,Manuel,Thon Entier à l'Huile,3002,2025-12-23 16:15:57,production-day-2025-12-23.xlsx
PAL-CZ2S8QY9,5/2 [1],Thon en Morceaux au Naturel,3001,2025-12-23 15:28:29,production-day-2025-12-23.xlsx
PAL-6APYOW0O,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-23 18:02:40,production-day-2025-12-23.xlsx
PAL-W427U34J,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-23 10:38:14,production-day-2025-12-23.xlsx
PAL-AU55RWSN,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-23 18:59:52,production-day-2025-12-23.xlsx
PAL-13LISQJJ,400,Thon en Morceaux à l'Huile,3002,2025-12-23 14:00:05,production-day-2025-12-23.xlsx
PAL-3NCDRRAL,1/5,Thon Emietté à la Tomate,3001,2025-12-23 08:29:31,production-day-2025-12-23.xlsx
PAL-WYK2PZ21,1/5,Thon en Morceaux à l'Huile,3003,2025-12-23 16:17:10,production-day-2025-12-23.xlsx
PAL-DDLKAQB9,5/2 [2],Thon en Morceaux au Naturel,3002,2025-12-23 18:34:39,production-day-2025-12-23.xlsx
PAL-03TO8AD2,Manuel,Thon Emietté à la Tomate,3002,2025-12-23 17:15:08,production-day-2025-12-23.xlsx
PAL-2XPQ0DYU,400,Thon Emietté à la Tomate,3002,2025-12-23 18:33:46,production-day-2025-12-23.xlsx
PAL-JY8BMSM4,Manuel,Thon Emietté à l'Huile,3003,2025-12-23 11:54:25,production-day-2025-12-23.xlsx
PAL-XYNCYDAS,5/2 [1],Thon Emietté à l'Huile,3003,2025-12-23 17:51:08,production-day-2025-12-23.xlsx
PAL-0P36DTJL,5/2 [2],Thon Emietté à la Tomate,3003,2025-12-23 13:46:21,production-day-2025-12-23.xlsx
PAL-JA7XJFL2,5/2 [1],Thon Emietté à la Tomate,3003,2025-12-23 11:58:03,production-day-2025-12-23.xlsx
PAL-ICMKN4RK,5/2 [2],Thon Entier à l'Huile,3003,2025-12-23 10:59:17,production-day-2025-12-23.xlsx
PAL-0V2X1OYC,5/2 [1],Thon Entier au Naturel,3002,2025-12-23 14:35:47,production-day-2025-12-23.xlsx
PAL-HAQKGOX8,5/2 [1],Thon Entier à l'Huile,3001,2025-12-23 17:14:20,production-day-2025-12-23.xlsx
PAL-A0925MI0,5/2 [1],Thon Emietté à la Tomate,3002,2025-12-23 13:03:42,production-day-2025-12-23.xlsx
PAL-OC2N9F8P,1/5,Thon en Morceaux à l'Huile,3002,2025-12-23 15:06:20,production-day-2025-12-23.xlsx
