parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-121,1,CB Double parage,325.46,D,9,2026-02-13 09:21:13,2026-02-13 11:49:56,SENT_TO_LIGNE,1001,2004,2003,2002,2005,production-day-2026-02-13.xlsx
PRG-688,2,Longe précuit,291.65,C,7,2026-02-13 08:28:04,2026-02-13 17:09:52,SENT_TO_LIGNE,1003,2005,2001,2005,2004,production-day-2026-02-13.xlsx
PRG-572,3,CB Simple parage,334.6,H,36,2026-02-13 08:50:43,2026-02-13 15:19:17,SENT_TO_LIGNE,1001,2002,2005,2005,2002,production-day-2026-02-13.xlsx
PRG-878,4,CB Simple parage,237.9,A,2,2026-02-13 08:39:12,2026-02-13 18:29:18,SENT_TO_LIGNE,1003,2003,2004,2001,2002,production-day-2026-02-13.xlsx
PRG-664,5,CB Double parage,302.53,E,33,2026-02-13 09:41:34,2026-02-13 17:12:11,SENT_TO_LIGNE,1003,2004,2003,2005,2001,production-day-2026-02-13.xlsx
PRG-718,6,CB Double parage,306.86,E,29,2026-02-13 06:22:26,2026-02-13 13:12:23,SENT_TO_LIGNE,1002,2001,2003,2004,2001,production-day-2026-02-13.xlsx
PRG-121,7,Longe précuit,446.89,G,14,2026-02-13 08:01:22,2026-02-13 13:00:06,SENT_TO_LIGNE,1002,2003,2003,2003,2001,production-day-2026-02-13.xlsx
PRG-640,8,CT simple parage,253.4,G,2,2026-02-13 07:22:44,2026-02-13 17:20:36,SENT_TO_LIGNE,1002,2004,2001,2004,2005,production-day-2026-02-13.xlsx
PRG-743,9,Longe précuit,304.25,G,26,2026-02-13 06:58:30,2026-02-13 15:46:37,SENT_TO_LIGNE,1003,2003,2001,2005,2003,production-day-2026-02-13.xlsx
PRG-514,10,CB Simple parage,272.98,D,8,2026-02-13 07:50:14,2026-02-13 11:10:07,SENT_TO_LIGNE,1001,2004,2005,2003,2004,production-day-2026-02-13.xlsx
PRG-715,11,Longe précuit,404.16,G,22,2026-02-13 09:00:46,2026-02-13 16:00:19,SENT_TO_LIGNE,1002,2001,2001,2002,2002,production-day-2026-02-13.xlsx
PRG-859,12,CB Double parage,446.91,A,4,2026-02-13 08:20:09,2026-02-13 13:36:48,SENT_TO_LIGNE,1003,2001,2003,2005,2004,production-day-2026-02-13.xlsx
PRG-634,13,CB Simple parage,426.56,C,29,2026-02-13 09:31:01,2026-02-13 13:09:04,SENT_TO_LIGNE,1003,2005,2002,2004,2002,production-day-2026-02-13.xlsx
PRG-790,14,CT simple parage,243.81,I,5,2026-02-13 08:48:00,2026-02-13 11:40:58,SENT_TO_LIGNE,1001,2002,2002,2004,2004,production-day-2026-02-13.xlsx
PRG-335,15,CB Simple parage,306.28,E,10,2026-02-13 07:35:02,2026-02-13 12:49:45,SENT_TO_LIGNE,1002,2003,2005,2001,2003,production-day-2026-02-13.xlsx
PRG-980,16,CB Simple parage,279.02,F,36,2026-02-13 07:17:55,2026-02-13 12:21:38,SENT_TO_LIGNE,1001,2002,2003,2003,2003,production-day-2026-02-13.xlsx
PRG-570,17,CB Simple parage,409.55,I,24,2026-02-13 08:47:43,2026-02-13 18:24:33,SENT_TO_LIGNE,1001,2003,2005,2003,2002,production-day-2026-02-13.xlsx
PRG-824,18,Miette,371.15,I,26,2026-02-13 09:06:32,2026-02-13 13:37:37,SENT_TO_LIGNE,1001,2004,2002,2002,2001,production-day-2026-02-13.xlsx
PRG-287,19,Morcelé,270.27,C,3,2026-02-13 06:20:59,2026-02-13 15:49:07,SENT_TO_LIGNE,1003,2003,2005,2002,2003,production-day-2026-02-13.xlsx
