parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-469,1,CB Double parage,281.97,G,2,2026-02-17 08:49:38,2026-02-17 16:18:03,SENT_TO_LIGNE,1002,2003,2001,2001,2005,production-day-2026-02-17.xlsx
PRG-669,2,CB Double parage,339.74,G,1,2026-02-17 09:07:50,2026-02-17 11:36:34,SENT_TO_LIGNE,1001,2004,2002,2003,2001,production-day-2026-02-17.xlsx
PRG-738,3,Morcelé,233.0,A,4,2026-02-17 08:29:06,2026-02-17 14:54:43,SENT_TO_LIGNE,1001,2004,2003,2002,2004,production-day-2026-02-17.xlsx
PRG-574,4,CB Simple parage,223.35,D,28,2026-02-17 09:40:51,2026-02-17 18:44:02,SENT_TO_LIGNE,1002,2003,2003,2003,2001,production-day-2026-02-17.xlsx
PRG-373,5,Longe précuit,381.29,C,6,2026-02-17 06:21:50,2026-02-17 14:12:02,SENT_TO_LIGNE,1002,2002,2003,2001,2002,production-day-2026-02-17.xlsx
PRG-907,6,CT simple parage,332.3,A,25,2026-02-17 07:48:38,2026-02-17 14:00:55,SENT_TO_LIGNE,1001,2002,2001,2005,2005,production-day-2026-02-17.xlsx
PRG-561,7,CT simple parage,357.07,A,26,2026-02-17 09:35:42,2026-02-17 13:18:25,SENT_TO_LIGNE,1002,2003,2003,2002,2005,production-day-2026-02-17.xlsx
PRG-868,8,CB Double parage,202.15,H,29,2026-02-17 07:02:23,2026-02-17 11:19:09,SENT_TO_LIGNE,1001,2004,2004,2005,2001,production-day-2026-02-17.xlsx
PRG-830,9,CB Simple parage,269.09,I,14,2026-02-17 07:36:34,2026-02-17 14:04:15,SENT_TO_LIGNE,1003,2001,2005,2004,2005,production-day-2026-02-17.xlsx
PRG-631,10,CT simple parage,330.04,D,24,2026-02-17 06:42:33,2026-02-17 16:29:56,SENT_TO_LIGNE,1003,2003,2005,2001,2002,production-day-2026-02-17.xlsx
PRG-538,11,CB Simple parage,301.81,F,26,2026-02-17 09:18:28,2026-02-17 14:30:32,SENT_TO_LIGNE,1003,2001,2001,2002,2004,production-day-2026-02-17.xlsx
PRG-310,12,CB Simple parage,190.35,H,1,2026-02-17 08:42:58,2026-02-17 16:27:20,SENT_TO_LIGNE,1002,2002,2005,2004,2005,production-day-2026-02-17.xlsx
PRG-252,13,Longe précuit,377.19,H,16,2026-02-17 09:48:16,2026-02-17 15:02:36,SENT_TO_LIGNE,1002,2005,2002,2002,2003,production-day-2026-02-17.xlsx
PRG-256,14,Morcelé,273.88,A,35,2026-02-17 07:50:58,2026-02-17 16:49:31,SENT_TO_LIGNE,1003,2003,2004,2005,2005,production-day-2026-02-17.xlsx
PRG-961,15,CB Simple parage,447.38,A,7,2026-02-17 09:03:14,2026-02-17 17:28:00,SENT_TO_LIGNE,1002,2004,2005,2001,2002,production-day-2026-02-17.xlsx
PRG-154,16,Morcelé,360.74,F,13,2026-02-17 06:59:03,2026-02-17 11:43:03,SENT_TO_LIGNE,1003,2005,2004,2005,2002,production-day-2026-02-17.xlsx
PRG-534,17,CB Double parage,228.59,B,6,2026-02-17 08:46:53,2026-02-17 16:32:00,SENT_TO_LIGNE,1002,2005,2001,2004,2005,production-day-2026-02-17.xlsx
PRG-277,18,Longe précuit,437.33,C,36,2026-02-17 07:40:58,2026-02-17 13:20:15,SENT_TO_LIGNE,1002,2005,2003,2002,2005,production-day-2026-02-17.xlsx
PRG-337,19,CB Simple parage,226.18,H,6,2026-02-17 08:54:20,2026-02-17 11:22:08,SENT_TO_LIGNE,1001,2001,2001,2003,2004,production-day-2026-02-17.xlsx
PRG-129,20,CB Simple parage,253.83,A,34,2026-02-17 09:43:00,2026-02-17 14:02:27,SENT_TO_LIGNE,1002,2001,2004,2002,2004,production-day-2026-02-17.xlsx
PRG-794,21,CB Simple parage,258.15,I,14,2026-02-17 06:05:08,2026-02-17 13:12:08,SENT_TO_LIGNE,1003,2005,2005,2004,2005,production-day-2026-02-17.xlsx
PRG-156,22,CB Double parage,321.68,I,17,2026-02-17 08:04:27,2026-02-17 11:32:37,SENT_TO_LIGNE,1003,2005,2003,2004,2002,production-day-2026-02-17.xlsx
PRG-691,23,CB Double parage,368.18,H,33,2026-02-17 07:59:46,2026-02-17 13:23:09,SENT_TO_LIGNE,1002,2003,2004,2005,2001,production-day-2026-02-17.xlsx
PRG-255,24,Longe précuit,371.1,C,15,2026-02-17 06:18:13,2026-02-17 08:33:59,SENT_TO_LIGNE,1003,2002,2003,2001,2005,production-day-2026-02-17.xlsx
PRG-266,25,CT simple parage,261.85,B,23,2026-02-17 07:45:00,2026-02-17 13:45:43,SENT_TO_LIGNE,1001,2003,2005,2001,2002,production-day-2026-02-17.xlsx
PRG-204,26,CB Simple parage,225.35,D,4,2026-02-17 08:00:11,2026-02-17 12:53:36,SENT_TO_LIGNE,1003,2005,2005,2004,2004,production-day-2026-02-17.xlsx
PRG-302,27,CB Double parage,332.31,F,24,2026-02-17 07:40:52,2026-02-17 12:29:00,SENT_TO_LIGNE,1002,2004,2002,2003,2002,production-day-2026-02-17.xlsx
PRG-638,28,CB Simple parage,239.74,D,1,2026-02-17 07:09:57,2026-02-17 14:09:11,SENT_TO_LIGNE,1003,2004,2003,2003,2001,production-day-2026-02-17.xlsx
PRG-399,29,CB Simple parage,222.1,I,23,2026-02-17 07:38:46,2026-02-17 16:29:45,SENT_TO_LIGNE,1001,2005,2004,2002,2002,production-day-2026-02-17.xlsx
PRG-829,30,CB Simple parage,243.91,F,17,2026-02-17 08:39:57,2026-02-17 14:55:23,SENT_TO_LIGNE,1001,2003,2002,2003,2001,production-day-2026-02-17.xlsx
PRG-921,31,CB Simple parage,329.28,B,33,2026-02-17 07:38:55,2026-02-17 15:04:30,SENT_TO_LIGNE,1002,2004,2003,2004,2001,production-day-2026-02-17.xlsx
PRG-287,32,CB Simple parage,416.39,F,28,2026-02-17 09:03:58,2026-02-17 15:24:30,SENT_TO_LIGNE,1001,2004,2003,2003,2004,production-day-2026-02-17.xlsx
PRG-168,33,CB Double parage,404.17,C,30,2026-02-17 08:08:45,2026-02-17 16:14:04,SENT_TO_LIGNE,1003,2001,2003,2003,2001,production-day-2026-02-17.xlsx
PRG-399,34,CB Simple parage,293.68,E,36,2026-02-17 07:38:19,2026-02-17 15:46:21,SENT_TO_LIGNE,1003,2004,2003,2001,2003,production-day-2026-02-17.xlsx
PRG-217,35,Longe précuit,423.26,A,27,2026-02-17 08:00:12,2026-02-17 17:47:06,SENT_TO_LIGNE,1003,2001,2002,2001,2001,production-day-2026-02-17.xlsx
PRG-615,36,CB Simple parage,275.83,B,12,2026-02-17 07:46:15,2026-02-17 13:00:58,SENT_TO_LIGNE,1003,2002,2002,2001,2002,production-day-2026-02-17.xlsx
PRG-295,37,CB Simple parage,192.81,E,27,2026-02-17 07:42:33,2026-02-17 15:22:51,SENT_TO_LIGNE,1001,2003,2005,2002,2001,production-day-2026-02-17.xlsx
PRG-285,38,CB Simple parage,419.14,A,10,2026-02-17 07:13:51,2026-02-17 10:34:34,SENT_TO_LIGNE,1002,2001,2002,2005,2004,production-day-2026-02-17.xlsx
