palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-U8VB2LMO,1/5,Thon Emietté à l'Huile,3003,2026-01-19 18:52:51,production-day-2026-01-19.xlsx
PAL-DSMTVRMR,400,Thon en Morceaux au Naturel,3001,2026-01-19 17:13:28,production-day-2026-01-19.xlsx
PAL-FLGBVZEP,400,Thon Emietté à l'Huile,3003,2026-01-19 11:51:30,production-day-2026-01-19.xlsx
PAL-VBH100WE,5/2 [2],Thon Entier au Naturel,3002,2026-01-19 12:41:48,production-day-2026-01-19.xlsx
PAL-FNRCFG81,5/2 [1],Thon Entier au Naturel,3001,2026-01-19 13:11:25,production-day-2026-01-19.xlsx
PAL-7BEML6KZ,Manuel,Thon en Morceaux au Naturel,3001,2026-01-19 17:42:53,production-day-2026-01-19.xlsx
PAL-NM2RWQ8U,1/5,Thon en Morceaux à l'Huile,3001,2026-01-19 10:36:16,production-day-2026-01-19.xlsx
PAL-JCMIL3VT,5/2 [2],Thon Entier à l'Huile,3002,2026-01-19 15:50:31,production-day-2026-01-19.xlsx
PAL-I3MBJ5DA,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-19 16:55:06,production-day-2026-01-19.xlsx
PAL-JAP3USYX,Manuel,Thon en Morceaux à l'Huile,3001,2026-01-19 14:33:31,production-day-2026-01-19.xlsx
PAL-NFVXI100,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-01-19 13:24:51,production-day-2026-01-19.xlsx
PAL-Z6GHJRUO,1/5,Thon Entier à l'Huile,3001,2026-01-19 09:43:58,production-day-2026-01-19.xlsx
PAL-KGQ2Z4W2,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-01-19 11:09:05,production-day-2026-01-19.xlsx
PAL-WJ4D73JU,400,Thon Emietté à l'Huile,3003,2026-01-19 12:28:51,production-day-2026-01-19.xlsx
PAL-3A3XO33G,5/2 [1],Thon Emietté à la Tomate,3003,2026-01-19 13:53:22,production-day-2026-01-19.xlsx
PAL-F9LG0TLL,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-19 14:16:04,production-day-2026-01-19.xlsx
PAL-NGYUPXZZ,1/5,Thon en Morceaux au Naturel,3003,2026-01-19 19:15:46,production-day-2026-01-19.xlsx
PAL-2EWM6U7G,1/5,Thon Emietté à la Tomate,3002,2026-01-19 13:32:00,production-day-2026-01-19.xlsx
PAL-LYT56RXC,400,Thon en Morceaux à l'Huile,3002,2026-01-19 14:46:54,production-day-2026-01-19.xlsx
PAL-VS5PQMJQ,5/2 [2],Thon en Morceaux au Naturel,3001,2026-01-19 14:08:14,production-day-2026-01-19.xlsx
PAL-VS5P02EV,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-01-19 10:17:26,production-day-2026-01-19.xlsx
PAL-ILUAH3RW,Manuel,Thon Entier à l'Huile,3003,2026-01-19 15:37:52,production-day-2026-01-19.xlsx
PAL-2K8BTOOF,5/2 [2],Thon Emietté à l'Huile,3001,2026-01-19 18:34:17,production-day-2026-01-19.xlsx
PAL-A4QVQJ0E,5/2 [2],Thon Emietté à la Tomate,3001,2026-01-19 11:24:04,production-day-2026-01-19.xlsx
PAL-THCSS0CG,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-19 14:13:51,production-day-2026-01-19.xlsx
PAL-VKK2U8AJ,5/2 [1],Thon Entier à l'Huile,3001,2026-01-19 14:21:17,production-day-2026-01-19.xlsx
PAL-VVGSIX3V,400,Thon Emietté à la Tomate,3003,2026-01-19 13:21:05,production-day-2026-01-19.xlsx
PAL-YLS0IOBB,1/5,Thon Entier au Naturel,3003,2026-01-19 14:38:51,production-day-2026-01-19.xlsx
PAL-1G9CILUC,5/2 [2],Thon Entier à l'Huile,3001,2026-01-19 17:46:08,production-day-2026-01-19.xlsx
PAL-BFYHO39L,Manuel,Thon Emietté à la Tomate,3001,2026-01-19 16:19:47,production-day-2026-01-19.xlsx
PAL-FN9AGG0V,5/2 [2],Thon Entier à l'Huile,3001,2026-01-19 11:10:20,production-day-2026-01-19.xlsx
PAL-G2XPHW8E,5/2 [2],Thon Entier à l'Huile,3001,2026-01-19 18:05:09,production-day-2026-01-19.xlsx
PAL-3HVYSF52,5/2 [2],Thon Emietté à la Tomate,3002,2026-01-19 15:19:01,production-day-2026-01-19.xlsx
PAL-C015DVJG,5/2 [1],Thon en Morceaux au Naturel,3002,2026-01-19 16:26:13,production-day-2026-01-19.xlsx
PAL-EMG6OIC3,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-19 14:43:02,production-day-2026-01-19.xlsx
PAL-E45BTY3A,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-01-19 13:04:26,production-day-2026-01-19.xlsx
PAL-Y1J7DU0G,1/5,Thon Entier au Naturel,3001,2026-01-19 12:47:31,production-day-2026-01-19.xlsx
