palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-GA6RCGB9,Manuel,Thon Entier au Naturel,3001,2025-11-24 12:42:13,production-day-2025-11-24.xlsx
PAL-WD6JGD2C,400,Thon Emietté à l'Huile,3002,2025-11-24 13:06:30,production-day-2025-11-24.xlsx
PAL-NRD6R2P4,5/2 [2],Thon Emietté à la Tomate,3003,2025-11-24 10:44:42,production-day-2025-11-24.xlsx
PAL-9PEBKG7N,5/2 [1],Thon Emietté à l'Huile,3002,2025-11-24 13:46:19,production-day-2025-11-24.xlsx
PAL-BIJWGJ3Y,5/2 [2],Thon Entier au Naturel,3001,2025-11-24 15:07:17,production-day-2025-11-24.xlsx
PAL-JE6RHML6,5/2 [2],Thon en Morceaux à l'Huile,3001,2025-11-24 16:07:03,production-day-2025-11-24.xlsx
PAL-4L5ZEC0V,400,Thon en Morceaux au Naturel,3001,2025-11-24 16:19:23,production-day-2025-11-24.xlsx
PAL-4X2UX0O3,5/2 [2],Thon Entier au Naturel,3001,2025-11-24 12:05:22,production-day-2025-11-24.xlsx
PAL-HJPTJF4P,5/2 [2],Thon Emietté à l'Huile,3001,2025-11-24 12:58:52,production-day-2025-11-24.xlsx
PAL-Z47CHQOK,1/5,Thon Emietté à la Tomate,3003,2025-11-24 13:21:42,production-day-2025-11-24.xlsx
PAL-Y6SEK2IF,400,Thon Emietté à l'Huile,3003,2025-11-24 14:50:28,production-day-2025-11-24.xlsx
PAL-NSCS1J8M,5/2 [1],Thon Emietté à l'Huile,3002,2025-11-24 10:23:12,production-day-2025-11-24.xlsx
PAL-Z6N5LXH6,400,Thon en Morceaux au Naturel,3001,2025-11-24 10:38:59,production-day-2025-11-24.xlsx
PAL-CO7W7ECE,5/2 [1],Thon en Morceaux au Naturel,3002,2025-11-24 10:19:32,production-day-2025-11-24.xlsx
PAL-BURG0E0I,400,Thon en Morceaux à l'Huile,3001,2025-11-24 10:16:46,production-day-2025-11-24.xlsx
PAL-GG7OVYB8,Manuel,Thon en Morceaux au Naturel,3003,2025-11-24 10:49:19,production-day-2025-11-24.xlsx
PAL-EXNWT0QJ,5/2 [1],Thon en Morceaux à l'Huile,3003,2025-11-24 11:19:47,production-day-2025-11-24.xlsx
PAL-L0K2VMHX,1/5,Thon en Morceaux à l'Huile,3003,2025-11-24 19:04:22,production-day-2025-11-24.xlsx
PAL-0K43GBVT,1/5,Thon Entier au Naturel,3001,2025-11-24 15:10:07,production-day-2025-11-24.xlsx
PAL-N7QVHRPH,5/2 [1],Thon Emietté à la Tomate,3001,2025-11-24 16:11:30,production-day-2025-11-24.xlsx
PAL-UK6LMU25,5/2 [1],Thon en Morceaux à l'Huile,3002,2025-11-24 12:16:55,production-day-2025-11-24.xlsx
PAL-PI5W7YHP,Manuel,Thon Emietté à l'Huile,3001,2025-11-24 16:32:02,production-day-2025-11-24.xlsx
PAL-C3MNKZGM,5/2 [2],Thon en Morceaux au Naturel,3002,2025-11-24 18:05:16,production-day-2025-11-24.xlsx
