palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-PNHNXP40,5/2 [2],Thon Entier au Naturel,3003,2025-12-03 11:02:05,production-day-2025-12-03.xlsx
PAL-Q2ZSB8D7,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-03 13:22:12,production-day-2025-12-03.xlsx
PAL-JY1A6T30,1/5,Thon Entier à l'Huile,3001,2025-12-03 16:49:02,production-day-2025-12-03.xlsx
PAL-KLQ6DXBI,5/2 [1],Thon Entier au Naturel,3003,2025-12-03 18:12:33,production-day-2025-12-03.xlsx
PAL-PPLNIN2H,400,Thon Emietté à l'Huile,3001,2025-12-03 15:56:20,production-day-2025-12-03.xlsx
PAL-RAVIP6YV,Manuel,Thon en Morceaux à l'Huile,3003,2025-12-03 12:48:14,production-day-2025-12-03.xlsx
PAL-506Y5BAB,5/2 [2],Thon Entier à l'Huile,3002,2025-12-03 14:25:13,production-day-2025-12-03.xlsx
PAL-BD31Z3EQ,400,Thon Emietté à la Tomate,3002,2025-12-03 15:39:06,production-day-2025-12-03.xlsx
PAL-4PEE92NJ,1/5,Thon Emietté à la Tomate,3002,2025-12-03 13:44:46,production-day-2025-12-03.xlsx
PAL-CWHCC5DQ,5/2 [2],Thon Entier à l'Huile,3003,2025-12-03 12:48:00,production-day-2025-12-03.xlsx
PAL-YIM5TYXL,400,Thon Emietté à la Tomate,3003,2025-12-03 09:03:32,production-day-2025-12-03.xlsx
PAL-UQQLL4EY,1/5,Thon en Morceaux au Naturel,3002,2025-12-03 14:20:44,production-day-2025-12-03.xlsx
PAL-A8TBKFGD,Manuel,Thon Entier à l'Huile,3001,2025-12-03 13:41:56,production-day-2025-12-03.xlsx
PAL-95VW11TQ,5/2 [1],Thon Entier au Naturel,3001,2025-12-03 14:26:55,production-day-2025-12-03.xlsx
PAL-NJ0QCB0I,5/2 [1],Thon en Morceaux au Naturel,3001,2025-12-03 13:26:45,production-day-2025-12-03.xlsx
PAL-A76MMH3E,Manuel,Thon Entier au Naturel,3001,2025-12-03 15:06:32,production-day-2025-12-03.xlsx
PAL-0KFN8VRD,5/2 [1],Thon Emietté à la Tomate,3002,2025-12-03 18:57:38,production-day-2025-12-03.xlsx
PAL-SFPF5SM4,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-03 14:30:44,production-day-2025-12-03.xlsx
PAL-H49WQ8IX,5/2 [2],Thon Entier au Naturel,3001,2025-12-03 14:37:54,production-day-2025-12-03.xlsx
PAL-VQL9L4NU,5/2 [2],Thon Emietté à l'Huile,3002,2025-12-03 11:05:06,production-day-2025-12-03.xlsx
PAL-GJ9S3UWK,1/5,Thon en Morceaux au Naturel,3002,2025-12-03 12:16:26,production-day-2025-12-03.xlsx
PAL-S9LPB4EB,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-03 17:48:16,production-day-2025-12-03.xlsx
PAL-70Y86LPG,1/5,Thon Emietté à l'Huile,3001,2025-12-03 13:51:12,production-day-2025-12-03.xlsx
PAL-7EX7YCK3,5/2 [2],Thon en Morceaux à l'Huile,3001,2025-12-03 12:52:31,production-day-2025-12-03.xlsx
PAL-KLVR19M4,5/2 [1],Thon en Morceaux à l'Huile,3003,2025-12-03 17:34:55,production-day-2025-12-03.xlsx
PAL-HMPTRLS9,400,Thon Emietté à la Tomate,3003,2025-12-03 16:30:43,production-day-2025-12-03.xlsx
PAL-EYFV2IP2,5/2 [1],Thon Emietté à l'Huile,3001,2025-12-03 16:57:58,production-day-2025-12-03.xlsx
PAL-V0ZAZJQ3,5/2 [1],Thon en Morceaux à l'Huile,3002,2025-12-03 18:07:38,production-day-2025-12-03.xlsx
PAL-80T11KJM,1/5,Thon Entier à l'Huile,3003,2025-12-03 15:07:25,production-day-2025-12-03.xlsx
PAL-4880NTQS,5/2 [2],Thon Entier au Naturel,3002,2025-12-03 11:16:42,production-day-2025-12-03.xlsx
PAL-EZ1SLBXE,5/2 [2],Thon Entier au Naturel,3003,2025-12-03 13:51:08,production-day-2025-12-03.xlsx
PAL-4NSGOT5K,5/2 [2],Thon Entier à l'Huile,3001,2025-12-03 18:51:43,production-day-2025-12-03.xlsx
PAL-BJ5KK60N,5/2 [2],Thon Emietté à l'Huile,3002,2025-12-03 11:21:44,production-day-2025-12-03.xlsx
PAL-XGFS21GO,5/2 [1],Thon en Morceaux au Naturel,3002,2025-12-03 13:29:38,production-day-2025-12-03.xlsx
PAL-H2KP6VBB,5/2 [2],Thon en Morceaux à l'Huile,3002,2025-12-03 14:35:00,production-day-2025-12-03.xlsx
