palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-SVXXNXQI,5/2 [2],Thon Emietté à l'Huile,3002,2025-12-30 19:17:09,production-day-2025-12-30.xlsx
PAL-1CNCINGV,5/2 [1],Thon Entier au Naturel,3003,2025-12-30 14:45:05,production-day-2025-12-30.xlsx
PAL-0OE7UXOX,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-30 15:04:54,production-day-2025-12-30.xlsx
PAL-KVMBQLB7,Manuel,Thon en Morceaux à l'Huile,3002,2025-12-30 17:22:16,production-day-2025-12-30.xlsx
PAL-DGC3TJMK,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-30 13:44:15,production-day-2025-12-30.xlsx
PAL-V67ZS2QK,5/2 [2],Thon Emietté à la Tomate,3002,2025-12-30 14:02:28,production-day-2025-12-30.xlsx
PAL-4F52MG8Q,1/5,Thon en Morceaux à l'Huile,3003,2025-12-30 16:38:54,production-day-2025-12-30.xlsx
PAL-I0EY5GSL,400,Thon Entier à l'Huile,3003,2025-12-30 11:20:03,production-day-2025-12-30.xlsx
PAL-913ACS0F,5/2 [2],Thon Emietté à la Tomate,3003,2025-12-30 13:42:32,production-day-2025-12-30.xlsx
PAL-JBIPM4NR,5/2 [2],Thon Entier au Naturel,3001,2025-12-30 17:17:28,production-day-2025-12-30.xlsx
PAL-W74JJ3YF,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-30 15:58:34,production-day-2025-12-30.xlsx
PAL-1DAX1NRE,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-30 12:09:29,production-day-2025-12-30.xlsx
PAL-VZ93G8AJ,Manuel,Thon en Morceaux au Naturel,3002,2025-12-30 12:31:05,production-day-2025-12-30.xlsx
PAL-5IVK09ZX,5/2 [2],Thon Entier au Naturel,3003,2025-12-30 12:18:12,production-day-2025-12-30.xlsx
PAL-914X3OSL,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-30 13:04:25,production-day-2025-12-30.xlsx
PAL-GVCWTYRV,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-30 11:57:01,production-day-2025-12-30.xlsx
PAL-N7MEBED9,5/2 [1],Thon Entier au Naturel,3003,2025-12-30 14:34:55,production-day-2025-12-30.xlsx
PAL-39V4V14Q,1/5,Thon Entier au Naturel,3003,2025-12-30 13:27:20,production-day-2025-12-30.xlsx
PAL-Z83NAN4V,5/2 [2],Thon Entier au Naturel,3003,2025-12-30 16:14:33,production-day-2025-12-30.xlsx
PAL-8BCDR3X7,400,Thon Emietté à la Tomate,3002,2025-12-30 13:36:14,production-day-2025-12-30.xlsx
PAL-9660E3X7,5/2 [2],Thon Entier à l'Huile,3001,2025-12-30 13:56:29,production-day-2025-12-30.xlsx
PAL-5W2Q28QD,Manuel,Thon Entier à l'Huile,3001,2025-12-30 17:29:53,production-day-2025-12-30.xlsx
PAL-NXBRCD2Z,5/2 [1],Thon Emietté à la Tomate,3001,2025-12-30 13:42:49,production-day-2025-12-30.xlsx
PAL-GFMF927S,5/2 [1],Thon Emietté à la Tomate,3003,2025-12-30 16:10:16,production-day-2025-12-30.xlsx
