parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-577,1,CB Simple parage,274.33,D,13,2025-12-15 06:45:55,2025-12-15 15:31:38,SENT_TO_LIGNE,1001,2004,2003,2005,2001,production-day-2025-12-15.xlsx
PRG-676,2,Miette,318.52,I,7,2025-12-15 09:43:58,2025-12-15 17:13:01,SENT_TO_LIGNE,1003,2002,2004,2002,2005,production-day-2025-12-15.xlsx
PRG-906,3,CB Simple parage,206.17,G,36,2025-12-15 09:33:43,2025-12-15 13:24:58,SENT_TO_LIGNE,1001,2001,2001,2001,2003,production-day-2025-12-15.xlsx
PRG-386,4,CB Simple parage,238.58,G,6,2025-12-15 06:57:34,2025-12-15 12:31:46,SENT_TO_LIGNE,1001,2003,2004,2003,2005,production-day-2025-12-15.xlsx
PRG-815,5,CB Simple parage,384.0,G,21,2025-12-15 08:11:46,2025-12-15 17:54:10,SENT_TO_LIGNE,1003,2002,2001,2004,2001,production-day-2025-12-15.xlsx
PRG-391,6,CB Simple parage,335.49,C,24,2025-12-15 06:35:39,2025-12-15 10:04:11,SENT_TO_LIGNE,1001,2004,2004,2005,2002,production-day-2025-12-15.xlsx
PRG-176,7,Morcelé,357.73,F,14,2025-12-15 07:40:35,2025-12-15 10:12:22,SENT_TO_LIGNE,1002,2004,2002,2003,2003,production-day-2025-12-15.xlsx
PRG-214,8,CB Simple parage,319.71,D,16,2025-12-15 07:29:05,2025-12-15 13:08:54,SENT_TO_LIGNE,1002,2004,2001,2003,2001,production-day-2025-12-15.xlsx
PRG-916,9,CB Double parage,261.18,E,10,2025-12-15 07:40:27,2025-12-15 12:25:56,SENT_TO_LIGNE,1001,2002,2005,2003,2004,production-day-2025-12-15.xlsx
PRG-545,10,Longe précuit,413.35,I,16,2025-12-15 06:24:05,2025-12-15 12:06:00,SENT_TO_LIGNE,1003,2003,2002,2001,2002,production-day-2025-12-15.xlsx
PRG-182,11,CT simple parage,327.2,B,21,2025-12-15 08:07:41,2025-12-15 13:29:45,SENT_TO_LIGNE,1001,2004,2003,2005,2005,production-day-2025-12-15.xlsx
PRG-979,12,CB Double parage,399.54,B,25,2025-12-15 06:37:46,2025-12-15 16:05:21,SENT_TO_LIGNE,1003,2002,2001,2004,2004,production-day-2025-12-15.xlsx
PRG-474,13,CB Simple parage,385.18,I,24,2025-12-15 08:38:44,2025-12-15 13:54:24,SENT_TO_LIGNE,1002,2002,2001,2002,2004,production-day-2025-12-15.xlsx
PRG-396,14,CB Double parage,420.53,C,17,2025-12-15 09:32:23,2025-12-15 14:04:32,SENT_TO_LIGNE,1003,2001,2005,2001,2005,production-day-2025-12-15.xlsx
PRG-582,15,CB Simple parage,332.08,B,17,2025-12-15 07:49:09,2025-12-15 12:32:37,SENT_TO_LIGNE,1003,2001,2001,2005,2002,production-day-2025-12-15.xlsx
PRG-196,16,Morcelé,328.53,B,14,2025-12-15 06:38:18,2025-12-15 10:13:25,SENT_TO_LIGNE,1001,2003,2005,2005,2005,production-day-2025-12-15.xlsx
