palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-P86VFP0C,Manuel,Thon Entier à l'Huile,3003,2026-02-06 13:03:37,production-day-2026-02-06.xlsx
PAL-B9Q75CVK,1/5,Thon en Morceaux à l'Huile,3002,2026-02-06 15:19:35,production-day-2026-02-06.xlsx
PAL-UH8RKMH9,5/2 [2],Thon Emietté à la Tomate,3003,2026-02-06 17:06:47,production-day-2026-02-06.xlsx
PAL-5HXKZNZL,5/2 [2],Thon Entier à l'Huile,3003,2026-02-06 16:45:13,production-day-2026-02-06.xlsx
PAL-YSXXGPD7,400,Thon Emietté à la Tomate,3001,2026-02-06 15:20:48,production-day-2026-02-06.xlsx
PAL-XWZS7NBO,5/2 [1],Thon en Morceaux au Naturel,3001,2026-02-06 12:32:51,production-day-2026-02-06.xlsx
PAL-GW3OIGET,5/2 [2],Thon Entier au Naturel,3001,2026-02-06 14:37:08,production-day-2026-02-06.xlsx
PAL-8OWVNPII,5/2 [1],Thon Entier à l'Huile,3001,2026-02-06 13:48:39,production-day-2026-02-06.xlsx
PAL-SPAJ2KKG,400,Thon Emietté à l'Huile,3003,2026-02-06 10:26:42,production-day-2026-02-06.xlsx
PAL-29XQYA5A,5/2 [1],Thon Entier à l'Huile,3003,2026-02-06 12:38:11,production-day-2026-02-06.xlsx
PAL-HMJG8Q4C,1/5,Thon Entier au Naturel,3003,2026-02-06 13:15:48,production-day-2026-02-06.xlsx
PAL-C50WENT2,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-02-06 11:44:13,production-day-2026-02-06.xlsx
PAL-8X1C0HXH,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-06 15:51:49,production-day-2026-02-06.xlsx
PAL-ZSGWTU9G,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-06 12:40:02,production-day-2026-02-06.xlsx
PAL-4C6L5X5Q,5/2 [1],Thon Entier à l'Huile,3001,2026-02-06 12:02:51,production-day-2026-02-06.xlsx
PAL-T2FK5LXF,Manuel,Thon Emietté à l'Huile,3002,2026-02-06 13:36:27,production-day-2026-02-06.xlsx
PAL-7I7WB2ND,400,Thon Entier au Naturel,3003,2026-02-06 11:57:56,production-day-2026-02-06.xlsx
PAL-MEO3CW5T,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-06 18:03:00,production-day-2026-02-06.xlsx
PAL-MP9CJU5L,5/2 [1],Thon Entier au Naturel,3001,2026-02-06 14:43:19,production-day-2026-02-06.xlsx
PAL-SQEIOTA9,5/2 [2],Thon Entier au Naturel,3002,2026-02-06 15:23:28,production-day-2026-02-06.xlsx
PAL-604XD046,5/2 [2],Thon Entier à l'Huile,3003,2026-02-06 15:26:53,production-day-2026-02-06.xlsx
PAL-12MBSC6S,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-02-06 12:03:41,production-day-2026-02-06.xlsx
PAL-YD5JTSBK,5/2 [1],Thon Entier à l'Huile,3003,2026-02-06 16:05:03,production-day-2026-02-06.xlsx
PAL-6K9Q9MK5,Manuel,Thon Entier au Naturel,3002,2026-02-06 16:58:29,production-day-2026-02-06.xlsx
