palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-FP6DZP59,5/2 [1],Thon Entier à l'Huile,3001,2026-02-05 12:00:48,production-day-2026-02-05.xlsx
PAL-WPH1V7L2,5/2 [1],Thon en Morceaux au Naturel,3003,2026-02-05 15:03:36,production-day-2026-02-05.xlsx
PAL-QPT768AC,5/2 [1],Thon en Morceaux au Naturel,3001,2026-02-05 16:47:34,production-day-2026-02-05.xlsx
PAL-JUEBJK0M,5/2 [2],Thon Entier à l'Huile,3002,2026-02-05 11:51:26,production-day-2026-02-05.xlsx
PAL-IKAJQ5UM,5/2 [2],Thon Entier à l'Huile,3001,2026-02-05 14:35:56,production-day-2026-02-05.xlsx
PAL-9GK71OLQ,400,Thon Emietté à la Tomate,3001,2026-02-05 14:16:18,production-day-2026-02-05.xlsx
PAL-MF8YXFCS,5/2 [2],Thon Entier au Naturel,3002,2026-02-05 12:38:28,production-day-2026-02-05.xlsx
PAL-36UVB31U,1/5,Thon Entier à l'Huile,3002,2026-02-05 19:44:36,production-day-2026-02-05.xlsx
PAL-EDJEE8AF,Manuel,Thon en Morceaux au Naturel,3002,2026-02-05 16:19:30,production-day-2026-02-05.xlsx
PAL-TDWQBJQ1,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-05 09:27:39,production-day-2026-02-05.xlsx
PAL-MOZ67LR5,5/2 [1],Thon Emietté à la Tomate,3002,2026-02-05 14:30:53,production-day-2026-02-05.xlsx
PAL-H0P517O0,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-05 18:53:33,production-day-2026-02-05.xlsx
PAL-C4POHA89,400,Thon Emietté à l'Huile,3003,2026-02-05 14:30:02,production-day-2026-02-05.xlsx
PAL-JK4AA9MY,5/2 [1],Thon Entier au Naturel,3001,2026-02-05 16:37:54,production-day-2026-02-05.xlsx
PAL-PR9LU7VD,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-05 13:12:04,production-day-2026-02-05.xlsx
PAL-KIACLG42,1/5,Thon Entier au Naturel,3001,2026-02-05 12:06:27,production-day-2026-02-05.xlsx
PAL-9RSHEVU7,400,Thon en Morceaux au Naturel,3003,2026-02-05 15:28:54,production-day-2026-02-05.xlsx
PAL-5HP1ESSZ,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-05 10:20:32,production-day-2026-02-05.xlsx
PAL-8C04Z8RP,5/2 [2],Thon en Morceaux au Naturel,3002,2026-02-05 16:21:46,production-day-2026-02-05.xlsx
PAL-D5ZT7JQK,400,Thon en Morceaux au Naturel,3001,2026-02-05 09:15:47,production-day-2026-02-05.xlsx
PAL-M8FO77TN,5/2 [2],Thon Entier au Naturel,3003,2026-02-05 11:05:43,production-day-2026-02-05.xlsx
PAL-4AWJ9KYZ,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-02-05 18:23:30,production-day-2026-02-05.xlsx
PAL-Y0Y4ZGOA,5/2 [1],Thon Entier au Naturel,3002,2026-02-05 13:45:57,production-day-2026-02-05.xlsx
PAL-CAUK6XIZ,400,Thon Emietté à l'Huile,3001,2026-02-05 15:31:25,production-day-2026-02-05.xlsx
PAL-Y6XKTIWQ,5/2 [2],Thon Entier au Naturel,3003,2026-02-05 13:26:17,production-day-2026-02-05.xlsx
PAL-KL0U4XVI,5/2 [2],Thon Emietté à l'Huile,3003,2026-02-05 14:24:16,production-day-2026-02-05.xlsx
PAL-64ELJGGC,Manuel,Thon Entier à l'Huile,3001,2026-02-05 11:40:14,production-day-2026-02-05.xlsx
PAL-HP0S0KNJ,400,Thon Entier à l'Huile,3003,2026-02-05 15:52:04,production-day-2026-02-05.xlsx
PAL-5H5GBA1L,400,Thon en Morceaux à l'Huile,3003,2026-02-05 15:41:53,production-day-2026-02-05.xlsx
PAL-V5HYBFQ4,400,Thon en Morceaux à l'Huile,3003,2026-02-05 15:28:32,production-day-2026-02-05.xlsx
PAL-HHN2T974,400,Thon Emietté à la Tomate,3003,2026-02-05 13:17:04,production-day-2026-02-05.xlsx
PAL-3ALF4D37,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-02-05 16:42:46,production-day-2026-02-05.xlsx
PAL-0N7CSF7S,5/2 [1],Thon Emietté à l'Huile,3003,2026-02-05 14:01:15,production-day-2026-02-05.xlsx
PAL-15TQ3RBB,5/2 [1],Thon Emietté à la Tomate,3002,2026-02-05 17:28:53,production-day-2026-02-05.xlsx
PAL-W1B7LFB7,5/2 [2],Thon Entier à l'Huile,3002,2026-02-05 16:32:56,production-day-2026-02-05.xlsx
PAL-NYPB9DJA,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-05 09:57:58,production-day-2026-02-05.xlsx
