parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-743,1,CT simple parage,406.63,G,3,2025-12-17 08:57:49,2025-12-17 11:29:10,SENT_TO_LIGNE,1001,2005,2001,2003,2004,production-day-2025-12-17.xlsx
PRG-421,2,CB Simple parage,425.02,C,11,2025-12-17 06:30:29,2025-12-17 12:45:26,SENT_TO_LIGNE,1001,2004,2001,2001,2002,production-day-2025-12-17.xlsx
PRG-780,3,Longe précuit,226.56,I,19,2025-12-17 07:19:02,2025-12-17 14:22:40,SENT_TO_LIGNE,1003,2001,2004,2002,2003,production-day-2025-12-17.xlsx
PRG-692,4,CB Double parage,267.39,C,7,2025-12-17 09:49:44,2025-12-17 18:02:49,SENT_TO_LIGNE,1001,2003,2001,2003,2004,production-day-2025-12-17.xlsx
PRG-676,5,Miette,396.14,A,27,2025-12-17 08:55:22,2025-12-17 13:24:44,SENT_TO_LIGNE,1003,2002,2005,2001,2005,production-day-2025-12-17.xlsx
PRG-196,6,CB Simple parage,354.44,D,25,2025-12-17 07:56:45,2025-12-17 16:09:21,SENT_TO_LIGNE,1001,2003,2005,2002,2004,production-day-2025-12-17.xlsx
PRG-990,7,Miette,210.97,C,36,2025-12-17 06:07:43,2025-12-17 10:02:50,SENT_TO_LIGNE,1002,2002,2004,2001,2002,production-day-2025-12-17.xlsx
PRG-398,8,Longe précuit,183.03,D,26,2025-12-17 09:21:11,2025-12-17 15:45:13,SENT_TO_LIGNE,1001,2005,2003,2003,2003,production-day-2025-12-17.xlsx
PRG-961,9,Miette,187.17,D,9,2025-12-17 08:21:47,2025-12-17 17:53:04,SENT_TO_LIGNE,1001,2004,2001,2005,2002,production-day-2025-12-17.xlsx
PRG-862,10,CT simple parage,430.6,D,15,2025-12-17 06:54:51,2025-12-17 13:10:18,SENT_TO_LIGNE,1001,2002,2002,2001,2004,production-day-2025-12-17.xlsx
PRG-927,11,CB Double parage,239.82,H,6,2025-12-17 09:08:14,2025-12-17 11:42:14,SENT_TO_LIGNE,1001,2001,2005,2001,2004,production-day-2025-12-17.xlsx
PRG-750,12,CB Simple parage,397.14,D,1,2025-12-17 08:39:49,2025-12-17 15:17:23,SENT_TO_LIGNE,1002,2005,2003,2003,2004,production-day-2025-12-17.xlsx
PRG-415,13,CB Simple parage,447.54,C,18,2025-12-17 08:42:56,2025-12-17 12:41:01,SENT_TO_LIGNE,1003,2001,2004,2002,2004,production-day-2025-12-17.xlsx
PRG-525,14,CB Simple parage,182.86,G,25,2025-12-17 08:47:02,2025-12-17 17:57:24,SENT_TO_LIGNE,1001,2002,2004,2003,2005,production-day-2025-12-17.xlsx
PRG-160,15,CT simple parage,263.99,D,12,2025-12-17 06:54:35,2025-12-17 13:40:07,SENT_TO_LIGNE,1001,2005,2004,2003,2005,production-day-2025-12-17.xlsx
PRG-603,16,Longe précuit,253.86,F,24,2025-12-17 06:39:58,2025-12-17 09:58:10,SENT_TO_LIGNE,1003,2005,2003,2005,2005,production-day-2025-12-17.xlsx
PRG-153,17,CB Double parage,441.6,E,28,2025-12-17 08:04:03,2025-12-17 17:34:59,SENT_TO_LIGNE,1001,2002,2004,2005,2002,production-day-2025-12-17.xlsx
PRG-912,18,CB Double parage,411.93,I,14,2025-12-17 07:37:48,2025-12-17 13:44:09,SENT_TO_LIGNE,1002,2003,2002,2002,2003,production-day-2025-12-17.xlsx
PRG-291,19,CB Double parage,311.58,A,5,2025-12-17 06:03:02,2025-12-17 10:15:14,SENT_TO_LIGNE,1001,2002,2003,2004,2005,production-day-2025-12-17.xlsx
