palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-I9IDN2SJ,400,Thon Entier au Naturel,3003,2026-02-19 16:47:03,production-day-2026-02-19.xlsx
PAL-OGYF7QFL,Manuel,Thon Emietté à l'Huile,3001,2026-02-19 15:18:40,production-day-2026-02-19.xlsx
PAL-3X7NLQN3,400,Thon en Morceaux au Naturel,3003,2026-02-19 14:21:16,production-day-2026-02-19.xlsx
PAL-ATVNZF04,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-19 14:46:53,production-day-2026-02-19.xlsx
PAL-TI4CWL8B,5/2 [2],Thon Entier au Naturel,3003,2026-02-19 12:37:55,production-day-2026-02-19.xlsx
PAL-YA5RC7UK,5/2 [2],Thon Emietté à la Tomate,3001,2026-02-19 12:02:24,production-day-2026-02-19.xlsx
PAL-VCIRYTSG,5/2 [2],Thon Emietté à la Tomate,3003,2026-02-19 12:10:59,production-day-2026-02-19.xlsx
PAL-HZTUEDPO,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-19 15:52:47,production-day-2026-02-19.xlsx
PAL-1UUX08AR,1/5,Thon Entier au Naturel,3002,2026-02-19 16:19:54,production-day-2026-02-19.xlsx
PAL-6O4RPMCI,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-02-19 15:37:44,production-day-2026-02-19.xlsx
PAL-FR5LS971,5/2 [1],Thon Emietté à l'Huile,3003,2026-02-19 13:44:34,production-day-2026-02-19.xlsx
PAL-ZXML4X2Y,1/5,Thon Emietté à l'Huile,3002,2026-02-19 11:38:00,production-day-2026-02-19.xlsx
PAL-3KGI8UJN,5/2 [2],Thon Emietté à la Tomate,3001,2026-02-19 10:35:21,production-day-2026-02-19.xlsx
PAL-D4LZCDN4,5/2 [1],Thon Entier au Naturel,3003,2026-02-19 16:08:28,production-day-2026-02-19.xlsx
PAL-2WR8D9YP,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-02-19 16:08:41,production-day-2026-02-19.xlsx
PAL-4FG7CK7U,400,Thon Emietté à la Tomate,3003,2026-02-19 15:51:30,production-day-2026-02-19.xlsx
PAL-9RS9MAI3,5/2 [2],Thon Emietté à l'Huile,3001,2026-02-19 14:10:00,production-day-2026-02-19.xlsx
PAL-B6AGFLNO,1/5,Thon Entier à l'Huile,3001,2026-02-19 11:56:13,production-day-2026-02-19.xlsx
PAL-9ALGUIC9,400,Thon Entier à l'Huile,3003,2026-02-19 16:30:05,production-day-2026-02-19.xlsx
PAL-S421PLQC,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-19 17:37:10,production-day-2026-02-19.xlsx
PAL-4SJQRDNQ,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-02-19 14:50:07,production-day-2026-02-19.xlsx
PAL-ZWDZN55J,1/5,Thon Entier au Naturel,3001,2026-02-19 15:21:28,production-day-2026-02-19.xlsx
PAL-6C58D202,1/5,Thon Entier au Naturel,3002,2026-02-19 16:56:44,production-day-2026-02-19.xlsx
