parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-524,1,Morcelé,304.35,A,10,2025-11-25 06:59:15,2025-11-25 12:36:49,SENT_TO_LIGNE,1001,2001,2005,2002,2005,production-day-2025-11-25.xlsx
PRG-314,2,Miette,221.6,A,3,2025-11-25 08:03:29,2025-11-25 15:42:44,SENT_TO_LIGNE,1001,2004,2004,2002,2002,production-day-2025-11-25.xlsx
PRG-415,3,CB Simple parage,290.97,C,21,2025-11-25 09:29:57,2025-11-25 17:35:07,SENT_TO_LIGNE,1001,2005,2003,2001,2004,production-day-2025-11-25.xlsx
PRG-777,4,Miette,206.37,G,31,2025-11-25 06:25:34,2025-11-25 09:31:13,SENT_TO_LIGNE,1003,2001,2004,2003,2003,production-day-2025-11-25.xlsx
PRG-309,5,Longe précuit,430.09,A,15,2025-11-25 07:41:52,2025-11-25 09:52:42,SENT_TO_LIGNE,1002,2004,2004,2004,2001,production-day-2025-11-25.xlsx
PRG-224,6,CB Simple parage,281.73,E,5,2025-11-25 06:33:26,2025-11-25 12:26:48,SENT_TO_LIGNE,1001,2001,2003,2005,2002,production-day-2025-11-25.xlsx
PRG-687,7,CB Simple parage,429.49,B,24,2025-11-25 06:42:55,2025-11-25 10:57:36,SENT_TO_LIGNE,1001,2005,2003,2004,2003,production-day-2025-11-25.xlsx
PRG-158,8,Miette,258.16,H,16,2025-11-25 08:26:46,2025-11-25 12:08:27,SENT_TO_LIGNE,1003,2002,2003,2001,2002,production-day-2025-11-25.xlsx
PRG-634,9,Longe précuit,278.99,D,5,2025-11-25 07:22:26,2025-11-25 12:19:37,SENT_TO_LIGNE,1001,2004,2001,2002,2003,production-day-2025-11-25.xlsx
PRG-842,10,CB Simple parage,405.73,I,28,2025-11-25 08:02:47,2025-11-25 14:57:38,SENT_TO_LIGNE,1002,2001,2003,2002,2003,production-day-2025-11-25.xlsx
PRG-696,11,CB Simple parage,300.18,C,6,2025-11-25 09:13:10,2025-11-25 17:11:31,SENT_TO_LIGNE,1002,2005,2003,2004,2001,production-day-2025-11-25.xlsx
PRG-907,12,CB Simple parage,208.46,G,12,2025-11-25 09:26:52,2025-11-25 14:56:36,SENT_TO_LIGNE,1003,2001,2001,2005,2002,production-day-2025-11-25.xlsx
PRG-531,13,CB Double parage,416.5,E,29,2025-11-25 06:10:20,2025-11-25 14:45:34,SENT_TO_LIGNE,1003,2001,2002,2004,2001,production-day-2025-11-25.xlsx
PRG-791,14,CB Simple parage,224.09,C,12,2025-11-25 06:20:51,2025-11-25 13:07:15,SENT_TO_LIGNE,1001,2002,2001,2004,2002,production-day-2025-11-25.xlsx
PRG-894,15,Miette,226.71,E,3,2025-11-25 06:56:57,2025-11-25 09:45:04,SENT_TO_LIGNE,1001,2004,2003,2003,2005,production-day-2025-11-25.xlsx
PRG-170,16,CT simple parage,291.57,G,35,2025-11-25 09:19:51,2025-11-25 12:29:18,SENT_TO_LIGNE,1002,2002,2005,2005,2001,production-day-2025-11-25.xlsx
PRG-313,17,CB Simple parage,358.25,H,17,2025-11-25 07:08:24,2025-11-25 10:06:53,SENT_TO_LIGNE,1001,2004,2004,2002,2005,production-day-2025-11-25.xlsx
PRG-784,18,CB Simple parage,231.54,H,29,2025-11-25 07:06:05,2025-11-25 15:16:51,SENT_TO_LIGNE,1002,2004,2002,2004,2002,production-day-2025-11-25.xlsx
PRG-928,19,Longe précuit,336.63,G,36,2025-11-25 09:07:30,2025-11-25 15:53:38,SENT_TO_LIGNE,1003,2005,2005,2003,2001,production-day-2025-11-25.xlsx
PRG-172,20,CB Simple parage,209.31,G,34,2025-11-25 06:26:15,2025-11-25 13:48:13,SENT_TO_LIGNE,1002,2002,2003,2002,2002,production-day-2025-11-25.xlsx
PRG-984,21,CB Double parage,325.37,A,24,2025-11-25 06:17:59,2025-11-25 09:08:40,SENT_TO_LIGNE,1003,2005,2003,2001,2005,production-day-2025-11-25.xlsx
PRG-129,22,CB Double parage,436.28,I,2,2025-11-25 07:27:59,2025-11-25 11:50:01,SENT_TO_LIGNE,1003,2002,2003,2003,2002,production-day-2025-11-25.xlsx
PRG-338,23,Longe précuit,275.22,F,34,2025-11-25 06:20:34,2025-11-25 14:17:42,SENT_TO_LIGNE,1001,2002,2005,2005,2001,production-day-2025-11-25.xlsx
PRG-518,24,CB Simple parage,290.94,A,3,2025-11-25 09:38:37,2025-11-25 11:51:39,SENT_TO_LIGNE,1002,2005,2002,2005,2004,production-day-2025-11-25.xlsx
PRG-174,25,CB Simple parage,254.26,A,19,2025-11-25 09:29:57,2025-11-25 14:18:51,SENT_TO_LIGNE,1002,2002,2004,2005,2005,production-day-2025-11-25.xlsx
PRG-350,26,CB Simple parage,382.8,E,28,2025-11-25 06:06:20,2025-11-25 12:06:39,SENT_TO_LIGNE,1003,2004,2004,2002,2003,production-day-2025-11-25.xlsx
PRG-343,27,CB Double parage,185.43,H,20,2025-11-25 08:57:00,2025-11-25 13:49:34,SENT_TO_LIGNE,1003,2004,2003,2005,2003,production-day-2025-11-25.xlsx
