parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-673,1,CB Simple parage,287.96,I,32,2025-12-26 09:58:49,2025-12-26 18:12:49,SENT_TO_LIGNE,1003,2001,2003,2004,2004,production-day-2025-12-26.xlsx
PRG-436,2,CB Simple parage,328.97,C,14,2025-12-26 07:11:21,2025-12-26 12:31:24,SENT_TO_LIGNE,1002,2003,2003,2002,2002,production-day-2025-12-26.xlsx
PRG-596,3,CB Double parage,216.84,F,7,2025-12-26 08:00:24,2025-12-26 16:20:59,SENT_TO_LIGNE,1003,2001,2001,2004,2004,production-day-2025-12-26.xlsx
PRG-241,4,CB Simple parage,320.84,A,25,2025-12-26 06:32:08,2025-12-26 10:46:37,SENT_TO_LIGNE,1001,2002,2005,2004,2001,production-day-2025-12-26.xlsx
PRG-700,5,CB Double parage,282.99,H,13,2025-12-26 07:10:00,2025-12-26 16:24:13,SENT_TO_LIGNE,1003,2003,2004,2003,2001,production-day-2025-12-26.xlsx
PRG-902,6,CB Simple parage,314.59,F,21,2025-12-26 09:36:55,2025-12-26 14:50:25,SENT_TO_LIGNE,1002,2005,2002,2002,2003,production-day-2025-12-26.xlsx
PRG-207,7,CB Simple parage,365.93,E,7,2025-12-26 06:02:47,2025-12-26 14:37:47,SENT_TO_LIGNE,1001,2001,2005,2003,2004,production-day-2025-12-26.xlsx
PRG-512,8,Morcelé,395.06,H,29,2025-12-26 07:59:11,2025-12-26 11:20:04,SENT_TO_LIGNE,1003,2001,2003,2001,2001,production-day-2025-12-26.xlsx
PRG-534,9,CB Simple parage,302.72,B,17,2025-12-26 08:38:36,2025-12-26 17:45:35,SENT_TO_LIGNE,1002,2004,2004,2003,2003,production-day-2025-12-26.xlsx
PRG-858,10,CT simple parage,374.55,D,8,2025-12-26 08:03:58,2025-12-26 10:20:12,SENT_TO_LIGNE,1001,2002,2001,2004,2004,production-day-2025-12-26.xlsx
PRG-190,11,CB Simple parage,349.9,I,10,2025-12-26 07:42:19,2025-12-26 16:41:00,SENT_TO_LIGNE,1001,2002,2005,2002,2005,production-day-2025-12-26.xlsx
PRG-777,12,CB Double parage,251.87,D,31,2025-12-26 06:56:41,2025-12-26 14:38:09,SENT_TO_LIGNE,1003,2001,2004,2004,2003,production-day-2025-12-26.xlsx
PRG-895,13,CB Double parage,388.19,G,3,2025-12-26 06:02:40,2025-12-26 10:54:55,SENT_TO_LIGNE,1002,2002,2005,2004,2004,production-day-2025-12-26.xlsx
PRG-716,14,CB Simple parage,295.64,E,3,2025-12-26 08:09:48,2025-12-26 11:40:38,SENT_TO_LIGNE,1001,2002,2001,2004,2004,production-day-2025-12-26.xlsx
PRG-583,15,CT simple parage,377.46,H,27,2025-12-26 09:56:41,2025-12-26 13:40:24,SENT_TO_LIGNE,1001,2003,2002,2001,2002,production-day-2025-12-26.xlsx
PRG-793,16,CB Double parage,362.39,F,7,2025-12-26 09:47:25,2025-12-26 14:47:18,SENT_TO_LIGNE,1003,2005,2001,2005,2004,production-day-2025-12-26.xlsx
PRG-902,17,Morcelé,410.21,A,5,2025-12-26 08:58:30,2025-12-26 16:22:15,SENT_TO_LIGNE,1003,2003,2003,2004,2003,production-day-2025-12-26.xlsx
PRG-162,18,Longe précuit,249.77,G,35,2025-12-26 08:07:12,2025-12-26 11:45:36,SENT_TO_LIGNE,1001,2005,2003,2003,2005,production-day-2025-12-26.xlsx
PRG-117,19,CB Simple parage,273.65,A,4,2025-12-26 09:39:16,2025-12-26 12:23:14,SENT_TO_LIGNE,1003,2002,2003,2005,2005,production-day-2025-12-26.xlsx
PRG-795,20,Miette,198.41,G,20,2025-12-26 09:22:24,2025-12-26 13:12:06,SENT_TO_LIGNE,1002,2005,2002,2002,2001,production-day-2025-12-26.xlsx
PRG-129,21,Miette,311.57,E,32,2025-12-26 08:38:53,2025-12-26 17:56:26,SENT_TO_LIGNE,1001,2001,2003,2002,2001,production-day-2025-12-26.xlsx
PRG-983,22,CT simple parage,408.51,C,20,2025-12-26 09:03:43,2025-12-26 16:58:19,SENT_TO_LIGNE,1001,2002,2001,2004,2005,production-day-2025-12-26.xlsx
PRG-694,23,Miette,362.65,B,17,2025-12-26 07:03:48,2025-12-26 13:06:34,SENT_TO_LIGNE,1002,2003,2001,2001,2005,production-day-2025-12-26.xlsx
PRG-703,24,Morcelé,403.69,I,24,2025-12-26 08:45:11,2025-12-26 15:24:21,SENT_TO_LIGNE,1003,2005,2001,2002,2002,production-day-2025-12-26.xlsx
PRG-576,25,CB Double parage,377.02,F,30,2025-12-26 06:27:40,2025-12-26 12:53:26,SENT_TO_LIGNE,1003,2005,2001,2001,2004,production-day-2025-12-26.xlsx
PRG-745,26,CB Simple parage,386.84,A,20,2025-12-26 06:48:18,2025-12-26 09:46:19,SENT_TO_LIGNE,1002,2002,2001,2005,2001,production-day-2025-12-26.xlsx
PRG-827,27,Morcelé,241.75,D,11,2025-12-26 08:01:59,2025-12-26 13:37:39,SENT_TO_LIGNE,1002,2004,2003,2004,2003,production-day-2025-12-26.xlsx
PRG-232,28,CT simple parage,423.23,E,22,2025-12-26 08:07:13,2025-12-26 10:52:39,SENT_TO_LIGNE,1001,2002,2003,2003,2004,production-day-2025-12-26.xlsx
PRG-926,29,Longe précuit,242.58,E,17,2025-12-26 06:58:08,2025-12-26 09:04:43,SENT_TO_LIGNE,1002,2004,2004,2001,2003,production-day-2025-12-26.xlsx
