palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-0283ATM9,1/5,Thon Emietté à l'Huile,3002,2025-11-20 17:56:01,production-day-2025-11-20.xlsx
PAL-C35FQLGK,5/2 [1],Thon Emietté à la Tomate,3002,2025-11-20 11:08:35,production-day-2025-11-20.xlsx
PAL-LKECO2TO,5/2 [1],Thon Emietté à l'Huile,3002,2025-11-20 12:21:04,production-day-2025-11-20.xlsx
PAL-JXRTVPI3,5/2 [1],Thon Emietté à l'Huile,3003,2025-11-20 12:57:38,production-day-2025-11-20.xlsx
PAL-R773XSTT,Manuel,Thon en Morceaux au Naturel,3003,2025-11-20 17:01:00,production-day-2025-11-20.xlsx
PAL-86607KR9,1/5,Thon Emietté à la Tomate,3003,2025-11-20 10:08:16,production-day-2025-11-20.xlsx
PAL-RGUT26P5,1/5,Thon en Morceaux au Naturel,3002,2025-11-20 10:36:05,production-day-2025-11-20.xlsx
PAL-KF95EPWY,400,Thon en Morceaux à l'Huile,3001,2025-11-20 14:53:24,production-day-2025-11-20.xlsx
PAL-MRTC4MQJ,5/2 [2],Thon en Morceaux à l'Huile,3002,2025-11-20 19:12:52,production-day-2025-11-20.xlsx
PAL-128BHT4B,5/2 [2],Thon en Morceaux à l'Huile,3001,2025-11-20 11:53:26,production-day-2025-11-20.xlsx
PAL-EV2YDQXY,1/5,Thon Entier au Naturel,3002,2025-11-20 14:37:52,production-day-2025-11-20.xlsx
PAL-5G92R1EG,5/2 [2],Thon Emietté à l'Huile,3001,2025-11-20 17:00:21,production-day-2025-11-20.xlsx
PAL-NEC6VHGZ,5/2 [1],Thon en Morceaux au Naturel,3003,2025-11-20 18:36:06,production-day-2025-11-20.xlsx
PAL-163G8C1E,5/2 [2],Thon Entier à l'Huile,3003,2025-11-20 16:39:47,production-day-2025-11-20.xlsx
PAL-YZN2TGOT,5/2 [1],Thon en Morceaux au Naturel,3002,2025-11-20 20:03:05,production-day-2025-11-20.xlsx
PAL-DL2U3PRV,5/2 [1],Thon Emietté à l'Huile,3002,2025-11-20 16:25:41,production-day-2025-11-20.xlsx
PAL-WQZPMA46,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-11-20 09:31:04,production-day-2025-11-20.xlsx
PAL-GRSOX99W,5/2 [1],Thon Entier au Naturel,3001,2025-11-20 12:52:23,production-day-2025-11-20.xlsx
