palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-KPH6GPHV,5/2 [2],Thon en Morceaux à l'Huile,3002,2025-12-01 10:17:44,production-day-2025-12-01.xlsx
PAL-171393M1,5/2 [1],Thon en Morceaux au Naturel,3002,2025-12-01 17:39:22,production-day-2025-12-01.xlsx
PAL-B7YBU45O,Manuel,Thon Entier au Naturel,3003,2025-12-01 11:27:36,production-day-2025-12-01.xlsx
PAL-SQAPZNT9,400,Thon en Morceaux au Naturel,3003,2025-12-01 15:48:36,production-day-2025-12-01.xlsx
PAL-7XBZ8HH9,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-01 12:22:25,production-day-2025-12-01.xlsx
PAL-N79U74LZ,5/2 [2],Thon Emietté à la Tomate,3003,2025-12-01 16:01:49,production-day-2025-12-01.xlsx
PAL-PFL0F1V7,5/2 [2],Thon Entier à l'Huile,3002,2025-12-01 12:24:58,production-day-2025-12-01.xlsx
PAL-PQIBUSH3,5/2 [1],Thon Entier à l'Huile,3003,2025-12-01 16:31:24,production-day-2025-12-01.xlsx
PAL-VCQHNLYR,400,Thon en Morceaux au Naturel,3002,2025-12-01 14:41:47,production-day-2025-12-01.xlsx
PAL-7527ECNR,5/2 [1],Thon Entier au Naturel,3002,2025-12-01 18:31:38,production-day-2025-12-01.xlsx
PAL-Q4747R5D,5/2 [2],Thon Entier à l'Huile,3003,2025-12-01 11:40:36,production-day-2025-12-01.xlsx
PAL-568PW0D0,5/2 [2],Thon en Morceaux à l'Huile,3002,2025-12-01 16:51:11,production-day-2025-12-01.xlsx
PAL-7HRIJJ21,1/5,Thon Emietté à la Tomate,3003,2025-12-01 14:16:10,production-day-2025-12-01.xlsx
PAL-HOQ3YIKU,1/5,Thon Emietté à l'Huile,3001,2025-12-01 13:20:14,production-day-2025-12-01.xlsx
PAL-YO2RSPBZ,Manuel,Thon Emietté à la Tomate,3002,2025-12-01 16:22:40,production-day-2025-12-01.xlsx
PAL-798J8BVF,5/2 [2],Thon Emietté à la Tomate,3001,2025-12-01 10:00:00,production-day-2025-12-01.xlsx
PAL-85MH4G5T,1/5,Thon en Morceaux à l'Huile,3002,2025-12-01 15:45:57,production-day-2025-12-01.xlsx
PAL-BDKJQ05I,5/2 [2],Thon Emietté à l'Huile,3002,2025-12-01 12:56:17,production-day-2025-12-01.xlsx
PAL-SISYULS5,5/2 [1],Thon en Morceaux au Naturel,3003,2025-12-01 14:41:04,production-day-2025-12-01.xlsx
PAL-9YJPYUSM,5/2 [1],Thon Emietté à la Tomate,3001,2025-12-01 12:38:40,production-day-2025-12-01.xlsx
PAL-1PMGP8IY,5/2 [1],Thon Emietté à la Tomate,3002,2025-12-01 14:11:22,production-day-2025-12-01.xlsx
PAL-7HIZTRNQ,400,Thon Emietté à l'Huile,3003,2025-12-01 15:57:27,production-day-2025-12-01.xlsx
