palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-NKLNU1T1,5/2 [1],Thon Entier à l'Huile,3001,2026-03-04 13:47:26,production-day-2026-03-04.xlsx
PAL-H4L3LPB5,400,Thon Emietté à l'Huile,3001,2026-03-04 14:15:08,production-day-2026-03-04.xlsx
PAL-0OOITLGP,5/2 [1],Thon Emietté à la Tomate,3001,2026-03-04 12:23:30,production-day-2026-03-04.xlsx
PAL-78W2NADS,5/2 [2],Thon en Morceaux au Naturel,3003,2026-03-04 12:58:56,production-day-2026-03-04.xlsx
PAL-U40HG526,400,Thon Emietté à la Tomate,3003,2026-03-04 18:12:54,production-day-2026-03-04.xlsx
PAL-NBIXARDL,5/2 [1],Thon Entier à l'Huile,3001,2026-03-04 16:14:37,production-day-2026-03-04.xlsx
PAL-44CKYTQI,5/2 [2],Thon Emietté à la Tomate,3003,2026-03-04 10:14:16,production-day-2026-03-04.xlsx
PAL-T7OPO6T9,Manuel,Thon Entier au Naturel,3003,2026-03-04 19:00:38,production-day-2026-03-04.xlsx
PAL-TY80SSOC,5/2 [2],Thon Emietté à l'Huile,3002,2026-03-04 17:49:52,production-day-2026-03-04.xlsx
PAL-04C0Z6Z1,5/2 [2],Thon Emietté à la Tomate,3003,2026-03-04 10:04:28,production-day-2026-03-04.xlsx
PAL-6MAFQO2Y,5/2 [1],Thon en Morceaux au Naturel,3002,2026-03-04 14:06:28,production-day-2026-03-04.xlsx
PAL-29Y9YCNJ,5/2 [2],Thon Entier au Naturel,3001,2026-03-04 14:17:52,production-day-2026-03-04.xlsx
PAL-IL7H7NS6,5/2 [1],Thon Entier à l'Huile,3002,2026-03-04 17:22:31,production-day-2026-03-04.xlsx
PAL-1FZIMZTG,5/2 [1],Thon en Morceaux au Naturel,3002,2026-03-04 10:35:44,production-day-2026-03-04.xlsx
PAL-PXKKWVFK,Manuel,Thon Emietté à la Tomate,3003,2026-03-04 13:05:26,production-day-2026-03-04.xlsx
PAL-WPZ8IMW6,1/5,Thon en Morceaux à l'Huile,3003,2026-03-04 14:11:55,production-day-2026-03-04.xlsx
PAL-IMQH22SK,5/2 [1],Thon Entier au Naturel,3002,2026-03-04 13:55:56,production-day-2026-03-04.xlsx
PAL-RY5QTGRA,400,Thon en Morceaux au Naturel,3002,2026-03-04 13:01:27,production-day-2026-03-04.xlsx
PAL-ELR9WY6M,5/2 [1],Thon Entier à l'Huile,3003,2026-03-04 15:39:25,production-day-2026-03-04.xlsx
PAL-CMFJH7KN,400,Thon Entier au Naturel,3003,2026-03-04 12:23:12,production-day-2026-03-04.xlsx
PAL-NZIP7O42,5/2 [1],Thon Emietté à la Tomate,3001,2026-03-04 16:08:38,production-day-2026-03-04.xlsx
PAL-GU85XQOO,400,Thon Emietté à la Tomate,3002,2026-03-04 13:54:10,production-day-2026-03-04.xlsx
PAL-JJO8AGYV,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-03-04 12:50:53,production-day-2026-03-04.xlsx
PAL-611K7GV9,5/2 [2],Thon en Morceaux au Naturel,3002,2026-03-04 16:58:57,production-day-2026-03-04.xlsx
PAL-XLRUN1SV,1/5,Thon Emietté à l'Huile,3002,2026-03-04 19:55:57,production-day-2026-03-04.xlsx
PAL-4H9LPJ7X,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-03-04 17:53:02,production-day-2026-03-04.xlsx
PAL-MN7VYM9W,1/5,Thon Emietté à la Tomate,3003,2026-03-04 13:26:05,production-day-2026-03-04.xlsx
PAL-5DLMDHV7,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-03-04 17:15:45,production-day-2026-03-04.xlsx
PAL-C7SIUG2W,5/2 [1],Thon en Morceaux au Naturel,3002,2026-03-04 10:08:05,production-day-2026-03-04.xlsx
PAL-42C65Z3X,400,Thon en Morceaux à l'Huile,3001,2026-03-04 16:00:26,production-day-2026-03-04.xlsx
PAL-1ERZNRX8,1/5,Thon Entier à l'Huile,3001,2026-03-04 15:49:25,production-day-2026-03-04.xlsx
PAL-4ZE401A3,5/2 [2],Thon Emietté à l'Huile,3002,2026-03-04 14:34:25,production-day-2026-03-04.xlsx
PAL-4QINV9AS,1/5,Thon en Morceaux à l'Huile,3001,2026-03-04 09:55:25,production-day-2026-03-04.xlsx
PAL-MHXFTYDC,Manuel,Thon en Morceaux à l'Huile,3001,2026-03-04 19:14:24,production-day-2026-03-04.xlsx
PAL-8AD1BBCT,5/2 [2],Thon Emietté à la Tomate,3001,2026-03-04 12:17:19,production-day-2026-03-04.xlsx
PAL-MT0K4DYO,1/5,Thon Emietté à l'Huile,3003,2026-03-04 14:18:56,production-day-2026-03-04.xlsx
PAL-MHNN2LN6,5/2 [1],Thon en Morceaux au Naturel,3003,2026-03-04 11:22:22,production-day-2026-03-04.xlsx
PAL-C9PEEMZK,5/2 [1],Thon Emietté à l'Huile,3003,2026-03-04 11:05:57,production-day-2026-03-04.xlsx
PAL-RZGDQSSI,5/2 [2],Thon Entier au Naturel,3001,2026-03-04 14:39:07,production-day-2026-03-04.xlsx
