palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-8HUTZQK9,400,Thon Emietté à la Tomate,3002,2026-01-13 12:54:34,production-day-2026-01-13.xlsx
PAL-J5223RVJ,1/5,Thon Emietté à l'Huile,3002,2026-01-13 12:06:08,production-day-2026-01-13.xlsx
PAL-3LLMAD5U,5/2 [1],Thon en Morceaux au Naturel,3003,2026-01-13 15:27:15,production-day-2026-01-13.xlsx
PAL-3TFRWC5Y,400,Thon Emietté à l'Huile,3001,2026-01-13 18:57:37,production-day-2026-01-13.xlsx
PAL-IWDCSSPC,5/2 [1],Thon en Morceaux au Naturel,3003,2026-01-13 17:59:51,production-day-2026-01-13.xlsx
PAL-UXWJGM92,1/5,Thon en Morceaux au Naturel,3002,2026-01-13 10:39:27,production-day-2026-01-13.xlsx
PAL-QQVYF3Q4,Manuel,Thon Entier au Naturel,3001,2026-01-13 09:04:51,production-day-2026-01-13.xlsx
PAL-NXDLRLNF,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-13 12:22:02,production-day-2026-01-13.xlsx
PAL-LFERYAWZ,5/2 [2],Thon Emietté à la Tomate,3002,2026-01-13 17:51:26,production-day-2026-01-13.xlsx
PAL-ZV69J306,1/5,Thon Emietté à l'Huile,3002,2026-01-13 08:44:42,production-day-2026-01-13.xlsx
PAL-KBTHWCO2,Manuel,Thon Emietté à l'Huile,3002,2026-01-13 11:01:51,production-day-2026-01-13.xlsx
PAL-ID9Y8AQD,5/2 [2],Thon Entier au Naturel,3001,2026-01-13 19:04:20,production-day-2026-01-13.xlsx
PAL-H5D3STDU,5/2 [2],Thon Entier au Naturel,3002,2026-01-13 17:38:05,production-day-2026-01-13.xlsx
PAL-QJR7U5S0,5/2 [1],Thon Entier à l'Huile,3003,2026-01-13 08:44:12,production-day-2026-01-13.xlsx
PAL-KVKGDPNZ,1/5,Thon Emietté à l'Huile,3001,2026-01-13 13:42:16,production-day-2026-01-13.xlsx
PAL-88KCKYPW,400,Thon Entier au Naturel,3003,2026-01-13 13:27:49,production-day-2026-01-13.xlsx
PAL-655F6DXC,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-13 13:58:04,production-day-2026-01-13.xlsx
PAL-KJQ2ATDM,5/2 [2],Thon Entier à l'Huile,3002,2026-01-13 18:19:19,production-day-2026-01-13.xlsx
PAL-8SLGQ9EQ,5/2 [2],Thon Entier au Naturel,3003,2026-01-13 12:48:45,production-day-2026-01-13.xlsx
PAL-KZQBILPF,400,Thon Entier au Naturel,3003,2026-01-13 11:58:13,production-day-2026-01-13.xlsx
PAL-OB82BYT3,1/5,Thon en Morceaux à l'Huile,3001,2026-01-13 17:49:17,production-day-2026-01-13.xlsx
PAL-HTPTMZ3N,400,Thon en Morceaux à l'Huile,3002,2026-01-13 13:08:48,production-day-2026-01-13.xlsx
PAL-8R8BMMVM,Manuel,Thon en Morceaux au Naturel,3003,2026-01-13 11:10:51,production-day-2026-01-13.xlsx
