parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-833,1,Longe précuit,291.62,B,22,2025-11-27 06:45:09,2025-11-27 09:18:50,SENT_TO_LIGNE,1002,2003,2002,2003,2004,production-day-2025-11-27.xlsx
PRG-757,2,CB Simple parage,421.09,G,11,2025-11-27 08:09:58,2025-11-27 13:07:11,SENT_TO_LIGNE,1002,2004,2002,2002,2002,production-day-2025-11-27.xlsx
PRG-722,3,CB Simple parage,281.08,I,29,2025-11-27 06:51:44,2025-11-27 10:56:02,SENT_TO_LIGNE,1002,2001,2004,2005,2003,production-day-2025-11-27.xlsx
PRG-914,4,CT simple parage,262.38,A,25,2025-11-27 08:48:09,2025-11-27 16:02:18,SENT_TO_LIGNE,1001,2002,2002,2001,2003,production-day-2025-11-27.xlsx
PRG-216,5,Miette,420.81,F,5,2025-11-27 08:13:57,2025-11-27 14:00:34,SENT_TO_LIGNE,1003,2001,2004,2003,2003,production-day-2025-11-27.xlsx
PRG-876,6,CB Simple parage,389.44,D,10,2025-11-27 08:32:29,2025-11-27 17:33:05,SENT_TO_LIGNE,1001,2005,2003,2004,2001,production-day-2025-11-27.xlsx
PRG-708,7,CB Simple parage,215.28,H,12,2025-11-27 06:29:15,2025-11-27 12:14:05,SENT_TO_LIGNE,1002,2002,2004,2001,2003,production-day-2025-11-27.xlsx
PRG-490,8,Morcelé,188.67,B,4,2025-11-27 06:05:40,2025-11-27 11:02:12,SENT_TO_LIGNE,1002,2005,2004,2003,2004,production-day-2025-11-27.xlsx
PRG-775,9,CB Simple parage,312.94,I,9,2025-11-27 06:02:48,2025-11-27 10:00:41,SENT_TO_LIGNE,1002,2001,2001,2003,2005,production-day-2025-11-27.xlsx
PRG-476,10,CB Simple parage,336.81,B,21,2025-11-27 07:52:06,2025-11-27 16:42:31,SENT_TO_LIGNE,1003,2004,2002,2001,2001,production-day-2025-11-27.xlsx
PRG-393,11,CT simple parage,235.8,A,10,2025-11-27 07:04:56,2025-11-27 16:59:54,SENT_TO_LIGNE,1003,2001,2001,2003,2003,production-day-2025-11-27.xlsx
PRG-899,12,Miette,245.2,G,11,2025-11-27 06:35:09,2025-11-27 14:30:04,SENT_TO_LIGNE,1003,2004,2004,2004,2002,production-day-2025-11-27.xlsx
PRG-408,13,Miette,260.9,D,8,2025-11-27 06:14:29,2025-11-27 16:08:21,SENT_TO_LIGNE,1001,2001,2001,2004,2004,production-day-2025-11-27.xlsx
PRG-811,14,Miette,439.53,E,30,2025-11-27 06:15:25,2025-11-27 11:48:21,SENT_TO_LIGNE,1002,2005,2005,2004,2003,production-day-2025-11-27.xlsx
PRG-721,15,Longe précuit,226.03,E,22,2025-11-27 07:04:03,2025-11-27 13:11:02,SENT_TO_LIGNE,1002,2004,2001,2002,2004,production-day-2025-11-27.xlsx
PRG-636,16,CB Simple parage,343.3,C,20,2025-11-27 09:35:47,2025-11-27 12:40:28,SENT_TO_LIGNE,1003,2003,2003,2001,2004,production-day-2025-11-27.xlsx
PRG-129,17,CT simple parage,356.15,A,1,2025-11-27 07:25:57,2025-11-27 15:34:54,SENT_TO_LIGNE,1001,2001,2002,2002,2003,production-day-2025-11-27.xlsx
PRG-350,18,Morcelé,334.41,D,36,2025-11-27 09:26:04,2025-11-27 12:25:47,SENT_TO_LIGNE,1003,2003,2002,2004,2001,production-day-2025-11-27.xlsx
PRG-496,19,Morcelé,260.26,H,35,2025-11-27 09:02:45,2025-11-27 17:01:37,SENT_TO_LIGNE,1003,2004,2004,2002,2001,production-day-2025-11-27.xlsx
PRG-736,20,Miette,312.08,D,1,2025-11-27 07:45:20,2025-11-27 10:03:28,SENT_TO_LIGNE,1002,2002,2002,2004,2004,production-day-2025-11-27.xlsx
PRG-629,21,CT simple parage,350.57,G,16,2025-11-27 07:57:37,2025-11-27 16:57:29,SENT_TO_LIGNE,1001,2005,2001,2005,2003,production-day-2025-11-27.xlsx
PRG-672,22,Morcelé,213.73,H,35,2025-11-27 09:18:09,2025-11-27 13:08:31,SENT_TO_LIGNE,1001,2004,2001,2001,2004,production-day-2025-11-27.xlsx
PRG-554,23,Miette,317.98,H,4,2025-11-27 07:02:35,2025-11-27 15:22:40,SENT_TO_LIGNE,1003,2001,2004,2005,2004,production-day-2025-11-27.xlsx
PRG-558,24,Longe précuit,296.6,C,32,2025-11-27 09:43:31,2025-11-27 14:38:32,SENT_TO_LIGNE,1003,2004,2003,2001,2004,production-day-2025-11-27.xlsx
PRG-455,25,Longe précuit,443.02,E,34,2025-11-27 06:43:34,2025-11-27 12:22:58,SENT_TO_LIGNE,1003,2004,2002,2005,2002,production-day-2025-11-27.xlsx
PRG-303,26,CT simple parage,332.53,D,15,2025-11-27 08:16:06,2025-11-27 16:11:34,SENT_TO_LIGNE,1001,2001,2001,2001,2002,production-day-2025-11-27.xlsx
