palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-PS59UHN9,1/5,Thon en Morceaux au Naturel,3002,2026-03-05 16:00:58,production-day-2026-03-05.xlsx
PAL-ZLCI4SF4,5/2 [1],Thon en Morceaux au Naturel,3001,2026-03-05 16:25:43,production-day-2026-03-05.xlsx
PAL-GSOGD0J3,5/2 [2],Thon en Morceaux au Naturel,3001,2026-03-05 14:18:07,production-day-2026-03-05.xlsx
PAL-RXLJPXL4,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-03-05 15:46:11,production-day-2026-03-05.xlsx
PAL-NIBHAEOB,Manuel,Thon en Morceaux à l'Huile,3002,2026-03-05 13:07:55,production-day-2026-03-05.xlsx
PAL-781OALGN,400,Thon Entier à l'Huile,3001,2026-03-05 16:41:17,production-day-2026-03-05.xlsx
PAL-IOQQ714P,5/2 [2],Thon Emietté à la Tomate,3001,2026-03-05 15:20:00,production-day-2026-03-05.xlsx
PAL-47UX35HN,5/2 [1],Thon Entier au Naturel,3002,2026-03-05 11:09:40,production-day-2026-03-05.xlsx
PAL-R7GPWAU0,5/2 [1],Thon Entier au Naturel,3003,2026-03-05 17:56:31,production-day-2026-03-05.xlsx
PAL-JJ252BVZ,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-03-05 13:39:26,production-day-2026-03-05.xlsx
PAL-IQGSSSKS,5/2 [1],Thon Entier au Naturel,3001,2026-03-05 12:58:49,production-day-2026-03-05.xlsx
PAL-0035ILVQ,5/2 [2],Thon Entier au Naturel,3002,2026-03-05 14:23:18,production-day-2026-03-05.xlsx
PAL-TGBOMEIB,400,Thon en Morceaux à l'Huile,3002,2026-03-05 12:35:51,production-day-2026-03-05.xlsx
PAL-UU257ZZ7,5/2 [1],Thon en Morceaux au Naturel,3002,2026-03-05 12:08:48,production-day-2026-03-05.xlsx
PAL-B22JD3C3,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-03-05 11:36:21,production-day-2026-03-05.xlsx
PAL-E75JX21A,5/2 [1],Thon Emietté à la Tomate,3003,2026-03-05 11:21:40,production-day-2026-03-05.xlsx
PAL-B7F2FDEQ,5/2 [1],Thon Entier à l'Huile,3002,2026-03-05 14:10:12,production-day-2026-03-05.xlsx
PAL-KTBD6484,5/2 [2],Thon Emietté à l'Huile,3001,2026-03-05 12:07:19,production-day-2026-03-05.xlsx
PAL-HCSRFPLC,5/2 [1],Thon Emietté à l'Huile,3001,2026-03-05 15:30:29,production-day-2026-03-05.xlsx
PAL-DOGCRUVB,5/2 [1],Thon en Morceaux au Naturel,3002,2026-03-05 15:22:39,production-day-2026-03-05.xlsx
PAL-9LA4DRGW,400,Thon Entier à l'Huile,3003,2026-03-05 11:03:26,production-day-2026-03-05.xlsx
PAL-F2NPWEAS,5/2 [1],Thon Entier au Naturel,3001,2026-03-05 18:52:32,production-day-2026-03-05.xlsx
PAL-GIM372PP,400,Thon Emietté à la Tomate,3003,2026-03-05 09:54:28,production-day-2026-03-05.xlsx
PAL-2YVDXO8D,5/2 [2],Thon Entier au Naturel,3003,2026-03-05 15:21:27,production-day-2026-03-05.xlsx
PAL-EIKQIREN,400,Thon en Morceaux à l'Huile,3001,2026-03-05 12:33:28,production-day-2026-03-05.xlsx
