parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-280,1,CB Simple parage,275.85,C,28,2026-01-07 08:02:23,2026-01-07 15:09:47,SENT_TO_LIGNE,1002,2003,2003,2002,2005,production-day-2026-01-07.xlsx
PRG-376,2,CB Double parage,303.63,I,21,2026-01-07 09:04:59,2026-01-07 16:54:00,SENT_TO_LIGNE,1002,2001,2003,2003,2003,production-day-2026-01-07.xlsx
PRG-702,3,CB Double parage,255.11,F,26,2026-01-07 08:23:19,2026-01-07 15:03:27,SENT_TO_LIGNE,1001,2004,2003,2001,2004,production-day-2026-01-07.xlsx
PRG-960,4,CB Simple parage,279.85,A,22,2026-01-07 09:20:28,2026-01-07 18:29:05,SENT_TO_LIGNE,1003,2001,2002,2005,2002,production-day-2026-01-07.xlsx
PRG-958,5,CB Simple parage,379.25,H,25,2026-01-07 06:14:12,2026-01-07 08:45:37,SENT_TO_LIGNE,1003,2002,2002,2005,2001,production-day-2026-01-07.xlsx
PRG-161,6,Longe précuit,195.25,I,12,2026-01-07 07:36:31,2026-01-07 14:53:04,SENT_TO_LIGNE,1003,2004,2002,2003,2001,production-day-2026-01-07.xlsx
PRG-793,7,CB Double parage,239.72,C,23,2026-01-07 08:44:27,2026-01-07 11:40:32,SENT_TO_LIGNE,1002,2003,2003,2003,2005,production-day-2026-01-07.xlsx
PRG-968,8,CB Simple parage,299.95,G,27,2026-01-07 06:00:44,2026-01-07 12:35:24,SENT_TO_LIGNE,1002,2005,2003,2001,2002,production-day-2026-01-07.xlsx
PRG-122,9,CB Simple parage,334.34,D,8,2026-01-07 08:30:28,2026-01-07 13:28:54,SENT_TO_LIGNE,1003,2002,2005,2003,2002,production-day-2026-01-07.xlsx
PRG-601,10,Morcelé,413.68,I,14,2026-01-07 07:47:16,2026-01-07 17:23:10,SENT_TO_LIGNE,1003,2002,2001,2005,2004,production-day-2026-01-07.xlsx
PRG-351,11,CT simple parage,340.29,F,6,2026-01-07 09:27:06,2026-01-07 16:53:47,SENT_TO_LIGNE,1002,2004,2003,2004,2001,production-day-2026-01-07.xlsx
PRG-210,12,CB Simple parage,235.32,I,18,2026-01-07 06:28:47,2026-01-07 12:00:16,SENT_TO_LIGNE,1001,2003,2004,2005,2001,production-day-2026-01-07.xlsx
