palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-2QSJDACN,5/2 [2],Thon Entier au Naturel,3002,2025-11-25 12:58:49,production-day-2025-11-25.xlsx
PAL-899PBEH8,5/2 [2],Thon Entier au Naturel,3003,2025-11-25 16:22:44,production-day-2025-11-25.xlsx
PAL-YO7JSSK5,5/2 [1],Thon en Morceaux à l'Huile,3002,2025-11-25 17:47:07,production-day-2025-11-25.xlsx
PAL-176RVJNT,5/2 [1],Thon Entier au Naturel,3003,2025-11-25 09:50:13,production-day-2025-11-25.xlsx
PAL-DWNH4FHU,1/5,Thon Entier au Naturel,3001,2025-11-25 10:16:42,production-day-2025-11-25.xlsx
PAL-JS443PFF,1/5,Thon en Morceaux au Naturel,3001,2025-11-25 12:38:48,production-day-2025-11-25.xlsx
PAL-REJTKJXL,5/2 [1],Thon Entier à l'Huile,3002,2025-11-25 11:11:36,production-day-2025-11-25.xlsx
PAL-TA2YNMPN,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-11-25 12:27:27,production-day-2025-11-25.xlsx
PAL-VFFKMAD1,400,Thon Emietté à l'Huile,3001,2025-11-25 12:40:37,production-day-2025-11-25.xlsx
PAL-33LOGOH6,1/5,Thon Entier au Naturel,3001,2025-11-25 15:34:38,production-day-2025-11-25.xlsx
PAL-RXPZOZXB,1/5,Thon en Morceaux au Naturel,3003,2025-11-25 17:49:31,production-day-2025-11-25.xlsx
PAL-D9M6O33O,5/2 [1],Thon Entier à l'Huile,3002,2025-11-25 15:36:36,production-day-2025-11-25.xlsx
PAL-LKW62CI0,5/2 [2],Thon Emietté à la Tomate,3002,2025-11-25 15:22:34,production-day-2025-11-25.xlsx
PAL-HL6X2M59,5/2 [2],Thon Entier à l'Huile,3002,2025-11-25 13:45:15,production-day-2025-11-25.xlsx
PAL-TJW838RH,Manuel,Thon en Morceaux au Naturel,3002,2025-11-25 10:15:04,production-day-2025-11-25.xlsx
PAL-84OEQR7Z,Manuel,Thon en Morceaux à l'Huile,3002,2025-11-25 12:44:18,production-day-2025-11-25.xlsx
PAL-TBV77IX8,400,Thon Entier au Naturel,3003,2025-11-25 10:25:53,production-day-2025-11-25.xlsx
PAL-6VE5DQXH,5/2 [2],Thon Entier à l'Huile,3001,2025-11-25 15:30:51,production-day-2025-11-25.xlsx
PAL-HPHEI9F3,5/2 [2],Thon Emietté à l'Huile,3002,2025-11-25 16:32:38,production-day-2025-11-25.xlsx
PAL-ZLUTBM28,1/5,Thon Emietté à la Tomate,3003,2025-11-25 14:21:13,production-day-2025-11-25.xlsx
PAL-7QFVV40Z,400,Thon en Morceaux au Naturel,3002,2025-11-25 09:47:40,production-day-2025-11-25.xlsx
PAL-PL1E8SIS,5/2 [2],Thon Emietté à l'Huile,3001,2025-11-25 12:03:01,production-day-2025-11-25.xlsx
PAL-H0ARL69H,1/5,Thon Emietté à la Tomate,3003,2025-11-25 14:45:42,production-day-2025-11-25.xlsx
PAL-IIC6Z9IJ,5/2 [2],Thon Entier à l'Huile,3003,2025-11-25 12:09:39,production-day-2025-11-25.xlsx
PAL-ZL1GTXVZ,5/2 [1],Thon Entier à l'Huile,3002,2025-11-25 14:49:51,production-day-2025-11-25.xlsx
PAL-9W3I52IT,1/5,Thon Entier à l'Huile,3003,2025-11-25 12:37:39,production-day-2025-11-25.xlsx
PAL-72OFF337,1/5,Thon en Morceaux à l'Huile,3003,2025-11-25 14:16:34,production-day-2025-11-25.xlsx
