parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-111,1,Miette,400.72,G,36,2026-02-25 09:08:02,2026-02-25 17:32:52,SENT_TO_LIGNE,1003,2003,2002,2001,2005,production-day-2026-02-25.xlsx
PRG-391,2,CT simple parage,343.18,F,29,2026-02-25 09:16:21,2026-02-25 16:43:45,SENT_TO_LIGNE,1001,2004,2005,2005,2004,production-day-2026-02-25.xlsx
PRG-422,3,Miette,433.13,G,32,2026-02-25 09:40:09,2026-02-25 17:13:05,SENT_TO_LIGNE,1003,2005,2002,2002,2002,production-day-2026-02-25.xlsx
PRG-795,4,CB Simple parage,373.57,A,20,2026-02-25 08:09:37,2026-02-25 10:32:14,SENT_TO_LIGNE,1002,2002,2003,2005,2005,production-day-2026-02-25.xlsx
PRG-423,5,CB Simple parage,229.11,B,6,2026-02-25 08:52:43,2026-02-25 17:39:56,SENT_TO_LIGNE,1001,2001,2004,2001,2004,production-day-2026-02-25.xlsx
PRG-404,6,CB Simple parage,356.06,B,32,2026-02-25 09:33:14,2026-02-25 17:30:36,SENT_TO_LIGNE,1003,2002,2001,2005,2002,production-day-2026-02-25.xlsx
PRG-151,7,CB Simple parage,279.14,D,4,2026-02-25 08:40:48,2026-02-25 15:29:21,SENT_TO_LIGNE,1003,2005,2004,2002,2002,production-day-2026-02-25.xlsx
PRG-342,8,CT simple parage,412.6,G,16,2026-02-25 07:01:07,2026-02-25 11:41:11,SENT_TO_LIGNE,1003,2005,2005,2004,2003,production-day-2026-02-25.xlsx
PRG-418,9,Miette,401.06,A,1,2026-02-25 06:38:55,2026-02-25 15:00:04,SENT_TO_LIGNE,1003,2002,2004,2005,2002,production-day-2026-02-25.xlsx
PRG-780,10,Morcelé,332.4,H,23,2026-02-25 07:42:40,2026-02-25 14:58:29,SENT_TO_LIGNE,1003,2005,2003,2001,2004,production-day-2026-02-25.xlsx
PRG-835,11,CB Double parage,399.54,E,26,2026-02-25 06:21:47,2026-02-25 13:19:43,SENT_TO_LIGNE,1001,2003,2005,2004,2001,production-day-2026-02-25.xlsx
PRG-576,12,Miette,274.39,A,8,2026-02-25 09:54:06,2026-02-25 19:06:50,SENT_TO_LIGNE,1001,2005,2002,2002,2003,production-day-2026-02-25.xlsx
PRG-219,13,CB Simple parage,199.23,I,18,2026-02-25 06:34:44,2026-02-25 12:38:00,SENT_TO_LIGNE,1001,2001,2004,2002,2003,production-day-2026-02-25.xlsx
PRG-258,14,CB Simple parage,269.46,D,10,2026-02-25 08:28:05,2026-02-25 14:53:37,SENT_TO_LIGNE,1001,2001,2004,2001,2005,production-day-2026-02-25.xlsx
PRG-106,15,Miette,413.92,F,22,2026-02-25 07:56:58,2026-02-25 12:07:54,SENT_TO_LIGNE,1002,2004,2002,2005,2003,production-day-2026-02-25.xlsx
