palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-RDE513CD,400,Thon Emietté à l'Huile,3003,2026-02-03 13:03:04,production-day-2026-02-03.xlsx
PAL-1P35AWYM,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-03 15:14:10,production-day-2026-02-03.xlsx
PAL-WXN2H1XN,5/2 [2],Thon Entier à l'Huile,3003,2026-02-03 18:47:35,production-day-2026-02-03.xlsx
PAL-JSZOOICS,5/2 [2],Thon Emietté à la Tomate,3003,2026-02-03 12:36:28,production-day-2026-02-03.xlsx
PAL-OIQE0AQJ,1/5,Thon en Morceaux au Naturel,3002,2026-02-03 15:10:41,production-day-2026-02-03.xlsx
PAL-5QH1MD9K,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-02-03 16:53:45,production-day-2026-02-03.xlsx
PAL-RQJ9CCPK,5/2 [2],Thon Entier à l'Huile,3003,2026-02-03 17:21:29,production-day-2026-02-03.xlsx
PAL-XSI2YY9D,5/2 [2],Thon Emietté à l'Huile,3001,2026-02-03 17:43:05,production-day-2026-02-03.xlsx
PAL-S623D5PE,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-03 13:18:34,production-day-2026-02-03.xlsx
PAL-L17TJSBX,5/2 [2],Thon Entier au Naturel,3002,2026-02-03 14:12:08,production-day-2026-02-03.xlsx
PAL-NW79MT5T,5/2 [1],Thon en Morceaux au Naturel,3002,2026-02-03 16:47:24,production-day-2026-02-03.xlsx
PAL-9L2I37B7,1/5,Thon Entier au Naturel,3003,2026-02-03 16:14:17,production-day-2026-02-03.xlsx
PAL-0B48Q7VI,5/2 [1],Thon en Morceaux au Naturel,3003,2026-02-03 14:12:16,production-day-2026-02-03.xlsx
PAL-17X3ELH3,1/5,Thon Emietté à l'Huile,3003,2026-02-03 17:27:49,production-day-2026-02-03.xlsx
PAL-FV8AZIOR,5/2 [1],Thon Entier au Naturel,3001,2026-02-03 16:14:56,production-day-2026-02-03.xlsx
PAL-G53RX8IR,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-03 11:27:14,production-day-2026-02-03.xlsx
PAL-ZN53WEVV,1/5,Thon Emietté à la Tomate,3001,2026-02-03 19:39:21,production-day-2026-02-03.xlsx
PAL-BJABEOI2,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-02-03 08:57:41,production-day-2026-02-03.xlsx
PAL-7GNUNVQQ,400,Thon Emietté à la Tomate,3003,2026-02-03 13:57:46,production-day-2026-02-03.xlsx
PAL-7MX1Q8JK,1/5,Thon en Morceaux au Naturel,3001,2026-02-03 13:55:39,production-day-2026-02-03.xlsx
PAL-4340V5C1,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-03 14:16:36,production-day-2026-02-03.xlsx
PAL-FA99I0CC,5/2 [1],Thon Entier au Naturel,3001,2026-02-03 15:19:15,production-day-2026-02-03.xlsx
PAL-4216O4PN,400,Thon Emietté à la Tomate,3003,2026-02-03 13:24:30,production-day-2026-02-03.xlsx
PAL-KXKCN2ET,1/5,Thon Entier au Naturel,3002,2026-02-03 14:42:13,production-day-2026-02-03.xlsx
PAL-PZHY43G9,400,Thon en Morceaux au Naturel,3001,2026-02-03 16:26:34,production-day-2026-02-03.xlsx
PAL-4HRO7YHR,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-02-03 12:42:57,production-day-2026-02-03.xlsx
PAL-1ZQWMD9G,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-03 14:56:58,production-day-2026-02-03.xlsx
PAL-7C47NY1A,5/2 [1],Thon Emietté à la Tomate,3001,2026-02-03 13:51:30,production-day-2026-02-03.xlsx
PAL-NFVI7SEW,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-03 14:44:21,production-day-2026-02-03.xlsx
PAL-DFOKXPX2,5/2 [2],Thon Entier à l'Huile,3003,2026-02-03 14:17:23,production-day-2026-02-03.xlsx
PAL-IZ3DFH3Y,1/5,Thon Entier à l'Huile,3001,2026-02-03 15:00:49,production-day-2026-02-03.xlsx
PAL-NB2K9NSB,5/2 [2],Thon Entier à l'Huile,3002,2026-02-03 09:12:54,production-day-2026-02-03.xlsx
PAL-ZNVDHCUZ,Manuel,Thon Emietté à l'Huile,3003,2026-02-03 15:54:57,production-day-2026-02-03.xlsx
PAL-E348KPGY,5/2 [1],Thon en Morceaux au Naturel,3003,2026-02-03 18:01:41,production-day-2026-02-03.xlsx
