parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-455,1,CB Simple parage,231.56,I,36,2026-02-18 06:23:25,2026-02-18 11:31:23,SENT_TO_LIGNE,1001,2001,2003,2001,2003,production-day-2026-02-18.xlsx
PRG-732,2,CB Double parage,192.62,B,10,2026-02-18 06:09:58,2026-02-18 12:12:24,SENT_TO_LIGNE,1003,2001,2002,2004,2002,production-day-2026-02-18.xlsx
PRG-450,3,Morcelé,402.6,F,26,2026-02-18 07:48:23,2026-02-18 12:12:34,SENT_TO_LIGNE,1003,2001,2003,2003,2003,production-day-2026-02-18.xlsx
PRG-977,4,Miette,285.17,A,17,2026-02-18 07:14:54,2026-02-18 10:25:16,SENT_TO_LIGNE,1001,2002,2004,2004,2004,production-day-2026-02-18.xlsx
PRG-867,5,Longe précuit,192.05,G,19,2026-02-18 08:01:56,2026-02-18 10:50:55,SENT_TO_LIGNE,1001,2002,2001,2004,2002,production-day-2026-02-18.xlsx
PRG-835,6,CB Simple parage,346.82,C,3,2026-02-18 08:47:19,2026-02-18 14:52:31,SENT_TO_LIGNE,1001,2005,2004,2005,2005,production-day-2026-02-18.xlsx
PRG-565,7,CB Simple parage,223.57,I,30,2026-02-18 09:33:17,2026-02-18 17:15:12,SENT_TO_LIGNE,1002,2005,2002,2004,2003,production-day-2026-02-18.xlsx
PRG-302,8,CT simple parage,370.41,I,31,2026-02-18 09:02:29,2026-02-18 18:39:14,SENT_TO_LIGNE,1001,2002,2004,2005,2003,production-day-2026-02-18.xlsx
PRG-120,9,CB Simple parage,220.29,H,7,2026-02-18 09:55:12,2026-02-18 19:08:07,SENT_TO_LIGNE,1003,2003,2001,2001,2002,production-day-2026-02-18.xlsx
PRG-942,10,CB Double parage,220.03,D,14,2026-02-18 08:46:10,2026-02-18 17:02:46,SENT_TO_LIGNE,1003,2002,2002,2001,2001,production-day-2026-02-18.xlsx
PRG-502,11,CB Double parage,393.43,G,12,2026-02-18 06:33:09,2026-02-18 13:20:57,SENT_TO_LIGNE,1003,2005,2004,2002,2004,production-day-2026-02-18.xlsx
PRG-378,12,Morcelé,358.52,B,36,2026-02-18 08:53:40,2026-02-18 11:55:38,SENT_TO_LIGNE,1001,2001,2002,2003,2003,production-day-2026-02-18.xlsx
PRG-908,13,CT simple parage,324.47,F,29,2026-02-18 06:32:36,2026-02-18 15:10:40,SENT_TO_LIGNE,1003,2002,2001,2005,2005,production-day-2026-02-18.xlsx
PRG-841,14,CB Simple parage,229.29,A,17,2026-02-18 06:06:24,2026-02-18 08:45:12,SENT_TO_LIGNE,1002,2004,2003,2001,2005,production-day-2026-02-18.xlsx
PRG-863,15,Morcelé,409.46,F,35,2026-02-18 07:40:50,2026-02-18 10:31:32,SENT_TO_LIGNE,1003,2001,2003,2004,2002,production-day-2026-02-18.xlsx
PRG-855,16,Longe précuit,359.27,C,8,2026-02-18 09:47:42,2026-02-18 12:41:57,SENT_TO_LIGNE,1001,2003,2004,2005,2004,production-day-2026-02-18.xlsx
PRG-797,17,Morcelé,219.74,C,8,2026-02-18 06:26:21,2026-02-18 12:19:09,SENT_TO_LIGNE,1003,2003,2004,2002,2004,production-day-2026-02-18.xlsx
PRG-166,18,CB Simple parage,277.27,E,33,2026-02-18 08:55:45,2026-02-18 14:42:44,SENT_TO_LIGNE,1002,2004,2005,2001,2005,production-day-2026-02-18.xlsx
PRG-319,19,CB Double parage,224.0,C,3,2026-02-18 06:50:13,2026-02-18 12:44:09,SENT_TO_LIGNE,1003,2001,2005,2002,2001,production-day-2026-02-18.xlsx
PRG-984,20,CB Simple parage,304.86,I,7,2026-02-18 09:46:44,2026-02-18 11:48:26,SENT_TO_LIGNE,1001,2003,2002,2005,2003,production-day-2026-02-18.xlsx
PRG-747,21,CT simple parage,233.94,H,25,2026-02-18 09:39:31,2026-02-18 14:27:45,SENT_TO_LIGNE,1003,2001,2003,2005,2003,production-day-2026-02-18.xlsx
PRG-437,22,CB Double parage,258.92,H,22,2026-02-18 07:42:23,2026-02-18 13:55:12,SENT_TO_LIGNE,1002,2003,2003,2003,2002,production-day-2026-02-18.xlsx
PRG-431,23,Morcelé,395.04,A,19,2026-02-18 06:51:27,2026-02-18 11:35:06,SENT_TO_LIGNE,1002,2004,2002,2005,2005,production-day-2026-02-18.xlsx
PRG-513,24,Longe précuit,298.2,E,1,2026-02-18 08:20:32,2026-02-18 16:11:48,SENT_TO_LIGNE,1003,2002,2005,2001,2001,production-day-2026-02-18.xlsx
PRG-399,25,CB Double parage,282.07,D,19,2026-02-18 07:06:29,2026-02-18 15:30:04,SENT_TO_LIGNE,1002,2005,2005,2004,2001,production-day-2026-02-18.xlsx
PRG-537,26,CB Simple parage,317.98,G,2,2026-02-18 06:12:45,2026-02-18 12:40:13,SENT_TO_LIGNE,1001,2001,2002,2003,2005,production-day-2026-02-18.xlsx
PRG-538,27,Morcelé,409.71,F,5,2026-02-18 09:55:08,2026-02-18 18:06:03,SENT_TO_LIGNE,1002,2003,2004,2005,2005,production-day-2026-02-18.xlsx
PRG-382,28,CB Simple parage,436.05,I,15,2026-02-18 06:52:16,2026-02-18 10:43:12,SENT_TO_LIGNE,1002,2004,2004,2002,2003,production-day-2026-02-18.xlsx
PRG-642,29,Morcelé,190.35,B,11,2026-02-18 09:38:47,2026-02-18 15:24:34,SENT_TO_LIGNE,1003,2004,2002,2003,2005,production-day-2026-02-18.xlsx
PRG-688,30,CB Simple parage,249.35,B,21,2026-02-18 08:26:32,2026-02-18 15:21:20,SENT_TO_LIGNE,1003,2001,2005,2001,2003,production-day-2026-02-18.xlsx
