parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-318,1,CB Simple parage,322.8,B,23,2025-12-03 07:16:15,2025-12-03 10:45:05,SENT_TO_LIGNE,1003,2005,2002,2004,2005,production-day-2025-12-03.xlsx
PRG-856,2,CB Simple parage,293.13,I,23,2025-12-03 09:08:36,2025-12-03 12:55:12,SENT_TO_LIGNE,1002,2001,2002,2001,2004,production-day-2025-12-03.xlsx
PRG-177,3,CB Simple parage,427.47,E,13,2025-12-03 07:15:07,2025-12-03 16:18:02,SENT_TO_LIGNE,1001,2001,2001,2003,2004,production-day-2025-12-03.xlsx
PRG-757,4,CB Simple parage,410.08,F,14,2025-12-03 08:20:26,2025-12-03 17:59:33,SENT_TO_LIGNE,1002,2004,2002,2004,2005,production-day-2025-12-03.xlsx
PRG-831,5,Miette,255.34,G,1,2025-12-03 06:50:05,2025-12-03 15:17:20,SENT_TO_LIGNE,1002,2005,2005,2001,2004,production-day-2025-12-03.xlsx
PRG-937,6,CB Simple parage,397.35,I,9,2025-12-03 07:46:21,2025-12-03 12:23:14,SENT_TO_LIGNE,1002,2003,2001,2005,2004,production-day-2025-12-03.xlsx
PRG-768,7,CB Simple parage,436.11,H,35,2025-12-03 08:45:29,2025-12-03 14:14:13,SENT_TO_LIGNE,1002,2001,2003,2001,2005,production-day-2025-12-03.xlsx
PRG-504,8,CB Double parage,435.1,A,20,2025-12-03 06:11:20,2025-12-03 15:14:06,SENT_TO_LIGNE,1002,2001,2001,2004,2001,production-day-2025-12-03.xlsx
PRG-263,9,Miette,313.82,I,25,2025-12-03 06:23:22,2025-12-03 13:16:46,SENT_TO_LIGNE,1003,2001,2003,2004,2004,production-day-2025-12-03.xlsx
PRG-307,10,Morcelé,310.27,E,23,2025-12-03 07:39:20,2025-12-03 12:14:00,SENT_TO_LIGNE,1001,2001,2004,2005,2004,production-day-2025-12-03.xlsx
PRG-430,11,Longe précuit,218.21,H,8,2025-12-03 06:32:58,2025-12-03 08:52:32,SENT_TO_LIGNE,1002,2002,2004,2005,2002,production-day-2025-12-03.xlsx
PRG-643,12,Morcelé,318.6,F,20,2025-12-03 08:26:47,2025-12-03 13:44:44,SENT_TO_LIGNE,1002,2002,2001,2003,2004,production-day-2025-12-03.xlsx
PRG-274,13,Longe précuit,210.91,H,22,2025-12-03 08:05:10,2025-12-03 13:19:56,SENT_TO_LIGNE,1001,2001,2004,2005,2003,production-day-2025-12-03.xlsx
PRG-180,14,CB Simple parage,375.48,B,31,2025-12-03 06:58:33,2025-12-03 13:49:55,SENT_TO_LIGNE,1001,2002,2001,2001,2004,production-day-2025-12-03.xlsx
PRG-950,15,CB Simple parage,290.61,B,2,2025-12-03 09:14:01,2025-12-03 12:47:45,SENT_TO_LIGNE,1001,2001,2001,2001,2001,production-day-2025-12-03.xlsx
PRG-924,16,CB Double parage,294.73,B,20,2025-12-03 06:16:39,2025-12-03 14:47:32,SENT_TO_LIGNE,1001,2005,2005,2001,2005,production-day-2025-12-03.xlsx
PRG-596,17,CB Simple parage,322.27,H,27,2025-12-03 09:34:28,2025-12-03 18:37:38,SENT_TO_LIGNE,1003,2001,2004,2002,2004,production-day-2025-12-03.xlsx
PRG-310,18,CB Double parage,355.43,D,12,2025-12-03 09:20:28,2025-12-03 14:20:44,SENT_TO_LIGNE,1002,2003,2002,2002,2005,production-day-2025-12-03.xlsx
PRG-976,19,CT simple parage,337.15,H,7,2025-12-03 07:32:15,2025-12-03 14:16:54,SENT_TO_LIGNE,1002,2002,2005,2003,2001,production-day-2025-12-03.xlsx
PRG-147,20,Miette,288.76,E,20,2025-12-03 08:38:29,2025-12-03 10:39:06,SENT_TO_LIGNE,1001,2005,2004,2004,2003,production-day-2025-12-03.xlsx
PRG-922,21,CB Double parage,220.66,C,10,2025-12-03 06:27:38,2025-12-03 11:46:26,SENT_TO_LIGNE,1002,2003,2001,2003,2005,production-day-2025-12-03.xlsx
PRG-125,22,Morcelé,319.26,A,23,2025-12-03 08:20:41,2025-12-03 17:22:16,SENT_TO_LIGNE,1003,2002,2004,2005,2005,production-day-2025-12-03.xlsx
PRG-835,23,CB Simple parage,308.59,E,9,2025-12-03 09:14:45,2025-12-03 13:28:12,SENT_TO_LIGNE,1003,2001,2005,2002,2003,production-day-2025-12-03.xlsx
PRG-173,24,CB Double parage,425.62,A,27,2025-12-03 08:46:57,2025-12-03 12:12:31,SENT_TO_LIGNE,1002,2004,2005,2003,2005,production-day-2025-12-03.xlsx
PRG-936,25,CB Double parage,295.63,I,20,2025-12-03 07:12:11,2025-12-03 17:02:55,SENT_TO_LIGNE,1002,2003,2002,2002,2003,production-day-2025-12-03.xlsx
PRG-625,26,CB Simple parage,355.4,E,19,2025-12-03 07:17:13,2025-12-03 15:59:43,SENT_TO_LIGNE,1001,2004,2001,2004,2001,production-day-2025-12-03.xlsx
