palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-WR7YIAGX,5/2 [1],Thon Emietté à la Tomate,3003,2026-02-04 11:38:58,production-day-2026-02-04.xlsx
PAL-AVDM4LZM,5/2 [1],Thon Entier à l'Huile,3003,2026-02-04 14:51:34,production-day-2026-02-04.xlsx
PAL-70ZIGU9G,1/5,Thon Entier au Naturel,3003,2026-02-04 16:38:10,production-day-2026-02-04.xlsx
PAL-6ASVFSXK,Manuel,Thon en Morceaux au Naturel,3001,2026-02-04 14:28:52,production-day-2026-02-04.xlsx
PAL-MF7RRTRE,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-04 15:59:28,production-day-2026-02-04.xlsx
PAL-U9CEQF22,400,Thon Emietté à la Tomate,3002,2026-02-04 12:33:09,production-day-2026-02-04.xlsx
PAL-6Z34XDXU,5/2 [1],Thon en Morceaux au Naturel,3003,2026-02-04 15:55:00,production-day-2026-02-04.xlsx
PAL-JSIC9LXC,5/2 [1],Thon Entier à l'Huile,3002,2026-02-04 12:23:10,production-day-2026-02-04.xlsx
PAL-KVR3VBOT,Manuel,Thon Entier à l'Huile,3002,2026-02-04 15:17:04,production-day-2026-02-04.xlsx
PAL-X15XGLHQ,5/2 [1],Thon Entier à l'Huile,3002,2026-02-04 16:03:41,production-day-2026-02-04.xlsx
PAL-6VRPIYH5,400,Thon en Morceaux à l'Huile,3001,2026-02-04 11:32:53,production-day-2026-02-04.xlsx
PAL-UZCJMVEX,5/2 [1],Thon en Morceaux au Naturel,3002,2026-02-04 14:07:57,production-day-2026-02-04.xlsx
PAL-RMX5X60Y,Manuel,Thon en Morceaux au Naturel,3001,2026-02-04 14:14:57,production-day-2026-02-04.xlsx
PAL-JD520ITY,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-04 18:34:38,production-day-2026-02-04.xlsx
PAL-MM1C0SRZ,5/2 [2],Thon Emietté à la Tomate,3001,2026-02-04 18:41:07,production-day-2026-02-04.xlsx
PAL-LK13KR2T,Manuel,Thon Entier au Naturel,3002,2026-02-04 15:46:19,production-day-2026-02-04.xlsx
