parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-205,1,Morcelé,425.05,B,33,2025-12-22 06:23:24,2025-12-22 12:31:19,SENT_TO_LIGNE,1002,2005,2001,2005,2001,production-day-2025-12-22.xlsx
PRG-826,2,CT simple parage,415.63,B,4,2025-12-22 07:24:37,2025-12-22 16:36:19,SENT_TO_LIGNE,1003,2005,2003,2005,2003,production-day-2025-12-22.xlsx
PRG-776,3,CB Simple parage,335.42,B,36,2025-12-22 07:53:35,2025-12-22 14:45:28,SENT_TO_LIGNE,1003,2001,2004,2001,2005,production-day-2025-12-22.xlsx
PRG-520,4,Morcelé,387.53,B,30,2025-12-22 06:53:05,2025-12-22 15:30:33,SENT_TO_LIGNE,1002,2003,2003,2005,2003,production-day-2025-12-22.xlsx
PRG-121,5,CT simple parage,234.29,F,17,2025-12-22 07:34:45,2025-12-22 14:32:45,SENT_TO_LIGNE,1002,2005,2002,2004,2003,production-day-2025-12-22.xlsx
PRG-465,6,Morcelé,435.33,H,3,2025-12-22 06:14:32,2025-12-22 11:38:10,SENT_TO_LIGNE,1003,2004,2002,2004,2004,production-day-2025-12-22.xlsx
PRG-255,7,CB Simple parage,186.78,D,3,2025-12-22 07:40:22,2025-12-22 15:52:44,SENT_TO_LIGNE,1002,2003,2004,2002,2001,production-day-2025-12-22.xlsx
PRG-533,8,CB Simple parage,361.09,H,7,2025-12-22 09:32:48,2025-12-22 13:48:07,SENT_TO_LIGNE,1001,2004,2001,2005,2004,production-day-2025-12-22.xlsx
PRG-867,9,CB Double parage,409.79,D,18,2025-12-22 06:58:42,2025-12-22 09:05:54,SENT_TO_LIGNE,1003,2001,2001,2001,2003,production-day-2025-12-22.xlsx
PRG-357,10,Morcelé,446.49,D,11,2025-12-22 06:52:12,2025-12-22 10:26:54,SENT_TO_LIGNE,1002,2005,2001,2005,2003,production-day-2025-12-22.xlsx
PRG-464,11,CT simple parage,260.3,C,13,2025-12-22 07:13:56,2025-12-22 14:10:02,SENT_TO_LIGNE,1001,2003,2001,2003,2002,production-day-2025-12-22.xlsx
PRG-215,12,CB Simple parage,399.32,I,11,2025-12-22 07:10:56,2025-12-22 13:08:57,SENT_TO_LIGNE,1001,2005,2002,2001,2003,production-day-2025-12-22.xlsx
PRG-156,13,Morcelé,240.77,H,28,2025-12-22 07:34:42,2025-12-22 14:25:31,SENT_TO_LIGNE,1003,2002,2004,2003,2005,production-day-2025-12-22.xlsx
PRG-757,14,CB Simple parage,203.11,H,30,2025-12-22 09:21:05,2025-12-22 12:03:20,SENT_TO_LIGNE,1003,2005,2005,2005,2004,production-day-2025-12-22.xlsx
PRG-920,15,Longe précuit,234.65,G,16,2025-12-22 09:18:04,2025-12-22 19:10:30,SENT_TO_LIGNE,1001,2004,2003,2001,2001,production-day-2025-12-22.xlsx
PRG-550,16,CB Simple parage,294.47,F,29,2025-12-22 08:38:02,2025-12-22 11:23:11,SENT_TO_LIGNE,1002,2005,2005,2001,2005,production-day-2025-12-22.xlsx
PRG-947,17,CB Simple parage,223.81,H,35,2025-12-22 07:02:07,2025-12-22 11:19:55,SENT_TO_LIGNE,1002,2004,2004,2005,2002,production-day-2025-12-22.xlsx
PRG-816,18,Longe précuit,334.01,C,5,2025-12-22 09:42:20,2025-12-22 17:37:57,SENT_TO_LIGNE,1003,2005,2005,2001,2001,production-day-2025-12-22.xlsx
PRG-386,19,CT simple parage,247.91,E,14,2025-12-22 06:57:26,2025-12-22 11:19:01,SENT_TO_LIGNE,1001,2001,2005,2004,2004,production-day-2025-12-22.xlsx
PRG-889,20,Miette,220.0,D,18,2025-12-22 08:34:32,2025-12-22 13:38:04,SENT_TO_LIGNE,1001,2001,2002,2004,2001,production-day-2025-12-22.xlsx
PRG-712,21,CB Simple parage,217.39,B,6,2025-12-22 08:42:33,2025-12-22 15:42:20,SENT_TO_LIGNE,1001,2002,2002,2002,2004,production-day-2025-12-22.xlsx
PRG-398,22,Miette,190.12,F,6,2025-12-22 09:59:53,2025-12-22 17:53:13,SENT_TO_LIGNE,1003,2004,2004,2004,2002,production-day-2025-12-22.xlsx
PRG-178,23,Longe précuit,297.85,I,18,2025-12-22 09:32:07,2025-12-22 16:03:16,SENT_TO_LIGNE,1002,2005,2001,2003,2001,production-day-2025-12-22.xlsx
PRG-184,24,CB Double parage,401.87,G,1,2025-12-22 08:32:28,2025-12-22 14:56:04,SENT_TO_LIGNE,1003,2004,2004,2004,2003,production-day-2025-12-22.xlsx
PRG-310,25,Morcelé,372.89,E,27,2025-12-22 08:31:14,2025-12-22 10:46:35,SENT_TO_LIGNE,1001,2002,2002,2002,2002,production-day-2025-12-22.xlsx
