parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-645,1,Miette,375.91,I,22,2026-01-28 09:31:45,2026-01-28 16:57:15,SENT_TO_LIGNE,1003,2003,2001,2005,2005,production-day-2026-01-28.xlsx
PRG-173,2,CB Simple parage,196.76,E,16,2026-01-28 09:15:53,2026-01-28 16:39:39,SENT_TO_LIGNE,1003,2001,2003,2002,2004,production-day-2026-01-28.xlsx
PRG-711,3,CB Simple parage,283.2,E,19,2026-01-28 07:08:24,2026-01-28 14:46:17,SENT_TO_LIGNE,1001,2005,2002,2002,2004,production-day-2026-01-28.xlsx
PRG-516,4,CB Simple parage,209.58,E,16,2026-01-28 06:30:54,2026-01-28 11:57:29,SENT_TO_LIGNE,1003,2001,2005,2002,2005,production-day-2026-01-28.xlsx
PRG-896,5,CB Simple parage,321.06,B,35,2026-01-28 09:30:38,2026-01-28 14:56:14,SENT_TO_LIGNE,1003,2001,2003,2005,2004,production-day-2026-01-28.xlsx
PRG-365,6,Longe précuit,370.05,F,8,2026-01-28 08:00:09,2026-01-28 16:08:44,SENT_TO_LIGNE,1002,2005,2005,2001,2005,production-day-2026-01-28.xlsx
PRG-883,7,CB Simple parage,257.74,E,2,2026-01-28 07:20:08,2026-01-28 16:15:01,SENT_TO_LIGNE,1002,2004,2003,2003,2004,production-day-2026-01-28.xlsx
PRG-456,8,Miette,357.71,D,14,2026-01-28 09:26:21,2026-01-28 16:42:19,SENT_TO_LIGNE,1001,2002,2005,2002,2001,production-day-2026-01-28.xlsx
PRG-413,9,Miette,243.64,E,28,2026-01-28 09:04:31,2026-01-28 18:19:31,SENT_TO_LIGNE,1003,2002,2005,2004,2001,production-day-2026-01-28.xlsx
PRG-201,10,CB Simple parage,442.28,E,34,2026-01-28 07:22:03,2026-01-28 15:37:28,SENT_TO_LIGNE,1003,2005,2005,2005,2004,production-day-2026-01-28.xlsx
PRG-623,11,Morcelé,290.11,G,8,2026-01-28 09:32:03,2026-01-28 14:14:59,SENT_TO_LIGNE,1001,2005,2003,2004,2002,production-day-2026-01-28.xlsx
PRG-813,12,CB Simple parage,223.6,H,11,2026-01-28 09:07:16,2026-01-28 19:01:55,SENT_TO_LIGNE,1003,2003,2002,2004,2004,production-day-2026-01-28.xlsx
PRG-692,13,CB Simple parage,317.42,G,22,2026-01-28 09:39:10,2026-01-28 16:26:26,SENT_TO_LIGNE,1001,2001,2004,2004,2002,production-day-2026-01-28.xlsx
PRG-137,14,CB Simple parage,389.45,D,34,2026-01-28 09:45:11,2026-01-28 17:08:14,SENT_TO_LIGNE,1003,2002,2001,2004,2001,production-day-2026-01-28.xlsx
PRG-932,15,CB Simple parage,248.71,B,33,2026-01-28 09:08:59,2026-01-28 17:46:44,SENT_TO_LIGNE,1001,2002,2004,2004,2001,production-day-2026-01-28.xlsx
PRG-206,16,CB Simple parage,387.03,A,30,2026-01-28 06:47:04,2026-01-28 12:18:34,SENT_TO_LIGNE,1001,2005,2004,2004,2003,production-day-2026-01-28.xlsx
PRG-218,17,CB Double parage,306.08,A,5,2026-01-28 06:21:21,2026-01-28 15:24:53,SENT_TO_LIGNE,1001,2001,2002,2001,2001,production-day-2026-01-28.xlsx
PRG-733,18,CB Simple parage,320.87,G,25,2026-01-28 08:37:56,2026-01-28 16:10:45,SENT_TO_LIGNE,1003,2004,2002,2003,2004,production-day-2026-01-28.xlsx
