palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-8Z4ZWIXF,400,Thon Entier au Naturel,3002,2025-12-31 19:16:46,production-day-2025-12-31.xlsx
PAL-4TH9LB62,1/5,Thon en Morceaux à l'Huile,3002,2025-12-31 14:12:53,production-day-2025-12-31.xlsx
PAL-LKBLKZCZ,Manuel,Thon Emietté à la Tomate,3002,2025-12-31 18:16:50,production-day-2025-12-31.xlsx
PAL-NH73HKR8,5/2 [2],Thon en Morceaux au Naturel,3002,2025-12-31 17:49:28,production-day-2025-12-31.xlsx
PAL-N8Y4H1IM,1/5,Thon Emietté à l'Huile,3003,2025-12-31 12:46:57,production-day-2025-12-31.xlsx
PAL-8YDOLC2N,Manuel,Thon Emietté à la Tomate,3002,2025-12-31 12:40:31,production-day-2025-12-31.xlsx
PAL-N5RDTYDP,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-31 10:20:46,production-day-2025-12-31.xlsx
PAL-LZLY6VJX,5/2 [1],Thon Entier à l'Huile,3002,2025-12-31 15:45:26,production-day-2025-12-31.xlsx
PAL-9E5ZH1PH,5/2 [2],Thon Entier au Naturel,3003,2025-12-31 12:26:08,production-day-2025-12-31.xlsx
PAL-KEWDZI7J,5/2 [1],Thon en Morceaux au Naturel,3003,2025-12-31 13:57:40,production-day-2025-12-31.xlsx
PAL-OZR0TWBB,1/5,Thon Entier au Naturel,3002,2025-12-31 13:50:33,production-day-2025-12-31.xlsx
PAL-YBEG3036,Manuel,Thon Entier à l'Huile,3002,2025-12-31 16:22:38,production-day-2025-12-31.xlsx
PAL-IZF90ZHM,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-31 09:55:01,production-day-2025-12-31.xlsx
PAL-22IXPJ2D,400,Thon Entier à l'Huile,3003,2025-12-31 17:06:41,production-day-2025-12-31.xlsx
PAL-UOKHI6NE,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-31 17:29:20,production-day-2025-12-31.xlsx
PAL-IEV1BO2I,400,Thon en Morceaux au Naturel,3001,2025-12-31 11:12:10,production-day-2025-12-31.xlsx
PAL-04OKTICJ,5/2 [2],Thon Emietté à l'Huile,3002,2025-12-31 15:18:58,production-day-2025-12-31.xlsx
PAL-200LGVVN,400,Thon en Morceaux au Naturel,3001,2025-12-31 14:21:55,production-day-2025-12-31.xlsx
PAL-EQ982ZQ0,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-31 10:21:59,production-day-2025-12-31.xlsx
PAL-HM0UJ305,5/2 [1],Thon en Morceaux au Naturel,3001,2025-12-31 16:15:22,production-day-2025-12-31.xlsx
PAL-27V23NA2,5/2 [2],Thon Emietté à la Tomate,3002,2025-12-31 16:05:13,production-day-2025-12-31.xlsx
PAL-RUXW7HY1,400,Thon en Morceaux au Naturel,3001,2025-12-31 12:34:44,production-day-2025-12-31.xlsx
PAL-AEHQQSVZ,400,Thon en Morceaux à l'Huile,3001,2025-12-31 13:30:43,production-day-2025-12-31.xlsx
PAL-7J4C9A3Q,5/2 [1],Thon Entier au Naturel,3002,2025-12-31 13:07:57,production-day-2025-12-31.xlsx
PAL-1UW8KN9B,5/2 [1],Thon Entier à l'Huile,3002,2025-12-31 15:21:40,production-day-2025-12-31.xlsx
PAL-VS3AL2DJ,1/5,Thon Emietté à l'Huile,3002,2025-12-31 11:41:19,production-day-2025-12-31.xlsx
PAL-62XZG4Y5,5/2 [1],Thon Entier au Naturel,3003,2025-12-31 14:07:13,production-day-2025-12-31.xlsx
PAL-O3MQZ5RR,5/2 [1],Thon Entier au Naturel,3001,2025-12-31 17:58:46,production-day-2025-12-31.xlsx
PAL-MRALRQG1,400,Thon Emietté à la Tomate,3001,2025-12-31 16:40:58,production-day-2025-12-31.xlsx
PAL-EWTICWLM,1/5,Thon Emietté à l'Huile,3003,2025-12-31 09:54:28,production-day-2025-12-31.xlsx
PAL-SGHDPKKN,5/2 [2],Thon Entier à l'Huile,3003,2025-12-31 11:55:03,production-day-2025-12-31.xlsx
PAL-73VIR45S,400,Thon Emietté à la Tomate,3002,2025-12-31 16:59:24,production-day-2025-12-31.xlsx
PAL-M1DW1NWP,5/2 [2],Thon en Morceaux au Naturel,3002,2025-12-31 14:47:20,production-day-2025-12-31.xlsx
PAL-WXEZINB6,1/5,Thon en Morceaux au Naturel,3001,2025-12-31 17:54:37,production-day-2025-12-31.xlsx
PAL-GR33F688,5/2 [2],Thon en Morceaux à l'Huile,3001,2025-12-31 15:47:43,production-day-2025-12-31.xlsx
PAL-Q548H0SV,5/2 [1],Thon Entier à l'Huile,3001,2025-12-31 12:55:34,production-day-2025-12-31.xlsx
PAL-YQVXU1DY,1/5,Thon en Morceaux au Naturel,3003,2025-12-31 15:52:24,production-day-2025-12-31.xlsx
PAL-X4NT2EQT,5/2 [1],Thon en Morceaux au Naturel,3001,2025-12-31 17:17:11,production-day-2025-12-31.xlsx
