parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-192,1,Miette,412.19,G,5,2026-02-24 09:21:51,2026-02-24 16:51:27,SENT_TO_LIGNE,1001,2001,2005,2004,2003,production-day-2026-02-24.xlsx
PRG-683,2,CB Simple parage,396.22,D,8,2026-02-24 08:31:11,2026-02-24 17:15:32,SENT_TO_LIGNE,1002,2001,2002,2002,2002,production-day-2026-02-24.xlsx
PRG-964,3,CT simple parage,223.86,A,21,2026-02-24 07:44:25,2026-02-24 10:49:12,SENT_TO_LIGNE,1003,2002,2002,2001,2004,production-day-2026-02-24.xlsx
PRG-355,4,Longe précuit,243.95,G,34,2026-02-24 07:18:48,2026-02-24 14:01:54,SENT_TO_LIGNE,1001,2002,2002,2001,2004,production-day-2026-02-24.xlsx
PRG-367,5,CB Simple parage,258.6,A,26,2026-02-24 06:25:34,2026-02-24 14:49:35,SENT_TO_LIGNE,1002,2004,2003,2002,2002,production-day-2026-02-24.xlsx
PRG-205,6,CT simple parage,424.63,E,1,2026-02-24 09:09:17,2026-02-24 17:07:57,SENT_TO_LIGNE,1003,2001,2002,2001,2001,production-day-2026-02-24.xlsx
PRG-521,7,Longe précuit,263.54,D,18,2026-02-24 06:12:38,2026-02-24 13:53:55,SENT_TO_LIGNE,1001,2003,2002,2004,2005,production-day-2026-02-24.xlsx
PRG-110,8,Longe précuit,348.63,G,12,2026-02-24 06:37:16,2026-02-24 16:21:33,SENT_TO_LIGNE,1001,2005,2003,2003,2004,production-day-2026-02-24.xlsx
PRG-416,9,CB Simple parage,405.5,G,33,2026-02-24 06:36:24,2026-02-24 10:39:14,SENT_TO_LIGNE,1003,2001,2003,2003,2004,production-day-2026-02-24.xlsx
PRG-307,10,Morcelé,312.32,I,14,2026-02-24 06:59:16,2026-02-24 09:11:25,SENT_TO_LIGNE,1002,2001,2001,2002,2005,production-day-2026-02-24.xlsx
PRG-260,11,CB Simple parage,340.55,I,5,2026-02-24 06:55:52,2026-02-24 16:07:19,SENT_TO_LIGNE,1003,2001,2004,2004,2002,production-day-2026-02-24.xlsx
PRG-693,12,Longe précuit,429.48,H,19,2026-02-24 06:48:06,2026-02-24 14:08:50,SENT_TO_LIGNE,1002,2001,2002,2001,2003,production-day-2026-02-24.xlsx
PRG-266,13,Longe précuit,290.89,H,13,2026-02-24 08:59:01,2026-02-24 14:49:36,SENT_TO_LIGNE,1001,2005,2005,2001,2002,production-day-2026-02-24.xlsx
PRG-430,14,CB Simple parage,197.16,E,23,2026-02-24 08:16:14,2026-02-24 15:34:39,SENT_TO_LIGNE,1001,2003,2003,2003,2003,production-day-2026-02-24.xlsx
PRG-318,15,CB Simple parage,199.14,A,30,2026-02-24 08:34:55,2026-02-24 17:15:39,SENT_TO_LIGNE,1003,2005,2001,2005,2004,production-day-2026-02-24.xlsx
PRG-644,16,CT simple parage,407.37,I,5,2026-02-24 08:27:22,2026-02-24 16:15:27,SENT_TO_LIGNE,1001,2001,2002,2002,2001,production-day-2026-02-24.xlsx
PRG-653,17,Morcelé,259.52,F,6,2026-02-24 09:56:42,2026-02-24 15:35:07,SENT_TO_LIGNE,1003,2002,2001,2003,2005,production-day-2026-02-24.xlsx
PRG-617,18,CB Simple parage,197.76,H,18,2026-02-24 07:27:28,2026-02-24 12:20:27,SENT_TO_LIGNE,1003,2001,2001,2004,2001,production-day-2026-02-24.xlsx
PRG-237,19,CB Double parage,244.32,B,27,2026-02-24 09:14:48,2026-02-24 18:13:14,SENT_TO_LIGNE,1002,2001,2003,2004,2005,production-day-2026-02-24.xlsx
PRG-359,20,Longe précuit,369.48,D,20,2026-02-24 06:51:08,2026-02-24 16:24:22,SENT_TO_LIGNE,1003,2004,2005,2001,2005,production-day-2026-02-24.xlsx
PRG-403,21,CB Simple parage,407.11,G,10,2026-02-24 08:47:11,2026-02-24 17:28:07,SENT_TO_LIGNE,1003,2004,2005,2003,2001,production-day-2026-02-24.xlsx
PRG-910,22,Morcelé,286.59,G,17,2026-02-24 08:24:51,2026-02-24 12:43:11,SENT_TO_LIGNE,1002,2003,2005,2002,2003,production-day-2026-02-24.xlsx
