palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-SFXI5OEB,5/2 [1],Thon Entier à l'Huile,3002,2026-01-27 15:35:17,production-day-2026-01-27.xlsx
PAL-XC52SZP4,5/2 [1],Thon Entier au Naturel,3001,2026-01-27 15:27:08,production-day-2026-01-27.xlsx
PAL-4Q6CI9H6,400,Thon Entier à l'Huile,3002,2026-01-27 15:17:35,production-day-2026-01-27.xlsx
PAL-OZPY1THP,5/2 [2],Thon Entier à l'Huile,3002,2026-01-27 16:19:35,production-day-2026-01-27.xlsx
PAL-TLDFHP2U,5/2 [1],Thon Entier à l'Huile,3003,2026-01-27 13:50:13,production-day-2026-01-27.xlsx
PAL-2ZA56NFQ,Manuel,Thon Emietté à l'Huile,3001,2026-01-27 15:39:38,production-day-2026-01-27.xlsx
PAL-XMRVYI7U,1/5,Thon en Morceaux au Naturel,3002,2026-01-27 13:32:25,production-day-2026-01-27.xlsx
PAL-JHE4P9FY,5/2 [1],Thon en Morceaux au Naturel,3002,2026-01-27 13:58:15,production-day-2026-01-27.xlsx
PAL-TQLCEA0P,1/5,Thon Entier à l'Huile,3003,2026-01-27 17:46:43,production-day-2026-01-27.xlsx
PAL-ZGS640JG,5/2 [1],Thon Emietté à la Tomate,3002,2026-01-27 13:27:14,production-day-2026-01-27.xlsx
PAL-LKRTX1C2,1/5,Thon Emietté à la Tomate,3001,2026-01-27 17:31:16,production-day-2026-01-27.xlsx
PAL-8C3QJOO1,5/2 [1],Thon Emietté à la Tomate,3003,2026-01-27 15:37:04,production-day-2026-01-27.xlsx
PAL-ITWLY9AH,1/5,Thon Entier au Naturel,3002,2026-01-27 13:05:00,production-day-2026-01-27.xlsx
PAL-ZTKKS7ZH,5/2 [1],Thon Entier à l'Huile,3003,2026-01-27 16:32:05,production-day-2026-01-27.xlsx
PAL-8VM56N9G,5/2 [1],Thon Entier à l'Huile,3002,2026-01-27 11:33:41,production-day-2026-01-27.xlsx
