palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-YZ70OXOD,5/2 [1],Thon Entier à l'Huile,3001,2025-12-15 15:56:38,production-day-2025-12-15.xlsx
PAL-A0DFPRRN,5/2 [1],Thon Emietté à la Tomate,3003,2025-12-15 17:31:01,production-day-2025-12-15.xlsx
PAL-4170EZHI,5/2 [2],Thon Emietté à la Tomate,3002,2025-12-15 13:52:58,production-day-2025-12-15.xlsx
PAL-CZ9EGJOK,5/2 [1],Thon Entier au Naturel,3001,2025-12-15 13:08:46,production-day-2025-12-15.xlsx
PAL-T1ZL40B8,1/5,Thon Entier à l'Huile,3003,2025-12-15 18:10:10,production-day-2025-12-15.xlsx
PAL-WEDGJ8XL,5/2 [1],Thon en Morceaux au Naturel,3001,2025-12-15 10:41:11,production-day-2025-12-15.xlsx
PAL-QEXCCFNF,5/2 [2],Thon Entier au Naturel,3002,2025-12-15 10:26:22,production-day-2025-12-15.xlsx
PAL-S1ET0OGU,5/2 [2],Thon Entier à l'Huile,3001,2025-12-15 13:27:54,production-day-2025-12-15.xlsx
PAL-LI1QLTFK,Manuel,Thon Entier à l'Huile,3001,2025-12-15 12:56:56,production-day-2025-12-15.xlsx
PAL-NYZRI83K,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-15 12:28:00,production-day-2025-12-15.xlsx
PAL-R1VQDJJU,5/2 [1],Thon en Morceaux au Naturel,3001,2025-12-15 13:40:45,production-day-2025-12-15.xlsx
PAL-WWUXZ6SD,5/2 [1],Thon Emietté à la Tomate,3003,2025-12-15 16:35:21,production-day-2025-12-15.xlsx
PAL-ZPOWO9ZG,5/2 [1],Thon en Morceaux au Naturel,3002,2025-12-15 14:06:24,production-day-2025-12-15.xlsx
PAL-HB9WC137,5/2 [2],Thon Emietté à la Tomate,3001,2025-12-15 14:42:32,production-day-2025-12-15.xlsx
PAL-6VJ5KE7X,1/5,Thon Entier à l'Huile,3003,2025-12-15 12:51:37,production-day-2025-12-15.xlsx
PAL-1PR9F9YP,5/2 [1],Thon Entier au Naturel,3001,2025-12-15 10:38:25,production-day-2025-12-15.xlsx
