parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-755,1,CB Simple parage,258.96,I,21,2026-01-01 08:49:00,2026-01-01 17:18:23,SENT_TO_LIGNE,1002,2001,2004,2005,2002,production-day-2026-01-01.xlsx
PRG-198,2,CB Simple parage,401.44,B,6,2026-01-01 06:37:49,2026-01-01 12:43:04,SENT_TO_LIGNE,1003,2004,2003,2003,2002,production-day-2026-01-01.xlsx
PRG-532,3,CB Simple parage,347.21,D,2,2026-01-01 07:53:33,2026-01-01 09:59:27,SENT_TO_LIGNE,1001,2004,2004,2001,2003,production-day-2026-01-01.xlsx
PRG-630,4,CB Simple parage,341.58,G,2,2026-01-01 09:12:08,2026-01-01 17:05:40,SENT_TO_LIGNE,1002,2005,2001,2003,2001,production-day-2026-01-01.xlsx
PRG-219,5,CB Simple parage,185.47,I,30,2026-01-01 07:02:36,2026-01-01 16:48:38,SENT_TO_LIGNE,1002,2004,2005,2001,2001,production-day-2026-01-01.xlsx
PRG-270,6,CB Double parage,235.3,F,30,2026-01-01 06:06:29,2026-01-01 12:39:47,SENT_TO_LIGNE,1001,2004,2003,2001,2001,production-day-2026-01-01.xlsx
PRG-813,7,CB Simple parage,262.34,H,7,2026-01-01 08:53:46,2026-01-01 16:15:55,SENT_TO_LIGNE,1002,2004,2003,2003,2001,production-day-2026-01-01.xlsx
PRG-283,8,Miette,231.79,A,21,2026-01-01 07:07:39,2026-01-01 15:26:59,SENT_TO_LIGNE,1003,2002,2004,2004,2005,production-day-2026-01-01.xlsx
PRG-134,9,CT simple parage,217.87,D,15,2026-01-01 07:30:42,2026-01-01 13:57:33,SENT_TO_LIGNE,1002,2002,2005,2003,2003,production-day-2026-01-01.xlsx
PRG-276,10,CB Double parage,330.29,I,30,2026-01-01 08:01:17,2026-01-01 10:25:16,SENT_TO_LIGNE,1001,2003,2005,2001,2003,production-day-2026-01-01.xlsx
PRG-831,11,Morcelé,285.86,C,25,2026-01-01 07:20:50,2026-01-01 13:49:33,SENT_TO_LIGNE,1002,2002,2005,2005,2003,production-day-2026-01-01.xlsx
PRG-780,12,CT simple parage,333.92,B,23,2026-01-01 07:49:50,2026-01-01 15:09:46,SENT_TO_LIGNE,1002,2003,2003,2003,2004,production-day-2026-01-01.xlsx
PRG-217,13,CB Simple parage,191.91,C,1,2026-01-01 07:13:26,2026-01-01 09:16:35,SENT_TO_LIGNE,1001,2005,2004,2001,2002,production-day-2026-01-01.xlsx
PRG-196,14,Longe précuit,327.34,A,25,2026-01-01 06:56:53,2026-01-01 09:11:54,SENT_TO_LIGNE,1002,2003,2005,2005,2005,production-day-2026-01-01.xlsx
PRG-269,15,CT simple parage,286.07,B,12,2026-01-01 07:03:54,2026-01-01 15:38:07,SENT_TO_LIGNE,1002,2001,2005,2002,2002,production-day-2026-01-01.xlsx
PRG-187,16,Morcelé,200.5,D,29,2026-01-01 09:56:00,2026-01-01 15:29:59,SENT_TO_LIGNE,1003,2003,2004,2003,2005,production-day-2026-01-01.xlsx
PRG-963,17,Longe précuit,230.25,E,13,2026-01-01 09:35:43,2026-01-01 13:19:26,SENT_TO_LIGNE,1001,2003,2003,2002,2002,production-day-2026-01-01.xlsx
PRG-551,18,Longe précuit,233.09,F,19,2026-01-01 06:05:39,2026-01-01 14:43:53,SENT_TO_LIGNE,1002,2004,2003,2003,2003,production-day-2026-01-01.xlsx
PRG-111,19,Miette,421.28,I,11,2026-01-01 07:45:51,2026-01-01 12:30:49,SENT_TO_LIGNE,1001,2005,2005,2001,2002,production-day-2026-01-01.xlsx
PRG-233,20,Miette,192.57,G,27,2026-01-01 07:00:03,2026-01-01 14:00:35,SENT_TO_LIGNE,1003,2003,2003,2005,2002,production-day-2026-01-01.xlsx
PRG-197,21,CB Simple parage,248.91,A,18,2026-01-01 06:45:31,2026-01-01 12:41:12,SENT_TO_LIGNE,1003,2005,2004,2003,2001,production-day-2026-01-01.xlsx
PRG-400,22,Longe précuit,194.05,C,1,2026-01-01 07:46:51,2026-01-01 11:09:19,SENT_TO_LIGNE,1001,2001,2001,2005,2001,production-day-2026-01-01.xlsx
PRG-385,23,CT simple parage,433.95,D,33,2026-01-01 06:57:42,2026-01-01 08:59:47,SENT_TO_LIGNE,1003,2003,2002,2004,2001,production-day-2026-01-01.xlsx
PRG-540,24,CB Simple parage,362.66,D,33,2026-01-01 07:23:59,2026-01-01 11:18:48,SENT_TO_LIGNE,1003,2004,2004,2004,2003,production-day-2026-01-01.xlsx
PRG-686,25,CB Simple parage,411.98,C,9,2026-01-01 08:04:11,2026-01-01 11:19:32,SENT_TO_LIGNE,1001,2005,2003,2005,2004,production-day-2026-01-01.xlsx
PRG-319,26,CB Simple parage,236.28,F,10,2026-01-01 08:49:52,2026-01-01 12:56:57,SENT_TO_LIGNE,1003,2001,2005,2001,2004,production-day-2026-01-01.xlsx
PRG-280,27,CB Double parage,338.89,H,12,2026-01-01 09:54:05,2026-01-01 19:03:03,SENT_TO_LIGNE,1002,2003,2002,2003,2001,production-day-2026-01-01.xlsx
PRG-193,28,CB Simple parage,205.12,F,24,2026-01-01 08:27:40,2026-01-01 14:24:25,SENT_TO_LIGNE,1003,2002,2003,2002,2003,production-day-2026-01-01.xlsx
PRG-229,29,CT simple parage,221.3,C,36,2026-01-01 07:14:36,2026-01-01 15:59:51,SENT_TO_LIGNE,1001,2002,2004,2004,2005,production-day-2026-01-01.xlsx
PRG-927,30,Miette,182.22,A,32,2026-01-01 06:20:26,2026-01-01 14:33:28,SENT_TO_LIGNE,1003,2001,2002,2003,2002,production-day-2026-01-01.xlsx
PRG-157,31,CT simple parage,297.34,F,8,2026-01-01 06:03:29,2026-01-01 11:03:48,SENT_TO_LIGNE,1001,2005,2005,2005,2001,production-day-2026-01-01.xlsx
PRG-609,32,Longe précuit,324.45,A,11,2026-01-01 06:40:00,2026-01-01 10:59:57,SENT_TO_LIGNE,1001,2001,2001,2005,2001,production-day-2026-01-01.xlsx
