palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-9DJU5IYY,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-25 16:36:29,production-day-2025-12-25.xlsx
PAL-CD47BP1O,5/2 [1],Thon Emietté à la Tomate,3001,2025-12-25 12:07:38,production-day-2025-12-25.xlsx
PAL-E5V6UBKK,1/5,Thon Emietté à la Tomate,3001,2025-12-25 13:19:50,production-day-2025-12-25.xlsx
PAL-UPCXHBAL,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-25 14:51:25,production-day-2025-12-25.xlsx
PAL-NTD2A8WS,5/2 [1],Thon Entier au Naturel,3001,2025-12-25 11:33:21,production-day-2025-12-25.xlsx
PAL-0VMX0GLF,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-25 12:40:11,production-day-2025-12-25.xlsx
PAL-6N7D3IF7,400,Thon Entier à l'Huile,3001,2025-12-25 16:12:12,production-day-2025-12-25.xlsx
PAL-1VGALLFX,5/2 [2],Thon Entier à l'Huile,3003,2025-12-25 13:11:22,production-day-2025-12-25.xlsx
PAL-6BYZGCOI,5/2 [1],Thon en Morceaux à l'Huile,3002,2025-12-25 12:18:28,production-day-2025-12-25.xlsx
PAL-553YK1OS,5/2 [1],Thon en Morceaux au Naturel,3003,2025-12-25 15:39:59,production-day-2025-12-25.xlsx
PAL-PDTPZ0N7,1/5,Thon en Morceaux à l'Huile,3003,2025-12-25 14:39:21,production-day-2025-12-25.xlsx
PAL-EYJUBX3H,5/2 [1],Thon Emietté à l'Huile,3003,2025-12-25 19:11:08,production-day-2025-12-25.xlsx
PAL-TDLMP48A,5/2 [1],Thon Entier à l'Huile,3003,2025-12-25 15:26:27,production-day-2025-12-25.xlsx
PAL-H3X5X5H5,5/2 [1],Thon Emietté à la Tomate,3002,2025-12-25 12:22:56,production-day-2025-12-25.xlsx
PAL-2OW4K18P,1/5,Thon Emietté à la Tomate,3002,2025-12-25 12:30:31,production-day-2025-12-25.xlsx
