palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-4S5PTPZS,1/5,Thon en Morceaux à l'Huile,3002,2025-12-11 13:54:27,production-day-2025-12-11.xlsx
PAL-0L5RFE7F,Manuel,Thon en Morceaux au Naturel,3002,2025-12-11 16:18:57,production-day-2025-12-11.xlsx
PAL-LFLUAM90,5/2 [2],Thon Entier à l'Huile,3002,2025-12-11 19:22:10,production-day-2025-12-11.xlsx
PAL-FRKO5X1T,5/2 [2],Thon Entier à l'Huile,3003,2025-12-11 15:22:18,production-day-2025-12-11.xlsx
PAL-325DWB0F,1/5,Thon Entier à l'Huile,3002,2025-12-11 18:11:48,production-day-2025-12-11.xlsx
PAL-T8LQVRVV,5/2 [2],Thon en Morceaux à l'Huile,3001,2025-12-11 15:02:00,production-day-2025-12-11.xlsx
PAL-ULULXX3I,Manuel,Thon Emietté à la Tomate,3001,2025-12-11 11:49:29,production-day-2025-12-11.xlsx
PAL-H2LSIT8Z,5/2 [2],Thon Entier à l'Huile,3003,2025-12-11 09:34:32,production-day-2025-12-11.xlsx
PAL-545789A3,1/5,Thon en Morceaux à l'Huile,3002,2025-12-11 14:32:00,production-day-2025-12-11.xlsx
PAL-CBYY84V3,5/2 [2],Thon Emietté à la Tomate,3001,2025-12-11 12:47:39,production-day-2025-12-11.xlsx
PAL-J6OQ550I,1/5,Thon Entier au Naturel,3003,2025-12-11 11:58:07,production-day-2025-12-11.xlsx
PAL-5245TCOE,400,Thon en Morceaux au Naturel,3003,2025-12-11 15:11:10,production-day-2025-12-11.xlsx
PAL-05M50GXJ,5/2 [1],Thon Emietté à la Tomate,3002,2025-12-11 16:02:54,production-day-2025-12-11.xlsx
PAL-HYUMG4JA,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-11 11:39:53,production-day-2025-12-11.xlsx
PAL-4EUG4WPC,Manuel,Thon Emietté à l'Huile,3003,2025-12-11 13:57:16,production-day-2025-12-11.xlsx
PAL-QUOX6YPJ,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-11 12:34:07,production-day-2025-12-11.xlsx
PAL-ROV6ADRY,5/2 [2],Thon Entier au Naturel,3001,2025-12-11 14:41:22,production-day-2025-12-11.xlsx
