parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-644,1,Miette,356.64,F,28,2026-03-03 08:36:39,2026-03-03 17:35:57,SENT_TO_LIGNE,1001,2003,2001,2001,2003,production-day-2026-03-03.xlsx
PRG-320,2,Morcelé,299.75,I,24,2026-03-03 09:21:02,2026-03-03 15:16:47,SENT_TO_LIGNE,1001,2002,2002,2003,2001,production-day-2026-03-03.xlsx
PRG-822,3,Longe précuit,246.81,H,12,2026-03-03 07:12:14,2026-03-03 14:21:39,SENT_TO_LIGNE,1003,2002,2002,2001,2003,production-day-2026-03-03.xlsx
PRG-463,4,CB Simple parage,315.1,C,4,2026-03-03 09:23:42,2026-03-03 18:21:17,SENT_TO_LIGNE,1001,2003,2004,2005,2003,production-day-2026-03-03.xlsx
PRG-442,5,Morcelé,329.66,A,17,2026-03-03 06:01:03,2026-03-03 10:31:28,SENT_TO_LIGNE,1002,2003,2001,2003,2004,production-day-2026-03-03.xlsx
PRG-673,6,CB Simple parage,225.56,C,25,2026-03-03 08:07:29,2026-03-03 12:49:19,SENT_TO_LIGNE,1001,2005,2003,2003,2005,production-day-2026-03-03.xlsx
PRG-885,7,CB Simple parage,258.73,A,14,2026-03-03 08:12:31,2026-03-03 15:27:09,SENT_TO_LIGNE,1003,2003,2003,2002,2002,production-day-2026-03-03.xlsx
PRG-729,8,CB Simple parage,354.73,F,29,2026-03-03 09:15:53,2026-03-03 11:49:38,SENT_TO_LIGNE,1002,2001,2001,2002,2005,production-day-2026-03-03.xlsx
PRG-719,9,CB Simple parage,240.05,F,32,2026-03-03 09:06:59,2026-03-03 17:00:49,SENT_TO_LIGNE,1001,2003,2003,2003,2001,production-day-2026-03-03.xlsx
PRG-409,10,Longe précuit,354.99,I,21,2026-03-03 07:05:34,2026-03-03 16:33:41,SENT_TO_LIGNE,1003,2001,2002,2001,2004,production-day-2026-03-03.xlsx
PRG-909,11,CB Simple parage,416.41,E,15,2026-03-03 07:24:17,2026-03-03 14:25:59,SENT_TO_LIGNE,1002,2005,2001,2005,2005,production-day-2026-03-03.xlsx
PRG-269,12,Miette,385.82,G,31,2026-03-03 08:20:14,2026-03-03 12:43:19,SENT_TO_LIGNE,1002,2002,2005,2001,2002,production-day-2026-03-03.xlsx
PRG-996,13,Longe précuit,216.75,I,27,2026-03-03 06:00:44,2026-03-03 09:21:04,SENT_TO_LIGNE,1001,2002,2004,2001,2002,production-day-2026-03-03.xlsx
PRG-979,14,Longe précuit,359.17,D,34,2026-03-03 09:40:43,2026-03-03 17:10:22,SENT_TO_LIGNE,1001,2005,2002,2004,2005,production-day-2026-03-03.xlsx
PRG-228,15,Morcelé,441.08,H,10,2026-03-03 09:21:07,2026-03-03 13:19:49,SENT_TO_LIGNE,1001,2005,2002,2002,2004,production-day-2026-03-03.xlsx
PRG-670,16,Miette,389.03,D,6,2026-03-03 07:50:18,2026-03-03 13:39:01,SENT_TO_LIGNE,1001,2004,2003,2001,2002,production-day-2026-03-03.xlsx
PRG-694,17,CB Simple parage,305.57,H,14,2026-03-03 06:53:42,2026-03-03 14:51:58,SENT_TO_LIGNE,1003,2003,2003,2005,2004,production-day-2026-03-03.xlsx
PRG-539,18,CB Simple parage,185.32,B,23,2026-03-03 07:47:59,2026-03-03 14:32:27,SENT_TO_LIGNE,1002,2003,2005,2002,2003,production-day-2026-03-03.xlsx
PRG-663,19,Miette,394.54,E,29,2026-03-03 09:33:51,2026-03-03 16:47:16,SENT_TO_LIGNE,1002,2001,2004,2002,2002,production-day-2026-03-03.xlsx
PRG-472,20,CB Double parage,396.87,E,29,2026-03-03 06:09:48,2026-03-03 10:35:29,SENT_TO_LIGNE,1002,2002,2001,2005,2001,production-day-2026-03-03.xlsx
PRG-333,21,CB Simple parage,305.81,H,24,2026-03-03 06:18:34,2026-03-03 10:32:32,SENT_TO_LIGNE,1002,2001,2005,2001,2002,production-day-2026-03-03.xlsx
PRG-503,22,Miette,185.65,I,5,2026-03-03 06:39:36,2026-03-03 09:31:22,SENT_TO_LIGNE,1001,2002,2001,2004,2004,production-day-2026-03-03.xlsx
PRG-318,23,CT simple parage,409.55,I,8,2026-03-03 06:02:31,2026-03-03 13:29:12,SENT_TO_LIGNE,1003,2001,2004,2002,2003,production-day-2026-03-03.xlsx
