palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-QK1CRE6L,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-09 16:09:45,production-day-2026-02-09.xlsx
PAL-XGP4V8YT,1/5,Thon Emietté à l'Huile,3001,2026-02-09 17:35:26,production-day-2026-02-09.xlsx
PAL-UKHIRFAZ,5/2 [1],Thon Entier à l'Huile,3002,2026-02-09 10:10:20,production-day-2026-02-09.xlsx
PAL-2C7AOXC8,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-02-09 09:34:30,production-day-2026-02-09.xlsx
PAL-CMA2ZRWC,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-09 11:55:10,production-day-2026-02-09.xlsx
PAL-7V0RL16J,5/2 [1],Thon Entier à l'Huile,3002,2026-02-09 12:35:29,production-day-2026-02-09.xlsx
PAL-J0O513WG,5/2 [2],Thon Emietté à l'Huile,3002,2026-02-09 16:47:01,production-day-2026-02-09.xlsx
PAL-QD8QEJLT,Manuel,Thon Emietté à la Tomate,3001,2026-02-09 10:28:40,production-day-2026-02-09.xlsx
PAL-FUCQ66B8,5/2 [2],Thon Entier au Naturel,3001,2026-02-09 14:17:14,production-day-2026-02-09.xlsx
PAL-HFBJOSXW,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-02-09 13:45:08,production-day-2026-02-09.xlsx
PAL-RPI3FQIX,400,Thon Entier à l'Huile,3002,2026-02-09 18:10:44,production-day-2026-02-09.xlsx
PAL-5GAEKVVY,5/2 [2],Thon Entier à l'Huile,3001,2026-02-09 16:20:44,production-day-2026-02-09.xlsx
PAL-J0NP8C07,5/2 [2],Thon en Morceaux au Naturel,3002,2026-02-09 13:18:03,production-day-2026-02-09.xlsx
PAL-JXOWEIEZ,1/5,Thon Emietté à la Tomate,3003,2026-02-09 14:06:18,production-day-2026-02-09.xlsx
PAL-N3H7PQJE,400,Thon Entier au Naturel,3002,2026-02-09 14:18:25,production-day-2026-02-09.xlsx
PAL-OOPQRJE5,5/2 [1],Thon Entier à l'Huile,3001,2026-02-09 18:11:04,production-day-2026-02-09.xlsx
PAL-MQQPJRWG,1/5,Thon Entier au Naturel,3002,2026-02-09 14:38:14,production-day-2026-02-09.xlsx
PAL-X2XXAOZ3,5/2 [2],Thon Entier au Naturel,3002,2026-02-09 17:43:33,production-day-2026-02-09.xlsx
PAL-5ELHAO31,1/5,Thon en Morceaux à l'Huile,3003,2026-02-09 13:54:48,production-day-2026-02-09.xlsx
PAL-97GSK173,Manuel,Thon en Morceaux à l'Huile,3001,2026-02-09 15:50:21,production-day-2026-02-09.xlsx
PAL-YCSY19QF,5/2 [1],Thon Entier à l'Huile,3001,2026-02-09 16:52:56,production-day-2026-02-09.xlsx
PAL-MVU106VM,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-09 14:35:52,production-day-2026-02-09.xlsx
PAL-FHY63VBC,1/5,Thon en Morceaux au Naturel,3002,2026-02-09 17:22:13,production-day-2026-02-09.xlsx
PAL-SPGL64QA,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-02-09 16:07:10,production-day-2026-02-09.xlsx
PAL-918QSOG3,1/5,Thon Emietté à l'Huile,3003,2026-02-09 15:24:50,production-day-2026-02-09.xlsx
PAL-6D2HXQZF,1/5,Thon Entier à l'Huile,3002,2026-02-09 13:55:11,production-day-2026-02-09.xlsx
PAL-WPKWJ7GV,5/2 [1],Thon Entier au Naturel,3002,2026-02-09 12:44:53,production-day-2026-02-09.xlsx
PAL-4V6I8Y8X,Manuel,Thon Entier au Naturel,3003,2026-02-09 15:35:50,production-day-2026-02-09.xlsx
PAL-BY5ZHR0X,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-02-09 11:57:33,production-day-2026-02-09.xlsx
PAL-W0DHV7SC,5/2 [2],Thon Emietté à l'Huile,3002,2026-02-09 14:38:15,production-day-2026-02-09.xlsx
PAL-AHLFP03R,5/2 [2],Thon Entier à l'Huile,3002,2026-02-09 14:57:35,production-day-2026-02-09.xlsx
PAL-EG7AB7RK,1/5,Thon en Morceaux à l'Huile,3001,2026-02-09 16:50:06,production-day-2026-02-09.xlsx
PAL-2TJUSXSV,1/5,Thon Entier à l'Huile,3001,2026-02-09 12:59:07,production-day-2026-02-09.xlsx
PAL-35RK5UMR,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-09 12:59:33,production-day-2026-02-09.xlsx
PAL-E92BI9PX,1/5,Thon Entier au Naturel,3003,2026-02-09 14:09:03,production-day-2026-02-09.xlsx
PAL-XB6068LR,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-09 11:45:08,production-day-2026-02-09.xlsx
