parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-880,1,Morcelé,383.59,D,28,2026-02-05 09:08:06,2026-02-05 11:40:48,SENT_TO_LIGNE,1003,2003,2003,2004,2001,production-day-2026-02-05.xlsx
PRG-756,2,CB Simple parage,265.61,I,24,2026-02-05 06:25:14,2026-02-05 14:28:36,SENT_TO_LIGNE,1002,2005,2003,2002,2005,production-day-2026-02-05.xlsx
PRG-136,3,CB Simple parage,190.76,H,12,2026-02-05 07:48:39,2026-02-05 16:16:34,SENT_TO_LIGNE,1002,2001,2002,2001,2003,production-day-2026-02-05.xlsx
PRG-354,4,CB Double parage,401.83,I,30,2026-02-05 09:06:23,2026-02-05 11:36:26,SENT_TO_LIGNE,1003,2002,2004,2004,2004,production-day-2026-02-05.xlsx
PRG-472,5,CB Simple parage,354.25,C,22,2026-02-05 08:22:52,2026-02-05 14:20:56,SENT_TO_LIGNE,1002,2001,2003,2004,2004,production-day-2026-02-05.xlsx
PRG-863,6,CB Simple parage,416.82,I,9,2026-02-05 07:51:35,2026-02-05 13:49:18,SENT_TO_LIGNE,1002,2002,2003,2003,2001,production-day-2026-02-05.xlsx
PRG-125,7,CB Simple parage,305.87,F,31,2026-02-05 08:57:15,2026-02-05 11:59:28,SENT_TO_LIGNE,1003,2005,2005,2005,2005,production-day-2026-02-05.xlsx
PRG-198,8,CT simple parage,329.72,D,11,2026-02-05 09:22:10,2026-02-05 19:11:36,SENT_TO_LIGNE,1002,2003,2004,2005,2001,production-day-2026-02-05.xlsx
PRG-806,9,Longe précuit,440.2,A,6,2026-02-05 09:07:47,2026-02-05 15:41:30,SENT_TO_LIGNE,1001,2002,2005,2002,2004,production-day-2026-02-05.xlsx
PRG-386,10,CB Double parage,231.76,G,36,2026-02-05 06:56:05,2026-02-05 09:11:39,SENT_TO_LIGNE,1003,2001,2005,2001,2005,production-day-2026-02-05.xlsx
PRG-545,11,CB Simple parage,225.18,B,20,2026-02-05 08:28:19,2026-02-05 14:16:53,SENT_TO_LIGNE,1003,2003,2003,2005,2001,production-day-2026-02-05.xlsx
PRG-807,12,Miette,439.67,H,11,2026-02-05 08:49:14,2026-02-05 18:16:33,SENT_TO_LIGNE,1002,2001,2001,2004,2002,production-day-2026-02-05.xlsx
PRG-108,13,Longe précuit,375.5,G,28,2026-02-05 07:44:53,2026-02-05 14:01:02,SENT_TO_LIGNE,1001,2003,2004,2001,2004,production-day-2026-02-05.xlsx
PRG-916,14,CB Double parage,334.21,B,29,2026-02-05 07:10:34,2026-02-05 16:11:54,SENT_TO_LIGNE,1001,2004,2005,2003,2002,production-day-2026-02-05.xlsx
PRG-616,15,CB Simple parage,319.63,D,24,2026-02-05 06:29:03,2026-02-05 12:33:04,SENT_TO_LIGNE,1001,2004,2001,2003,2003,production-day-2026-02-05.xlsx
PRG-817,16,Morcelé,353.8,G,13,2026-02-05 07:38:42,2026-02-05 11:34:27,SENT_TO_LIGNE,1001,2005,2003,2005,2002,production-day-2026-02-05.xlsx
PRG-521,17,Longe précuit,320.48,A,30,2026-02-05 07:12:09,2026-02-05 15:12:54,SENT_TO_LIGNE,1001,2001,2001,2005,2005,production-day-2026-02-05.xlsx
PRG-342,18,CB Double parage,256.14,E,21,2026-02-05 07:03:49,2026-02-05 10:00:32,SENT_TO_LIGNE,1003,2003,2001,2004,2004,production-day-2026-02-05.xlsx
PRG-835,19,Miette,410.27,G,26,2026-02-05 06:08:34,2026-02-05 15:47:46,SENT_TO_LIGNE,1001,2004,2002,2004,2003,production-day-2026-02-05.xlsx
PRG-763,20,Miette,276.05,D,14,2026-02-05 06:09:41,2026-02-05 08:51:47,SENT_TO_LIGNE,1002,2005,2001,2004,2001,production-day-2026-02-05.xlsx
PRG-982,21,CT simple parage,416.06,B,10,2026-02-05 07:19:12,2026-02-05 10:53:43,SENT_TO_LIGNE,1001,2003,2004,2004,2004,production-day-2026-02-05.xlsx
PRG-165,22,Morcelé,376.71,D,10,2026-02-05 09:17:08,2026-02-05 18:04:30,SENT_TO_LIGNE,1003,2002,2005,2002,2003,production-day-2026-02-05.xlsx
PRG-570,23,Miette,303.48,I,15,2026-02-05 07:55:46,2026-02-05 13:27:57,SENT_TO_LIGNE,1003,2003,2002,2005,2001,production-day-2026-02-05.xlsx
PRG-353,24,CB Simple parage,378.32,A,25,2026-02-05 09:28:33,2026-02-05 14:51:25,SENT_TO_LIGNE,1002,2003,2005,2004,2004,production-day-2026-02-05.xlsx
PRG-277,25,Longe précuit,363.82,F,20,2026-02-05 06:03:21,2026-02-05 12:57:17,SENT_TO_LIGNE,1003,2001,2003,2003,2003,production-day-2026-02-05.xlsx
PRG-521,26,Miette,246.61,A,14,2026-02-05 06:29:05,2026-02-05 14:13:16,SENT_TO_LIGNE,1001,2004,2003,2002,2003,production-day-2026-02-05.xlsx
