parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-824,1,CB Simple parage,434.56,H,1,2026-02-19 07:02:37,2026-02-19 16:25:03,SENT_TO_LIGNE,1002,2001,2002,2003,2004,production-day-2026-02-19.xlsx
PRG-339,2,CB Simple parage,334.58,I,33,2026-02-19 09:05:11,2026-02-19 14:58:40,SENT_TO_LIGNE,1003,2005,2002,2001,2001,production-day-2026-02-19.xlsx
PRG-446,3,Longe précuit,407.38,F,1,2026-02-19 09:06:54,2026-02-19 13:52:16,SENT_TO_LIGNE,1002,2002,2002,2005,2003,production-day-2026-02-19.xlsx
PRG-959,4,CB Simple parage,405.15,I,28,2026-02-19 07:02:10,2026-02-19 14:13:53,SENT_TO_LIGNE,1001,2004,2003,2002,2002,production-day-2026-02-19.xlsx
PRG-888,5,CB Simple parage,396.59,H,36,2026-02-19 07:47:56,2026-02-19 12:07:55,SENT_TO_LIGNE,1001,2004,2005,2005,2005,production-day-2026-02-19.xlsx
PRG-901,6,CB Double parage,211.71,H,31,2026-02-19 07:54:19,2026-02-19 11:37:24,SENT_TO_LIGNE,1001,2003,2005,2001,2003,production-day-2026-02-19.xlsx
PRG-859,7,Miette,339.28,C,6,2026-02-19 08:45:28,2026-02-19 11:46:59,SENT_TO_LIGNE,1002,2005,2003,2001,2001,production-day-2026-02-19.xlsx
PRG-849,8,Miette,226.28,I,7,2026-02-19 06:23:24,2026-02-19 15:28:47,SENT_TO_LIGNE,1003,2005,2002,2004,2001,production-day-2026-02-19.xlsx
PRG-397,9,CB Simple parage,412.91,F,17,2026-02-19 07:25:51,2026-02-19 16:02:54,SENT_TO_LIGNE,1003,2003,2002,2003,2005,production-day-2026-02-19.xlsx
PRG-888,10,CB Simple parage,383.44,E,8,2026-02-19 06:42:25,2026-02-19 15:08:44,SENT_TO_LIGNE,1003,2003,2002,2001,2001,production-day-2026-02-19.xlsx
PRG-272,11,Miette,414.05,E,16,2026-02-19 09:57:38,2026-02-19 13:10:34,SENT_TO_LIGNE,1003,2004,2005,2002,2004,production-day-2026-02-19.xlsx
PRG-737,12,CB Double parage,210.47,A,15,2026-02-19 07:26:06,2026-02-19 11:13:00,SENT_TO_LIGNE,1003,2004,2001,2005,2002,production-day-2026-02-19.xlsx
PRG-569,13,Longe précuit,284.91,E,28,2026-02-19 06:34:22,2026-02-19 10:04:21,SENT_TO_LIGNE,1001,2001,2002,2002,2001,production-day-2026-02-19.xlsx
PRG-833,14,Longe précuit,192.93,F,20,2026-02-19 08:32:03,2026-02-19 15:55:28,SENT_TO_LIGNE,1002,2003,2003,2001,2003,production-day-2026-02-19.xlsx
PRG-772,15,CB Double parage,446.71,I,24,2026-02-19 06:39:19,2026-02-19 15:43:41,SENT_TO_LIGNE,1002,2003,2003,2001,2002,production-day-2026-02-19.xlsx
PRG-700,16,Morcelé,318.27,B,14,2026-02-19 07:27:37,2026-02-19 15:40:30,SENT_TO_LIGNE,1002,2003,2003,2004,2002,production-day-2026-02-19.xlsx
PRG-137,17,Longe précuit,217.25,B,35,2026-02-19 07:04:51,2026-02-19 13:40:00,SENT_TO_LIGNE,1002,2002,2004,2003,2004,production-day-2026-02-19.xlsx
PRG-848,18,CB Simple parage,361.23,A,34,2026-02-19 07:46:07,2026-02-19 11:18:13,SENT_TO_LIGNE,1003,2002,2003,2003,2004,production-day-2026-02-19.xlsx
PRG-589,19,CB Simple parage,266.58,C,25,2026-02-19 06:51:43,2026-02-19 15:52:05,SENT_TO_LIGNE,1003,2004,2002,2004,2001,production-day-2026-02-19.xlsx
PRG-750,20,CB Simple parage,386.81,E,23,2026-02-19 08:47:57,2026-02-19 17:21:10,SENT_TO_LIGNE,1003,2002,2004,2002,2002,production-day-2026-02-19.xlsx
PRG-466,21,Longe précuit,431.56,F,34,2026-02-19 06:27:10,2026-02-19 14:19:07,SENT_TO_LIGNE,1003,2002,2001,2003,2005,production-day-2026-02-19.xlsx
PRG-344,22,Longe précuit,242.11,F,2,2026-02-19 08:09:37,2026-02-19 14:41:28,SENT_TO_LIGNE,1001,2001,2004,2002,2001,production-day-2026-02-19.xlsx
PRG-833,23,CB Simple parage,253.63,G,26,2026-02-19 06:46:59,2026-02-19 16:46:44,SENT_TO_LIGNE,1002,2003,2005,2003,2005,production-day-2026-02-19.xlsx
