palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-E6KN8EE5,5/2 [1],Thon Emietté à l'Huile,3001,2025-11-19 11:22:16,production-day-2025-11-19.xlsx
PAL-ORMZ1T42,1/5,Thon Entier au Naturel,3002,2025-11-19 13:38:51,production-day-2025-11-19.xlsx
PAL-JYBDIQLJ,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-11-19 14:07:44,production-day-2025-11-19.xlsx
PAL-7FZW9RI7,1/5,Thon Emietté à la Tomate,3001,2025-11-19 17:41:15,production-day-2025-11-19.xlsx
PAL-FERG2ZLP,1/5,Thon Entier à l'Huile,3003,2025-11-19 11:07:34,production-day-2025-11-19.xlsx
PAL-NUOHUKCY,1/5,Thon en Morceaux à l'Huile,3002,2025-11-19 18:44:00,production-day-2025-11-19.xlsx
PAL-C8H7F8YE,Manuel,Thon Entier au Naturel,3002,2025-11-19 10:19:04,production-day-2025-11-19.xlsx
PAL-Z95BPYQ1,1/5,Thon en Morceaux au Naturel,3001,2025-11-19 14:16:34,production-day-2025-11-19.xlsx
PAL-3UEL3QPB,5/2 [2],Thon Emietté à l'Huile,3002,2025-11-19 12:07:20,production-day-2025-11-19.xlsx
PAL-CTKUTL6U,5/2 [2],Thon Emietté à l'Huile,3003,2025-11-19 08:54:05,production-day-2025-11-19.xlsx
PAL-3KYAUSUN,1/5,Thon Entier à l'Huile,3002,2025-11-19 17:14:44,production-day-2025-11-19.xlsx
PAL-GCONTP17,1/5,Thon Emietté à la Tomate,3001,2025-11-19 09:38:17,production-day-2025-11-19.xlsx
PAL-LQJ6XR30,5/2 [1],Thon Entier à l'Huile,3002,2025-11-19 13:28:45,production-day-2025-11-19.xlsx
PAL-6NTDBBYS,5/2 [1],Thon Entier à l'Huile,3003,2025-11-19 13:58:55,production-day-2025-11-19.xlsx
PAL-8CJ2ZY15,5/2 [2],Thon Emietté à l'Huile,3001,2025-11-19 13:54:41,production-day-2025-11-19.xlsx
PAL-AW946KLG,5/2 [2],Thon Entier à l'Huile,3002,2025-11-19 09:54:33,production-day-2025-11-19.xlsx
PAL-CIBFP6TG,5/2 [2],Thon Emietté à la Tomate,3001,2025-11-19 16:48:27,production-day-2025-11-19.xlsx
PAL-RACCWBH4,5/2 [2],Thon en Morceaux au Naturel,3003,2025-11-19 14:45:54,production-day-2025-11-19.xlsx
PAL-38EAJ3HI,5/2 [1],Thon Emietté à l'Huile,3003,2025-11-19 19:21:19,production-day-2025-11-19.xlsx
PAL-YMGO3P23,5/2 [2],Thon Emietté à l'Huile,3001,2025-11-19 14:58:59,production-day-2025-11-19.xlsx
PAL-7QNDIIDU,1/5,Thon en Morceaux à l'Huile,3003,2025-11-19 16:53:58,production-day-2025-11-19.xlsx
PAL-DJOUORPM,400,Thon Entier à l'Huile,3001,2025-11-19 10:50:19,production-day-2025-11-19.xlsx
PAL-E0B08UPB,5/2 [1],Thon Entier au Naturel,3003,2025-11-19 14:48:50,production-day-2025-11-19.xlsx
PAL-HZE8OIDD,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-11-19 18:50:04,production-day-2025-11-19.xlsx
PAL-3QXLJA4T,5/2 [2],Thon Entier au Naturel,3003,2025-11-19 16:45:32,production-day-2025-11-19.xlsx
PAL-JLR1O6SU,1/5,Thon en Morceaux au Naturel,3001,2025-11-19 14:28:57,production-day-2025-11-19.xlsx
PAL-AELHR78P,5/2 [2],Thon Entier au Naturel,3002,2025-11-19 11:24:20,production-day-2025-11-19.xlsx
PAL-T97CILZJ,5/2 [2],Thon Entier au Naturel,3001,2025-11-19 17:22:29,production-day-2025-11-19.xlsx
