parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-931,1,Longe précuit,395.72,H,14,2025-12-02 07:12:16,2025-12-02 11:14:45,SENT_TO_LIGNE,1003,2005,2005,2001,2003,production-day-2025-12-02.xlsx
PRG-573,2,Miette,306.17,E,26,2025-12-02 07:15:17,2025-12-02 11:03:34,SENT_TO_LIGNE,1001,2005,2002,2005,2001,production-day-2025-12-02.xlsx
PRG-733,3,CB Simple parage,421.06,A,26,2025-12-02 08:56:34,2025-12-02 14:34:03,SENT_TO_LIGNE,1001,2004,2004,2004,2001,production-day-2025-12-02.xlsx
PRG-470,4,CB Simple parage,372.78,A,10,2025-12-02 08:52:04,2025-12-02 17:36:45,SENT_TO_LIGNE,1001,2003,2001,2002,2003,production-day-2025-12-02.xlsx
PRG-882,5,Morcelé,406.97,C,13,2025-12-02 06:13:00,2025-12-02 15:36:41,SENT_TO_LIGNE,1001,2003,2004,2003,2004,production-day-2025-12-02.xlsx
PRG-842,6,Miette,347.61,I,26,2025-12-02 08:37:04,2025-12-02 11:03:04,SENT_TO_LIGNE,1001,2002,2005,2005,2002,production-day-2025-12-02.xlsx
PRG-455,7,CB Simple parage,207.87,D,30,2025-12-02 09:53:11,2025-12-02 13:07:51,SENT_TO_LIGNE,1002,2001,2005,2005,2001,production-day-2025-12-02.xlsx
PRG-651,8,CB Simple parage,333.81,F,36,2025-12-02 09:31:51,2025-12-02 14:34:29,SENT_TO_LIGNE,1001,2004,2005,2001,2001,production-day-2025-12-02.xlsx
PRG-817,9,Miette,244.33,I,3,2025-12-02 09:39:43,2025-12-02 15:58:53,SENT_TO_LIGNE,1002,2005,2001,2003,2003,production-day-2025-12-02.xlsx
PRG-921,10,Longe précuit,435.7,C,27,2025-12-02 09:36:58,2025-12-02 19:16:53,SENT_TO_LIGNE,1003,2002,2003,2004,2003,production-day-2025-12-02.xlsx
PRG-471,11,CB Simple parage,428.55,C,10,2025-12-02 06:27:56,2025-12-02 12:53:20,SENT_TO_LIGNE,1002,2004,2004,2004,2001,production-day-2025-12-02.xlsx
PRG-926,12,CT simple parage,266.17,C,24,2025-12-02 07:41:23,2025-12-02 16:39:53,SENT_TO_LIGNE,1002,2001,2004,2002,2005,production-day-2025-12-02.xlsx
PRG-377,13,CB Simple parage,415.56,B,21,2025-12-02 06:12:20,2025-12-02 10:16:49,SENT_TO_LIGNE,1002,2001,2005,2001,2002,production-day-2025-12-02.xlsx
PRG-609,14,CB Simple parage,294.4,E,34,2025-12-02 08:32:41,2025-12-02 11:40:27,SENT_TO_LIGNE,1003,2001,2004,2001,2003,production-day-2025-12-02.xlsx
PRG-323,15,CB Simple parage,227.29,H,5,2025-12-02 08:22:40,2025-12-02 15:51:15,SENT_TO_LIGNE,1002,2002,2001,2005,2003,production-day-2025-12-02.xlsx
PRG-322,16,CB Double parage,248.29,I,16,2025-12-02 06:31:24,2025-12-02 12:22:21,SENT_TO_LIGNE,1002,2002,2002,2002,2003,production-day-2025-12-02.xlsx
