palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-SAWC3GUL,5/2 [2],Thon Emietté à la Tomate,3002,2025-12-17 12:01:10,production-day-2025-12-17.xlsx
PAL-0A3KST21,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-17 13:09:26,production-day-2025-12-17.xlsx
PAL-PFGKBDQA,1/5,Thon en Morceaux au Naturel,3001,2025-12-17 15:01:40,production-day-2025-12-17.xlsx
PAL-QRKLAEUA,5/2 [2],Thon en Morceaux au Naturel,3002,2025-12-17 18:26:49,production-day-2025-12-17.xlsx
PAL-6Y7R7W4D,5/2 [2],Thon en Morceaux au Naturel,3002,2025-12-17 13:36:44,production-day-2025-12-17.xlsx
PAL-BI6YI8X8,5/2 [1],Thon Entier à l'Huile,3001,2025-12-17 16:19:21,production-day-2025-12-17.xlsx
PAL-4Y8RZOMU,Manuel,Thon en Morceaux au Naturel,3003,2025-12-17 10:27:50,production-day-2025-12-17.xlsx
PAL-P7XHI328,Manuel,Thon en Morceaux au Naturel,3003,2025-12-17 16:14:13,production-day-2025-12-17.xlsx
PAL-YXYZNOEZ,5/2 [2],Thon Entier au Naturel,3001,2025-12-17 18:08:04,production-day-2025-12-17.xlsx
PAL-1GNJODT2,5/2 [2],Thon Emietté à la Tomate,3002,2025-12-17 13:49:18,production-day-2025-12-17.xlsx
PAL-FQDPFVRF,5/2 [2],Thon Emietté à l'Huile,3003,2025-12-17 11:53:14,production-day-2025-12-17.xlsx
PAL-OY1PVXQJ,400,Thon en Morceaux au Naturel,3003,2025-12-17 15:28:23,production-day-2025-12-17.xlsx
PAL-8DFQMQ7E,5/2 [2],Thon Entier au Naturel,3001,2025-12-17 13:21:01,production-day-2025-12-17.xlsx
PAL-97AM0SHQ,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-17 18:33:24,production-day-2025-12-17.xlsx
PAL-CK01QRMP,5/2 [1],Thon en Morceaux à l'Huile,3002,2025-12-17 14:17:07,production-day-2025-12-17.xlsx
PAL-VX641A3X,1/5,Thon Emietté à l'Huile,3002,2025-12-17 10:10:10,production-day-2025-12-17.xlsx
PAL-64BOARIP,5/2 [2],Thon en Morceaux à l'Huile,3003,2025-12-17 17:51:59,production-day-2025-12-17.xlsx
PAL-A5T1347G,5/2 [2],Thon en Morceaux au Naturel,3003,2025-12-17 14:00:09,production-day-2025-12-17.xlsx
PAL-ZF3XWGJK,Manuel,Thon Emietté à la Tomate,3001,2025-12-17 10:42:14,production-day-2025-12-17.xlsx
