palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-81D41CJO,1/5,Thon Entier au Naturel,3003,2026-01-15 12:58:14,production-day-2026-01-15.xlsx
PAL-2OH9PGYA,5/2 [1],Thon Entier au Naturel,3001,2026-01-15 17:18:19,production-day-2026-01-15.xlsx
PAL-VUQHUOVV,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-15 14:02:40,production-day-2026-01-15.xlsx
PAL-SNBGL1X6,Manuel,Thon Entier au Naturel,3001,2026-01-15 11:28:38,production-day-2026-01-15.xlsx
PAL-MU7DM03U,5/2 [2],Thon Emietté à la Tomate,3002,2026-01-15 12:53:46,production-day-2026-01-15.xlsx
PAL-AGOW48GC,1/5,Thon en Morceaux à l'Huile,3002,2026-01-15 14:53:48,production-day-2026-01-15.xlsx
PAL-XRF7LQWR,5/2 [1],Thon Emietté à l'Huile,3001,2026-01-15 18:27:54,production-day-2026-01-15.xlsx
PAL-Q4JX9E9Y,5/2 [1],Thon Emietté à l'Huile,3001,2026-01-15 12:05:38,production-day-2026-01-15.xlsx
PAL-3Z43LJ7V,5/2 [1],Thon Entier au Naturel,3001,2026-01-15 13:05:13,production-day-2026-01-15.xlsx
PAL-ZJUKF0S5,5/2 [1],Thon Entier à l'Huile,3002,2026-01-15 14:51:38,production-day-2026-01-15.xlsx
PAL-SS487TGE,5/2 [2],Thon Entier à l'Huile,3002,2026-01-15 12:41:52,production-day-2026-01-15.xlsx
PAL-QVLNW7CM,Manuel,Thon Emietté à l'Huile,3001,2026-01-15 10:06:11,production-day-2026-01-15.xlsx
PAL-LHA5DBYQ,400,Thon Entier à l'Huile,3002,2026-01-15 11:43:18,production-day-2026-01-15.xlsx
PAL-8767I8GH,1/5,Thon en Morceaux à l'Huile,3001,2026-01-15 16:58:33,production-day-2026-01-15.xlsx
PAL-JAP20Y0H,1/5,Thon Entier au Naturel,3001,2026-01-15 16:32:49,production-day-2026-01-15.xlsx
PAL-98WZP1AB,5/2 [2],Thon Emietté à l'Huile,3001,2026-01-15 15:28:09,production-day-2026-01-15.xlsx
PAL-NMW1KYQI,5/2 [1],Thon en Morceaux au Naturel,3002,2026-01-15 10:38:48,production-day-2026-01-15.xlsx
PAL-Y5WIF1NF,1/5,Thon Emietté à l'Huile,3001,2026-01-15 13:56:16,production-day-2026-01-15.xlsx
PAL-RVU8IEEC,400,Thon Entier au Naturel,3001,2026-01-15 15:11:03,production-day-2026-01-15.xlsx
PAL-9Y6JZ9P4,1/5,Thon en Morceaux au Naturel,3003,2026-01-15 15:28:45,production-day-2026-01-15.xlsx
PAL-YYTR9KX6,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-15 13:23:11,production-day-2026-01-15.xlsx
PAL-CD0EFR9D,1/5,Thon en Morceaux au Naturel,3001,2026-01-15 16:37:04,production-day-2026-01-15.xlsx
