palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-R3D033PI,1/5,Thon Entier à l'Huile,3003,2026-01-22 16:13:01,production-day-2026-01-22.xlsx
PAL-S090MF5O,5/2 [2],Thon Entier au Naturel,3001,2026-01-22 16:02:58,production-day-2026-01-22.xlsx
PAL-US4E67WB,Manuel,Thon en Morceaux au Naturel,3002,2026-01-22 16:02:07,production-day-2026-01-22.xlsx
PAL-2IV0DQR6,400,Thon Emietté à l'Huile,3002,2026-01-22 15:44:02,production-day-2026-01-22.xlsx
PAL-GEN8G3Q1,5/2 [1],Thon en Morceaux au Naturel,3001,2026-01-22 18:45:34,production-day-2026-01-22.xlsx
PAL-TXSO74K6,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-22 12:07:04,production-day-2026-01-22.xlsx
PAL-KYUV35YF,400,Thon en Morceaux à l'Huile,3003,2026-01-22 15:19:46,production-day-2026-01-22.xlsx
PAL-SWZMXCJB,5/2 [1],Thon Entier au Naturel,3001,2026-01-22 17:16:00,production-day-2026-01-22.xlsx
PAL-YYD3C5F5,Manuel,Thon en Morceaux au Naturel,3003,2026-01-22 17:21:46,production-day-2026-01-22.xlsx
PAL-CB02NJDJ,5/2 [1],Thon en Morceaux au Naturel,3002,2026-01-22 19:49:54,production-day-2026-01-22.xlsx
PAL-MAINZKKM,400,Thon Entier au Naturel,3002,2026-01-22 14:40:17,production-day-2026-01-22.xlsx
PAL-6FU3BAKD,5/2 [2],Thon Entier à l'Huile,3002,2026-01-22 12:02:08,production-day-2026-01-22.xlsx
PAL-WF5YOACL,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-22 09:42:36,production-day-2026-01-22.xlsx
PAL-W39296JN,1/5,Thon Entier à l'Huile,3003,2026-01-22 15:00:58,production-day-2026-01-22.xlsx
PAL-VYZNEDY9,Manuel,Thon Emietté à l'Huile,3003,2026-01-22 16:06:37,production-day-2026-01-22.xlsx
PAL-M3COBBR2,400,Thon en Morceaux à l'Huile,3001,2026-01-22 17:53:47,production-day-2026-01-22.xlsx
PAL-YQDQFEFF,400,Thon Entier au Naturel,3003,2026-01-22 12:53:11,production-day-2026-01-22.xlsx
PAL-BYBTUHP3,400,Thon Entier à l'Huile,3002,2026-01-22 11:08:09,production-day-2026-01-22.xlsx
PAL-7STWU0VC,5/2 [1],Thon Emietté à l'Huile,3003,2026-01-22 11:45:46,production-day-2026-01-22.xlsx
PAL-RISGI7JT,400,Thon Entier au Naturel,3001,2026-01-22 14:08:13,production-day-2026-01-22.xlsx
PAL-LG33D92K,1/5,Thon en Morceaux à l'Huile,3002,2026-01-22 17:13:04,production-day-2026-01-22.xlsx
PAL-ZYA7H2M8,5/2 [2],Thon Entier au Naturel,3001,2026-01-22 10:48:47,production-day-2026-01-22.xlsx
PAL-CVSXDGYH,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-22 16:12:41,production-day-2026-01-22.xlsx
PAL-J1Y2O39N,1/5,Thon Entier au Naturel,3001,2026-01-22 17:46:37,production-day-2026-01-22.xlsx
PAL-E9GVVOJH,1/5,Thon en Morceaux à l'Huile,3003,2026-01-22 14:54:39,production-day-2026-01-22.xlsx
PAL-CN9Z0O6J,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-01-22 12:39:18,production-day-2026-01-22.xlsx
PAL-D8GZ3BHX,1/5,Thon Emietté à la Tomate,3001,2026-01-22 17:31:00,production-day-2026-01-22.xlsx
PAL-JZCXX4ZA,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-22 16:34:05,production-day-2026-01-22.xlsx
PAL-0O5QPBU6,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-01-22 11:59:42,production-day-2026-01-22.xlsx
PAL-FEAXFJPI,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-01-22 12:33:49,production-day-2026-01-22.xlsx
PAL-2OH85Y0K,400,Thon en Morceaux au Naturel,3001,2026-01-22 15:50:59,production-day-2026-01-22.xlsx
PAL-1T2AZKLB,5/2 [2],Thon Entier à l'Huile,3001,2026-01-22 14:32:16,production-day-2026-01-22.xlsx
PAL-6QCQVVUZ,5/2 [2],Thon Entier au Naturel,3001,2026-01-22 11:48:54,production-day-2026-01-22.xlsx
PAL-V7DVRI8M,Manuel,Thon Emietté à la Tomate,3003,2026-01-22 15:43:46,production-day-2026-01-22.xlsx
PAL-YYMKZ3N5,400,Thon Entier au Naturel,3002,2026-01-22 13:50:25,production-day-2026-01-22.xlsx
PAL-44U0AIIG,5/2 [1],Thon Emietté à l'Huile,3001,2026-01-22 16:40:47,production-day-2026-01-22.xlsx
