parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-983,1,CB Double parage,330.74,I,32,2026-01-27 06:53:56,2026-01-27 14:59:17,SENT_TO_LIGNE,1002,2004,2001,2003,2003,production-day-2026-01-27.xlsx
PRG-289,2,CB Simple parage,231.28,D,20,2026-01-27 09:25:39,2026-01-27 14:51:08,SENT_TO_LIGNE,1001,2002,2003,2003,2004,production-day-2026-01-27.xlsx
PRG-560,3,Longe précuit,318.77,C,10,2026-01-27 07:22:39,2026-01-27 14:59:35,SENT_TO_LIGNE,1003,2001,2005,2005,2005,production-day-2026-01-27.xlsx
PRG-519,4,CB Double parage,299.59,C,9,2026-01-27 09:36:16,2026-01-27 15:53:35,SENT_TO_LIGNE,1001,2005,2003,2002,2003,production-day-2026-01-27.xlsx
PRG-426,5,CT simple parage,262.38,E,11,2026-01-27 08:33:37,2026-01-27 13:13:13,SENT_TO_LIGNE,1001,2005,2003,2005,2004,production-day-2026-01-27.xlsx
PRG-315,6,Morcelé,197.71,E,12,2026-01-27 09:36:15,2026-01-27 15:21:38,SENT_TO_LIGNE,1001,2004,2005,2002,2005,production-day-2026-01-27.xlsx
PRG-382,7,CB Double parage,280.49,D,35,2026-01-27 09:50:22,2026-01-27 13:19:25,SENT_TO_LIGNE,1001,2004,2003,2005,2002,production-day-2026-01-27.xlsx
PRG-893,8,Longe précuit,343.23,A,10,2026-01-27 09:56:36,2026-01-27 13:26:15,SENT_TO_LIGNE,1001,2002,2001,2005,2004,production-day-2026-01-27.xlsx
PRG-736,9,CB Simple parage,369.3,C,29,2026-01-27 08:58:26,2026-01-27 17:12:43,SENT_TO_LIGNE,1002,2001,2002,2001,2005,production-day-2026-01-27.xlsx
PRG-977,10,Miette,417.61,E,33,2026-01-27 08:00:06,2026-01-27 13:00:14,SENT_TO_LIGNE,1003,2003,2005,2002,2004,production-day-2026-01-27.xlsx
PRG-208,11,CB Double parage,385.95,F,26,2026-01-27 09:07:47,2026-01-27 17:02:16,SENT_TO_LIGNE,1001,2001,2003,2002,2005,production-day-2026-01-27.xlsx
PRG-320,12,Morcelé,380.32,H,4,2026-01-27 09:19:31,2026-01-27 14:59:04,SENT_TO_LIGNE,1002,2001,2005,2002,2001,production-day-2026-01-27.xlsx
PRG-174,13,CT simple parage,428.14,I,27,2026-01-27 06:33:22,2026-01-27 12:38:00,SENT_TO_LIGNE,1003,2001,2005,2005,2003,production-day-2026-01-27.xlsx
PRG-800,14,CB Simple parage,258.5,H,2,2026-01-27 07:09:00,2026-01-27 16:18:05,SENT_TO_LIGNE,1001,2004,2001,2001,2001,production-day-2026-01-27.xlsx
PRG-546,15,CB Double parage,262.56,E,19,2026-01-27 07:49:57,2026-01-27 11:13:41,SENT_TO_LIGNE,1003,2002,2001,2005,2004,production-day-2026-01-27.xlsx
