parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-743,1,Morcelé,405.87,A,7,2025-11-28 09:14:44,2025-11-28 19:10:21,SENT_TO_LIGNE,1003,2004,2002,2004,2003,production-day-2025-11-28.xlsx
PRG-262,2,Miette,342.17,G,27,2025-11-28 08:18:42,2025-11-28 12:48:33,SENT_TO_LIGNE,1001,2004,2005,2002,2005,production-day-2025-11-28.xlsx
PRG-134,3,CB Simple parage,369.29,D,15,2025-11-28 09:35:36,2025-11-28 14:25:16,SENT_TO_LIGNE,1002,2001,2004,2004,2002,production-day-2025-11-28.xlsx
PRG-902,4,CB Simple parage,295.89,G,17,2025-11-28 09:45:27,2025-11-28 13:38:03,SENT_TO_LIGNE,1002,2003,2005,2005,2001,production-day-2025-11-28.xlsx
PRG-637,5,CB Double parage,424.74,H,27,2025-11-28 09:50:42,2025-11-28 13:58:21,SENT_TO_LIGNE,1001,2004,2002,2005,2005,production-day-2025-11-28.xlsx
PRG-499,6,Miette,326.5,I,13,2025-11-28 08:53:48,2025-11-28 16:04:37,SENT_TO_LIGNE,1002,2005,2001,2004,2001,production-day-2025-11-28.xlsx
PRG-750,7,CB Simple parage,295.79,F,17,2025-11-28 06:32:24,2025-11-28 11:15:41,SENT_TO_LIGNE,1002,2002,2004,2003,2004,production-day-2025-11-28.xlsx
PRG-552,8,Longe précuit,237.47,D,4,2025-11-28 06:30:49,2025-11-28 13:27:23,SENT_TO_LIGNE,1001,2002,2001,2003,2002,production-day-2025-11-28.xlsx
PRG-316,9,CB Double parage,305.07,G,34,2025-11-28 07:05:15,2025-11-28 16:25:00,SENT_TO_LIGNE,1001,2003,2004,2003,2004,production-day-2025-11-28.xlsx
PRG-383,10,CB Simple parage,402.18,C,5,2025-11-28 06:42:48,2025-11-28 10:34:04,SENT_TO_LIGNE,1002,2003,2001,2001,2005,production-day-2025-11-28.xlsx
PRG-684,11,CB Double parage,442.77,G,2,2025-11-28 07:20:59,2025-11-28 12:58:03,SENT_TO_LIGNE,1003,2005,2002,2005,2001,production-day-2025-11-28.xlsx
PRG-675,12,CB Simple parage,247.71,C,13,2025-11-28 06:44:49,2025-11-28 15:15:03,SENT_TO_LIGNE,1001,2001,2003,2003,2002,production-day-2025-11-28.xlsx
PRG-558,13,Miette,222.64,H,32,2025-11-28 08:16:47,2025-11-28 11:46:01,SENT_TO_LIGNE,1003,2005,2001,2001,2002,production-day-2025-11-28.xlsx
PRG-209,14,CB Simple parage,365.19,E,20,2025-11-28 06:45:19,2025-11-28 16:30:01,SENT_TO_LIGNE,1003,2003,2004,2001,2004,production-day-2025-11-28.xlsx
PRG-924,15,CB Simple parage,374.88,E,15,2025-11-28 07:19:58,2025-11-28 17:16:37,SENT_TO_LIGNE,1003,2004,2001,2001,2005,production-day-2025-11-28.xlsx
PRG-137,16,Longe précuit,437.93,G,29,2025-11-28 07:33:35,2025-11-28 15:23:14,SENT_TO_LIGNE,1003,2005,2003,2005,2001,production-day-2025-11-28.xlsx
PRG-780,17,CB Double parage,394.08,H,19,2025-11-28 06:54:37,2025-11-28 13:34:26,SENT_TO_LIGNE,1003,2002,2002,2001,2002,production-day-2025-11-28.xlsx
PRG-774,18,CB Simple parage,384.86,E,21,2025-11-28 07:38:40,2025-11-28 15:04:20,SENT_TO_LIGNE,1002,2001,2005,2003,2003,production-day-2025-11-28.xlsx
PRG-800,19,CB Simple parage,359.69,H,16,2025-11-28 08:31:57,2025-11-28 12:18:32,SENT_TO_LIGNE,1003,2003,2003,2004,2004,production-day-2025-11-28.xlsx
PRG-222,20,Miette,277.05,I,24,2025-11-28 07:36:42,2025-11-28 15:12:36,SENT_TO_LIGNE,1001,2001,2001,2005,2004,production-day-2025-11-28.xlsx
PRG-101,21,CT simple parage,367.66,F,13,2025-11-28 07:12:47,2025-11-28 16:48:29,SENT_TO_LIGNE,1003,2004,2003,2005,2004,production-day-2025-11-28.xlsx
PRG-432,22,CT simple parage,225.72,C,1,2025-11-28 08:01:12,2025-11-28 14:34:57,SENT_TO_LIGNE,1003,2002,2003,2001,2005,production-day-2025-11-28.xlsx
PRG-172,23,CB Simple parage,220.58,F,20,2025-11-28 08:41:14,2025-11-28 14:08:52,SENT_TO_LIGNE,1001,2001,2003,2003,2002,production-day-2025-11-28.xlsx
